model,provider,task,item_id,latency_s,output_tokens,error,prompt_chars
gpt-5.6-sol,openai,dicocco_manifesto_populism,dicocco_150,0.9252748750004685,11.0,,59
gpt-5.6-sol,openai,dicocco_manifesto_populism,dicocco_4666,0.8671119159989757,11.0,,98
gpt-5.6-sol,openai,dicocco_manifesto_populism,dicocco_6090,1.3076651669980492,67.0,,411
gpt-5.6-sol,openai,douglass_icbe_sentence_event_type,473_25,1.3642883340071421,51.0,,91
gpt-5.6-sol,openai,douglass_icbe_sentence_event_type,197_13,2.215830291999737,75.0,,187
gpt-5.6-sol,openai,douglass_icbe_sentence_event_type,4_28,2.686731333989883,142.0,,155
gpt-5.6-sol,openai,erlich_ati_topics,90,0.9399272499867948,36.0,,274
gpt-5.6-sol,openai,erlich_ati_topics,802,2.9225389170023846,159.0,,268
gpt-5.6-sol,openai,erlich_ati_topics,3183,1.3793247919966234,49.0,,132
gpt-5.6-sol,openai,gilardi_relevance,1239555124076220416,0.819824249992962,9.0,,181
gpt-5.6-sol,openai,gilardi_relevance,1259441759496613889,0.8686770409985911,9.0,,295
gpt-5.6-sol,openai,gilardi_relevance,1259250872778883072,1.123584375003702,9.0,,295
gpt-5.6-sol,openai,gilardi_stance,1341856271213838336,2.047879040997941,52.0,,202
gpt-5.6-sol,openai,gilardi_stance,1334624404521684994,1.0611754169949563,8.0,,117
gpt-5.6-sol,openai,gilardi_stance,1367871491283488769,0.9377319579944015,24.0,,105
gpt-5.6-sol,openai,halterman_keith_bfrs,halterman_keith_bfrs_445,0.9120045409945305,17.0,,183
gpt-5.6-sol,openai,halterman_keith_bfrs,halterman_keith_bfrs_102,0.9153621669975109,17.0,,325
gpt-5.6-sol,openai,halterman_keith_bfrs,halterman_keith_bfrs_178,1.1824246250034776,22.0,,88
gpt-5.6-sol,openai,halterman_keith_cmp,halterman_keith_cmp_060,0.7364338750048773,10.0,,115
gpt-5.6-sol,openai,halterman_keith_cmp,halterman_keith_cmp_315,0.861919000002672,14.0,,78
gpt-5.6-sol,openai,halterman_keith_cmp,halterman_keith_cmp_204,1.2193275000026915,45.0,,175
gpt-5.6-sol,openai,haunss_papea_claims,SZ-20201102-SGIDZ-308_1,1.0351618749991758,10.0,,42
gpt-5.6-sol,openai,haunss_papea_claims,WESKU00020111006e7a600030_1,1.7058490829949733,10.0,,57
gpt-5.6-sol,openai,haunss_papea_claims,StZ_20130613_DPHNA_372_1,0.8746285410015844,35.0,,59
gpt-5.6-sol,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_153,1.1995258329989156,14.0,,38
gpt-5.6-sol,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_494,1.3877325829962501,14.0,,39
gpt-5.6-sol,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_381,1.1172899579978548,34.0,,45
gpt-5.6-sol,openai,mellon_bes_mii_2024,15438_23,2.2092328750004526,9.0,,32
gpt-5.6-sol,openai,mellon_bes_mii_2024,17269_21,0.9185309580061585,8.0,,27
gpt-5.6-sol,openai,mellon_bes_mii_2024,47479_21,1.0218004999915138,8.0,,39
gpt-5.6-sol,openai,muller_fujimura_campaign_policy_area,train_1996,1.2059487500082469,14.0,,44
gpt-5.6-sol,openai,muller_fujimura_campaign_policy_area,train_1686,1.1065378329949453,29.0,,61
gpt-5.6-sol,openai,muller_fujimura_campaign_policy_area,train_670,0.9868125840002904,14.0,,38
gpt-5.6-sol,openai,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,1.218994875001954,36.0,,166
gpt-5.6-sol,openai,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,1.125381958001526,9.0,,149
gpt-5.6-sol,openai,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,1.5722979999991367,37.0,,164
gpt-5.6-sol,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,1.1133112499956042,34.0,,237
gpt-5.6-sol,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,1.0840546659892425,45.0,,1286
gpt-5.6-sol,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,1.4576158749987371,74.0,,236
gpt-5.6-sol,openai,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,1.3694720000057714,10.0,,133
gpt-5.6-sol,openai,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,0.9112573749880539,10.0,,107
gpt-5.6-sol,openai,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,0.8462211660080357,10.0,,157
gpt-5.6-sol,openai,politicause_causal_relation,politicause_train_11418,2.3487895830039633,92.0,,254
gpt-5.6-sol,openai,politicause_causal_relation,politicause_train_11682,2.9768358750006882,146.0,,346
gpt-5.6-sol,openai,politicause_causal_relation,politicause_test_15265,0.7195491250022314,11.0,,97
gpt-5.6-sol,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_371,0.7641385000024457,9.0,,173
gpt-5.6-sol,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_055,1.0943962089950219,10.0,,133
gpt-5.6-sol,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_232,0.9315096670034109,10.0,,173
gpt-5.6-sol,openai,theocharis_dynamics_incivility,8.708116931186115e+17,0.817935832994408,10.0,,71
gpt-5.6-sol,openai,theocharis_dynamics_incivility,8.395905785307628e+17,1.1350491670018528,9.0,,146
gpt-5.6-sol,openai,theocharis_dynamics_incivility,8.131158632514519e+17,1.110522500006482,34.0,,61
gpt-5.6-sol,openai,toxicity_protests_es,303418,1.6886344170052325,73.0,,94
gpt-5.6-sol,openai,toxicity_protests_es,2007251,1.779373957993812,58.0,,139
gpt-5.6-sol,openai,toxicity_protests_es,648379,0.9699630830000388,9.0,,96
gpt-5.6-sol,openai,twitcivility_impoliteness,test_796,1.3204981250019046,9.0,,146
gpt-5.6-sol,openai,twitcivility_impoliteness,train_9031,1.3414465419918997,10.0,,248
gpt-5.6-sol,openai,twitcivility_impoliteness,train_3088,1.1531354580074549,10.0,,87
gpt-5.6-sol,openai,wesleyan_creative_ads_2022,x_806850550521220,1.0780748749966733,8.0,,1361
gpt-5.6-sol,openai,wesleyan_creative_ads_2022,x_1278356639642733,0.9875110419961857,39.0,,930
gpt-5.6-sol,openai,wesleyan_creative_ads_2022,x_5481685528587554,0.8325215000077151,9.0,,4139
gpt-5.6-terra,openai,agoraspeech_criticism_agenda,agora_Tsipras_2023_06_21_Patra_p40,0.7420480839937227,13.0,,1615
gpt-5.6-terra,openai,agoraspeech_criticism_agenda,agora_Androulakis_2023_06_19_Thessaloniki_p30,0.7256287079944741,14.0,,302
gpt-5.6-terra,openai,agoraspeech_criticism_agenda,agora_Mitsotakis_2023_04_22_Chania_p38,0.6514819579897448,14.0,,320
gpt-5.6-terra,openai,ballard_incivility,2492,0.7788697079959093,9.0,,147
gpt-5.6-terra,openai,ballard_incivility,1053,1.3330169999971986,55.0,,148
gpt-5.6-terra,openai,ballard_incivility,413,0.6106981670018286,9.0,,173
gpt-5.6-terra,openai,bestvater_kavanaugh_stance,kavanaugh_1339,0.6762051669938955,10.0,,206
gpt-5.6-terra,openai,bestvater_kavanaugh_stance,kavanaugh_1563,0.8624281249940395,10.0,,197
gpt-5.6-terra,openai,bestvater_kavanaugh_stance,kavanaugh_1511,0.6315419579914305,10.0,,157
gpt-5.6-terra,openai,bestvater_wm_stance,wm_7467,0.8488848330016481,39.0,,56
gpt-5.6-terra,openai,bestvater_wm_stance,wm_16357,0.6084313340106746,12.0,,151
gpt-5.6-terra,openai,bestvater_wm_stance,wm_11383,1.4066178329958348,105.0,,147
gpt-5.6-terra,openai,brandt_gtd_attack_type,12853,0.8968039580067853,31.0,,374
gpt-5.6-terra,openai,brandt_gtd_attack_type,35995,0.8202541670034407,12.0,,214
gpt-5.6-terra,openai,brandt_gtd_attack_type,12074,0.5899744999915129,12.0,,725
gpt-5.6-terra,openai,brandt_political_relevance,232,0.6473475419916213,9.0,,1777
gpt-5.6-terra,openai,brandt_political_relevance,122,0.602345792009146,9.0,,1497
gpt-5.6-terra,openai,brandt_political_relevance,84,0.6624654580082279,9.0,,1555
gpt-5.6-terra,openai,burnham_covid_threat_minimization,covid_306,0.9952593329944648,12.0,,247
gpt-5.6-terra,openai,burnham_covid_threat_minimization,covid_280,0.7100143749994459,12.0,,259
gpt-5.6-terra,openai,burnham_covid_threat_minimization,covid_315,0.7973819170001661,12.0,,186
gpt-5.6-terra,openai,burnham_polnli_entailment,test_14480,0.7345087499998044,9.0,,684
gpt-5.6-terra,openai,burnham_polnli_entailment,test_3094,0.7147971660015173,9.0,,170
gpt-5.6-terra,openai,burnham_polnli_entailment,test_4478,1.02515320898965,47.0,,279
gpt-5.6-terra,openai,burnham_polnli_event_entailment,event_test_708,0.78426312499505,9.0,,138
gpt-5.6-terra,openai,burnham_polnli_event_entailment,event_test_547,0.7038442909979494,9.0,,191
gpt-5.6-terra,openai,burnham_polnli_event_entailment,event_test_132,0.7182934580050642,9.0,,125
gpt-5.6-terra,openai,burnham_trump_stance,trump_train_1101,1.3472280420101015,63.0,,146
gpt-5.6-terra,openai,burnham_trump_stance,trump_test_1541,0.61642700000084,13.0,,165
gpt-5.6-terra,openai,burnham_trump_stance,trump_test_1653,0.634655665999162,13.0,,207
gpt-5.6-terra,openai,cap_crs_policy_topic,cap_crs_36635,1.3644227919867262,51.0,,69
gpt-5.6-terra,openai,cap_crs_policy_topic,cap_crs_38667,1.427497749988106,62.0,,52
gpt-5.6-terra,openai,cap_crs_policy_topic,cap_crs_33788,0.965361083013704,41.0,,149
gpt-5.6-terra,openai,cap_party_platform_policy_topic,cap_party_democratic_3246.0,0.8496965420054039,34.0,,162
gpt-5.6-terra,openai,cap_party_platform_policy_topic,cap_party_democratic_10092.0,0.6970941670006141,25.0,,168
gpt-5.6-terra,openai,cap_party_platform_policy_topic,cap_party_democratic_10958.0,1.8623828749987297,111.0,,124
gpt-5.6-terra,openai,chae_semeval_stance,semeval_156,1.3730804580118274,66.0,,117
gpt-5.6-terra,openai,chae_semeval_stance,semeval_125,0.5709786670049652,9.0,,94
gpt-5.6-terra,openai,chae_semeval_stance,semeval_278,0.7142347920016618,10.0,,107
gpt-5.6-terra,openai,dicocco_manifesto_populism,dicocco_150,0.8060977089917287,36.0,,59
gpt-5.6-terra,openai,dicocco_manifesto_populism,dicocco_4666,0.7195478339999681,38.0,,98
gpt-5.6-terra,openai,dicocco_manifesto_populism,dicocco_6090,1.0449387499975273,63.0,,411
gpt-5.6-terra,openai,douglass_icbe_sentence_event_type,473_25,0.5964369589928538,10.0,,91
gpt-5.6-terra,openai,douglass_icbe_sentence_event_type,197_13,2.0301193750055972,111.0,,187
gpt-5.6-terra,openai,douglass_icbe_sentence_event_type,4_28,0.5477412500040373,10.0,,155
gpt-5.6-terra,openai,erlich_ati_topics,90,1.5420186249975814,87.0,,274
gpt-5.6-terra,openai,erlich_ati_topics,802,1.4174426249956014,105.0,,268
gpt-5.6-terra,openai,erlich_ati_topics,3183,1.0235325419926085,36.0,,132
gpt-5.6-terra,openai,gilardi_relevance,1239555124076220416,0.6122602909890702,9.0,,181
gpt-5.6-terra,openai,gilardi_relevance,1259441759496613889,0.7184215409943135,9.0,,295
gpt-5.6-terra,openai,gilardi_relevance,1259250872778883072,0.6095640410057968,9.0,,295
gpt-5.6-terra,openai,gilardi_stance,1341856271213838336,0.919009459001245,8.0,,202
gpt-5.6-terra,openai,gilardi_stance,1334624404521684994,0.7260367090057116,8.0,,117
gpt-5.6-terra,openai,gilardi_stance,1367871491283488769,0.8091006670001661,8.0,,105
gpt-5.6-terra,openai,halterman_keith_bfrs,halterman_keith_bfrs_445,0.7292450000095414,17.0,,183
gpt-5.6-terra,openai,halterman_keith_bfrs,halterman_keith_bfrs_102,0.8065300000016578,17.0,,325
gpt-5.6-terra,openai,halterman_keith_bfrs,halterman_keith_bfrs_178,1.02244724999764,9.0,,88
gpt-5.6-terra,openai,halterman_keith_cmp,halterman_keith_cmp_060,0.6932765829988057,29.0,,115
gpt-5.6-terra,openai,halterman_keith_cmp,halterman_keith_cmp_315,0.7823309170053108,14.0,,78
gpt-5.6-terra,openai,halterman_keith_cmp,halterman_keith_cmp_204,0.9070452909945743,36.0,,175
gpt-5.6-terra,openai,haunss_papea_claims,SZ-20201102-SGIDZ-308_1,0.6869829159986693,10.0,,42
gpt-5.6-terra,openai,haunss_papea_claims,WESKU00020111006e7a600030_1,0.7184414999937871,10.0,,57
gpt-5.6-terra,openai,haunss_papea_claims,StZ_20130613_DPHNA_372_1,1.0404537089925725,25.0,,59
gpt-5.6-terra,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_153,0.9431909589911811,14.0,,38
gpt-5.6-terra,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_494,0.7039796669996576,14.0,,39
gpt-5.6-terra,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_381,0.9922300000034738,34.0,,45
gpt-5.6-terra,openai,mellon_bes_mii_2024,15438_23,0.8238084170006914,9.0,,32
gpt-5.6-terra,openai,mellon_bes_mii_2024,17269_21,0.9067553329950897,8.0,,27
gpt-5.6-terra,openai,mellon_bes_mii_2024,47479_21,0.9224642500048503,8.0,,39
gpt-5.6-terra,openai,muller_fujimura_campaign_policy_area,train_1996,0.5852208750002319,14.0,,44
gpt-5.6-terra,openai,muller_fujimura_campaign_policy_area,train_1686,0.6561651250085561,11.0,,61
gpt-5.6-terra,openai,muller_fujimura_campaign_policy_area,train_670,0.921918416992412,14.0,,38
gpt-5.6-terra,openai,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,0.9432609590003267,9.0,,166
gpt-5.6-terra,openai,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,1.000740000003134,9.0,,149
gpt-5.6-terra,openai,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,1.1263618329976453,40.0,,164
gpt-5.6-terra,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,1.1520580000069458,52.0,,237
gpt-5.6-terra,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,1.179654749998008,35.0,,1286
gpt-5.6-terra,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,0.8225822079984937,10.0,,236
gpt-5.6-terra,openai,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,0.677691707998747,10.0,,133
gpt-5.6-terra,openai,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,0.7835614590003388,10.0,,107
gpt-5.6-terra,openai,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,0.7485762500000419,10.0,,157
gpt-5.6-terra,openai,politicause_causal_relation,politicause_train_11418,1.2057459170027869,45.0,,254
gpt-5.6-terra,openai,politicause_causal_relation,politicause_train_11682,0.8061537920002593,41.0,,346
gpt-5.6-terra,openai,politicause_causal_relation,politicause_test_15265,0.7656440840073628,10.0,,97
gpt-5.6-terra,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_371,0.8590278329938883,9.0,,173
gpt-5.6-terra,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_055,0.9222176670009503,9.0,,133
gpt-5.6-terra,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_232,1.3151078329974553,41.0,,173
gpt-5.6-terra,openai,theocharis_dynamics_incivility,8.708116931186115e+17,0.9360080839978764,9.0,,71
gpt-5.6-terra,openai,theocharis_dynamics_incivility,8.395905785307628e+17,0.9386167080083396,36.0,,146
gpt-5.6-terra,openai,theocharis_dynamics_incivility,8.131158632514519e+17,1.011705583994626,27.0,,61
gpt-5.6-terra,openai,toxicity_protests_es,303418,0.5762447500019334,9.0,,94
gpt-5.6-terra,openai,toxicity_protests_es,2007251,1.006884959002491,51.0,,139
gpt-5.6-terra,openai,toxicity_protests_es,648379,0.9877597500017146,48.0,,96
gpt-5.6-terra,openai,twitcivility_impoliteness,test_796,0.6419224999990547,9.0,,146
gpt-5.6-terra,openai,twitcivility_impoliteness,train_9031,1.1654956659913296,33.0,,248
gpt-5.6-terra,openai,twitcivility_impoliteness,train_3088,0.6335714590095449,9.0,,87
gpt-5.6-terra,openai,wesleyan_creative_ads_2022,x_806850550521220,0.5435575000010431,8.0,,1361
gpt-5.6-terra,openai,wesleyan_creative_ads_2022,x_1278356639642733,1.0053596669895342,63.0,,930
gpt-5.6-terra,openai,wesleyan_creative_ads_2022,x_5481685528587554,0.8165564169903519,9.0,,4139
gpt-6-astra,openai,agoraspeech_criticism_agenda,agora_Tsipras_2023_06_21_Patra_p40,1.1895195830002194,13.0,,1615
gpt-6-astra,openai,agoraspeech_criticism_agenda,agora_Androulakis_2023_06_19_Thessaloniki_p30,1.744381374999648,14.0,,302
gpt-6-astra,openai,agoraspeech_criticism_agenda,agora_Mitsotakis_2023_04_22_Chania_p38,1.333972292006365,14.0,,320
gpt-6-astra,openai,ballard_incivility,2492,2.940630124998279,9.0,,147
gpt-6-astra,openai,ballard_incivility,1053,1.6662694999977248,27.0,,148
gpt-6-astra,openai,ballard_incivility,413,1.3535939589928603,9.0,,173
gpt-6-astra,openai,bestvater_kavanaugh_stance,kavanaugh_1339,1.5130510829912964,10.0,,206
gpt-6-astra,openai,bestvater_kavanaugh_stance,kavanaugh_1563,0.9466962910082657,10.0,,197
gpt-6-astra,openai,bestvater_kavanaugh_stance,kavanaugh_1511,0.9985333330114372,10.0,,157
gpt-6-astra,openai,bestvater_wm_stance,wm_7467,1.5957969580049394,28.0,,56
gpt-6-astra,openai,bestvater_wm_stance,wm_16357,1.5633770410058787,13.0,,151
gpt-6-astra,openai,bestvater_wm_stance,wm_11383,1.7357835419970797,32.0,,147
gpt-6-astra,openai,brandt_gtd_attack_type,12853,2.9226829999970505,76.0,,374
gpt-6-astra,openai,brandt_gtd_attack_type,35995,1.8753059580049012,50.0,,214
gpt-6-astra,openai,brandt_gtd_attack_type,12074,1.3381915829959325,12.0,,725
gpt-6-astra,openai,brandt_political_relevance,232,1.3749892500054557,10.0,,1777
gpt-6-astra,openai,brandt_political_relevance,122,1.518530000001192,10.0,,1497
gpt-6-astra,openai,brandt_political_relevance,84,2.302751082999748,10.0,,1555
gpt-6-astra,openai,burnham_covid_threat_minimization,covid_306,1.4782417499955045,12.0,,247
gpt-6-astra,openai,burnham_covid_threat_minimization,covid_280,1.4745910830097273,12.0,,259
gpt-6-astra,openai,burnham_covid_threat_minimization,covid_315,1.398254875006387,12.0,,186
gpt-6-astra,openai,burnham_polnli_entailment,test_14480,1.1751282500044908,10.0,,684
gpt-6-astra,openai,burnham_polnli_entailment,test_3094,1.1674380420008674,10.0,,170
gpt-6-astra,openai,burnham_polnli_entailment,test_4478,1.7522800419974374,40.0,,279
gpt-6-astra,openai,burnham_polnli_event_entailment,event_test_708,1.1258078749960987,9.0,,138
gpt-6-astra,openai,burnham_polnli_event_entailment,event_test_547,1.1841398749966174,9.0,,191
gpt-6-astra,openai,burnham_polnli_event_entailment,event_test_132,1.0908950419980101,9.0,,125
gpt-6-astra,openai,burnham_trump_stance,trump_train_1101,2.5305193749954924,49.0,,146
gpt-6-astra,openai,burnham_trump_stance,trump_test_1541,1.2269041249965085,13.0,,165
gpt-6-astra,openai,burnham_trump_stance,trump_test_1653,2.315350374992704,32.0,,207
gpt-6-astra,openai,cap_crs_policy_topic,cap_crs_36635,1.3975067910068901,28.0,,69
gpt-6-astra,openai,cap_crs_policy_topic,cap_crs_38667,1.5024406659940723,9.0,,52
gpt-6-astra,openai,cap_crs_policy_topic,cap_crs_33788,1.0188008330005687,10.0,,149
gpt-6-astra,openai,cap_party_platform_policy_topic,cap_party_democratic_3246.0,1.6150481250078883,26.0,,162
gpt-6-astra,openai,cap_party_platform_policy_topic,cap_party_democratic_10092.0,1.405186916992534,10.0,,168
gpt-6-astra,openai,cap_party_platform_policy_topic,cap_party_democratic_10958.0,1.5416048749902984,40.0,,124
gpt-6-astra,openai,chae_semeval_stance,semeval_156,1.081341541997972,9.0,,117
gpt-6-astra,openai,chae_semeval_stance,semeval_125,1.3790278749947902,9.0,,94
gpt-6-astra,openai,chae_semeval_stance,semeval_278,1.012775541996234,10.0,,107
gpt-6-astra,openai,dicocco_manifesto_populism,dicocco_150,1.2111567499960074,27.0,,59
gpt-6-astra,openai,dicocco_manifesto_populism,dicocco_4666,2.5404000830021687,27.0,,98
gpt-6-astra,openai,dicocco_manifesto_populism,dicocco_6090,2.0466780830029165,35.0,,411
gpt-6-astra,openai,douglass_icbe_sentence_event_type,473_25,1.4136611659923801,26.0,,91
gpt-6-astra,openai,douglass_icbe_sentence_event_type,197_13,2.4516207080014283,43.0,,187
gpt-6-astra,openai,douglass_icbe_sentence_event_type,4_28,2.107907792000333,31.0,,155
gpt-6-astra,openai,erlich_ati_topics,90,1.9868751249887282,56.0,,274
gpt-6-astra,openai,erlich_ati_topics,802,2.6507287080021342,102.0,,268
gpt-6-astra,openai,erlich_ati_topics,3183,1.6751245000050403,36.0,,132
gpt-6-astra,openai,gilardi_relevance,1239555124076220416,0.7745857090048958,9.0,,181
gpt-6-astra,openai,gilardi_relevance,1259441759496613889,0.9344352909974987,9.0,,295
gpt-6-astra,openai,gilardi_relevance,1259250872778883072,1.0857612500112737,9.0,,295
gpt-6-astra,openai,gilardi_stance,1341856271213838336,2.3081658330047503,27.0,,202
gpt-6-astra,openai,gilardi_stance,1334624404521684994,1.489823083000374,8.0,,117
gpt-6-astra,openai,gilardi_stance,1367871491283488769,1.530857833000482,8.0,,105
gpt-6-astra,openai,halterman_keith_bfrs,halterman_keith_bfrs_445,1.466065915999934,17.0,,183
gpt-6-astra,openai,halterman_keith_bfrs,halterman_keith_bfrs_102,1.0886989170103334,17.0,,325
gpt-6-astra,openai,halterman_keith_bfrs,halterman_keith_bfrs_178,1.2896904169901973,9.0,,88
gpt-6-astra,openai,halterman_keith_cmp,halterman_keith_cmp_060,1.4974376669997582,10.0,,115
gpt-6-astra,openai,halterman_keith_cmp,halterman_keith_cmp_315,1.2854226670024218,14.0,,78
gpt-6-astra,openai,halterman_keith_cmp,halterman_keith_cmp_204,1.6300506249972386,30.0,,175
gpt-6-astra,openai,haunss_papea_claims,SZ-20201102-SGIDZ-308_1,1.2717729579890147,10.0,,42
gpt-6-astra,openai,haunss_papea_claims,WESKU00020111006e7a600030_1,1.3551164170057746,10.0,,57
gpt-6-astra,openai,haunss_papea_claims,StZ_20130613_DPHNA_372_1,4.335071333000087,29.0,,59
gpt-6-astra,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_153,1.2070773329905933,14.0,,38
gpt-6-astra,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_494,1.2300399590021698,14.0,,39
gpt-6-astra,openai,haunss_papea_fgz_forms,haunss_papea_fgz_forms_381,1.1866729169996688,14.0,,45
gpt-6-astra,openai,mellon_bes_mii_2024,15438_23,1.6259097090078285,10.0,,32
gpt-6-astra,openai,mellon_bes_mii_2024,17269_21,2.9211731660034275,9.0,,27
gpt-6-astra,openai,mellon_bes_mii_2024,47479_21,1.1270184579916531,9.0,,39
gpt-6-astra,openai,muller_fujimura_campaign_policy_area,train_1996,2.4090169169940054,38.0,,44
gpt-6-astra,openai,muller_fujimura_campaign_policy_area,train_1686,1.2720765839912929,11.0,,61
gpt-6-astra,openai,muller_fujimura_campaign_policy_area,train_670,1.5121470000012778,14.0,,38
gpt-6-astra,openai,ornstein_scotus_sentiment,16188864_2020-07-09T14:01:47.000Z,1.9880725830007577,34.0,,166
gpt-6-astra,openai,ornstein_scotus_sentiment,2893017337_2020-07-09T15:05:00.000Z,1.2737305420014309,9.0,,149
gpt-6-astra,openai,ornstein_scotus_sentiment,42763353_2018-06-04T22:27:47.000Z,1.2885344579990488,9.0,,164
gpt-6-astra,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_296,1.7960648340085754,33.0,,237
gpt-6-astra,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_024,1.426046166991,10.0,,1286
gpt-6-astra,openai,osnabruegge_cross_domain_topic,osnabruegge_cross_domain_topic_413,1.8735682089900365,33.0,,236
gpt-6-astra,openai,plover_cameo_event,PLOVER-GSR01-CONSULT-0008,2.2419072079937905,33.0,,133
gpt-6-astra,openai,plover_cameo_event,PLOVER-GSR01-DEMAND-0031,1.620909292003489,10.0,,107
gpt-6-astra,openai,plover_cameo_event,PLOVER-GSR01-PROTEST-0012,1.4794055000093067,10.0,,157
gpt-6-astra,openai,politicause_causal_relation,politicause_train_11418,2.390682957993704,38.0,,254
gpt-6-astra,openai,politicause_causal_relation,politicause_train_11682,2.740894207992824,45.0,,346
gpt-6-astra,openai,politicause_causal_relation,politicause_test_15265,1.3368857919995207,10.0,,97
gpt-6-astra,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_371,1.037244749997626,9.0,,173
gpt-6-astra,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_055,1.3796757499949308,26.0,,133
gpt-6-astra,openai,rheault_line_of_fire_incivility,rheault_line_of_fire_232,1.5475237499922514,27.0,,173
gpt-6-astra,openai,theocharis_dynamics_incivility,8.708116931186115e+17,1.647740291999071,9.0,,71
gpt-6-astra,openai,theocharis_dynamics_incivility,8.395905785307628e+17,1.124923833005596,9.0,,146
gpt-6-astra,openai,theocharis_dynamics_incivility,8.131158632514519e+17,1.465891667001415,9.0,,61
gpt-6-astra,openai,toxicity_protests_es,303418,2.347325541995815,72.0,,94
gpt-6-astra,openai,toxicity_protests_es,2007251,1.663226458011195,31.0,,139
gpt-6-astra,openai,toxicity_protests_es,648379,1.141115541002364,9.0,,96
gpt-6-astra,openai,twitcivility_impoliteness,test_796,1.803117250005016,32.0,,146
gpt-6-astra,openai,twitcivility_impoliteness,train_9031,1.5971432499936782,35.0,,248
gpt-6-astra,openai,twitcivility_impoliteness,train_3088,1.5842628339887597,9.0,,87
gpt-6-astra,openai,wesleyan_creative_ads_2022,x_806850550521220,1.441780666995328,9.0,,1361
gpt-6-astra,openai,wesleyan_creative_ads_2022,x_1278356639642733,2.145849458000157,10.0,,930
gpt-6-astra,openai,wesleyan_creative_ads_2022,x_5481685528587554,1.012305332988035,10.0,,4139
jev-1.13.0,openrouter,agoraspeech_criticism_agenda,agora_Tsipras_2023_06_21_Patra_p40,0.4824597920087399,43.0,,1615
jev-1.13.0,openrouter,agoraspeech_criticism_agenda,agora_Androulakis_2023_06_19_Thessaloniki_p30,0.21466512500774115,44.0,,302
jev-1.13.0,openrouter,agoraspeech_criticism_agenda,agora_Mitsotakis_2023_04_22_Chania_p38,0.33199170799343847,44.0,,320
jev-1.13.0,openrouter,ballard_incivility,2492,0.23930916700919624,32.0,,147
jev-1.13.0,openrouter,ballard_incivility,1053,0.30937379100942053,32.0,,148
jev-1.13.0,openrouter,ballard_incivility,413,0.35003195800527465,32.0,,173
jev-1.13.0,openrouter,bestvater_kavanaugh_stance,kavanaugh_1339,0.2895141250046436,34.0,,206
jev-1.13.0,openrouter,bestvater_kavanaugh_stance,kavanaugh_1563,0.3397856669907924,34.0,,197
jev-1.13.0,openrouter,bestvater_kavanaugh_stance,kavanaugh_1511,0.22905129099672195,34.0,,157
jev-1.13.0,openrouter,bestvater_wm_stance,wm_7467,0.4291735000006156,35.0,,56
jev-1.13.0,openrouter,bestvater_wm_stance,wm_16357,0.22099608299322426,35.0,,151
jev-1.13.0,openrouter,bestvater_wm_stance,wm_11383,0.26292816699424293,35.0,,147
jev-1.13.0,openrouter,brandt_gtd_attack_type,12853,0.21769662499718834,120.0,,374
jev-1.13.0,openrouter,brandt_gtd_attack_type,35995,0.2772315839974908,124.0,,214
jev-1.13.0,openrouter,brandt_gtd_attack_type,12074,0.3155792500037933,124.0,,725
