task,method,n_train,seed,headline_f1,accuracy,n_train_actual,note
dicocco_manifesto_populism,tfidf,250,2.0,0.0,0.918,250.0,
dicocco_manifesto_populism,tfidf,250,3.0,0.0,0.918,250.0,
dicocco_manifesto_populism,tfidf,250,4.0,0.0,0.916,250.0,
dicocco_manifesto_populism,tfidf,500,0.0,0.046511627906976744,0.918,500.0,
dicocco_manifesto_populism,tfidf,500,1.0,0.0,0.918,500.0,
dicocco_manifesto_populism,tfidf,500,2.0,0.09302325581395349,0.922,500.0,
dicocco_manifesto_populism,tfidf,500,3.0,0.09090909090909091,0.92,500.0,
dicocco_manifesto_populism,tfidf,500,4.0,0.044444444444444446,0.914,500.0,
dicocco_manifesto_populism,tfidf,1000,0.0,0.19607843137254902,0.918,1000.0,
dicocco_manifesto_populism,tfidf,1000,1.0,0.25,0.928,1000.0,
dicocco_manifesto_populism,tfidf,1000,2.0,0.2222222222222222,0.916,1000.0,
dicocco_manifesto_populism,tfidf,1000,3.0,0.24,0.924,1000.0,
dicocco_manifesto_populism,tfidf,1000,4.0,0.20408163265306123,0.922,1000.0,
dicocco_manifesto_populism,tfidf,2000,0.0,0.35714285714285715,0.892,2000.0,
dicocco_manifesto_populism,tfidf,2000,1.0,0.3380281690140845,0.906,2000.0,
dicocco_manifesto_populism,tfidf,2000,2.0,0.35,0.896,2000.0,
dicocco_manifesto_populism,tfidf,2000,3.0,0.36619718309859156,0.91,2000.0,
dicocco_manifesto_populism,tfidf,2000,4.0,0.3287671232876712,0.902,2000.0,
bestvater_kavanaugh_stance,tfidf,50,0.0,0.7389937106918238,0.668,50.0,
bestvater_kavanaugh_stance,tfidf,50,1.0,0.7422096317280453,0.636,50.0,
bestvater_kavanaugh_stance,tfidf,50,2.0,0.7294469357249627,0.638,50.0,
bestvater_kavanaugh_stance,tfidf,50,3.0,0.7572815533980582,0.7,50.0,
bestvater_kavanaugh_stance,tfidf,50,4.0,0.6238938053097345,0.66,50.0,
bestvater_kavanaugh_stance,tfidf,100,0.0,0.7907801418439716,0.764,100.0,
bestvater_kavanaugh_stance,tfidf,100,1.0,0.7914230019493177,0.786,100.0,
bestvater_kavanaugh_stance,tfidf,100,2.0,0.7970479704797048,0.78,100.0,
bestvater_kavanaugh_stance,tfidf,100,3.0,0.8052930056710775,0.794,100.0,
bestvater_kavanaugh_stance,tfidf,100,4.0,0.7532956685499058,0.738,100.0,
bestvater_kavanaugh_stance,tfidf,250,0.0,0.8550185873605948,0.844,250.0,
bestvater_kavanaugh_stance,tfidf,250,1.0,0.8393194706994329,0.83,250.0,
bestvater_kavanaugh_stance,tfidf,250,2.0,0.8330275229357799,0.818,250.0,
bestvater_kavanaugh_stance,tfidf,250,3.0,0.8308823529411765,0.816,250.0,
bestvater_kavanaugh_stance,tfidf,250,4.0,0.856140350877193,0.836,250.0,
bestvater_kavanaugh_stance,tfidf,500,0.0,0.9016100178890877,0.89,500.0,
bestvater_kavanaugh_stance,tfidf,500,1.0,0.8844036697247707,0.874,500.0,
bestvater_kavanaugh_stance,tfidf,500,2.0,0.8920863309352518,0.88,500.0,
bestvater_kavanaugh_stance,tfidf,500,3.0,0.899641577060932,0.888,500.0,
bestvater_kavanaugh_stance,tfidf,500,4.0,0.8918406072106262,0.886,500.0,
bestvater_kavanaugh_stance,tfidf,1000,0.0,0.9113924050632911,0.902,1000.0,
bestvater_kavanaugh_stance,tfidf,1000,1.0,0.927797833935018,0.92,1000.0,
bestvater_kavanaugh_stance,tfidf,1000,2.0,0.9155722326454033,0.91,1000.0,
bestvater_kavanaugh_stance,tfidf,1000,3.0,0.9280575539568345,0.92,1000.0,
bestvater_kavanaugh_stance,tfidf,1000,4.0,0.9213893967093236,0.914,1000.0,
bestvater_kavanaugh_stance,tfidf,2000,0.0,0.9431192660550459,0.938,2000.0,
bestvater_kavanaugh_stance,tfidf,2000,1.0,0.9614678899082569,0.958,2000.0,
bestvater_kavanaugh_stance,tfidf,2000,2.0,0.9579524680073126,0.954,2000.0,
bestvater_kavanaugh_stance,tfidf,2000,3.0,0.9671532846715328,0.964,2000.0,
bestvater_kavanaugh_stance,tfidf,2000,4.0,0.9558823529411765,0.952,2000.0,
politicause_causal_relation,tfidf,50,0.0,0.4082687338501292,0.542,50.0,
politicause_causal_relation,tfidf,50,1.0,0.08888888888888889,0.672,50.0,
politicause_causal_relation,tfidf,50,2.0,0.10810810810810811,0.67,50.0,
politicause_causal_relation,tfidf,50,3.0,0.012345679012345678,0.68,50.0,
politicause_causal_relation,tfidf,50,4.0,0.27983539094650206,0.65,50.0,
politicause_causal_relation,tfidf,100,0.0,0.24271844660194175,0.688,100.0,
politicause_causal_relation,tfidf,100,1.0,0.2557077625570776,0.674,100.0,
politicause_causal_relation,tfidf,100,2.0,0.25663716814159293,0.664,100.0,
politicause_causal_relation,tfidf,100,3.0,0.275,0.652,100.0,
politicause_causal_relation,tfidf,100,4.0,0.35390946502057613,0.686,100.0,
politicause_causal_relation,tfidf,250,0.0,0.3880597014925373,0.672,250.0,
politicause_causal_relation,tfidf,250,1.0,0.44609665427509293,0.702,250.0,
politicause_causal_relation,tfidf,250,2.0,0.31336405529953915,0.702,250.0,
politicause_causal_relation,tfidf,250,3.0,0.375,0.72,250.0,
politicause_causal_relation,tfidf,250,4.0,0.3543307086614173,0.672,250.0,
politicause_causal_relation,tfidf,500,0.0,0.5662650602409639,0.712,500.0,
politicause_causal_relation,tfidf,500,1.0,0.5491329479768786,0.688,500.0,
politicause_causal_relation,tfidf,500,2.0,0.5321100917431193,0.694,500.0,
politicause_causal_relation,tfidf,500,3.0,0.5266106442577031,0.662,500.0,
politicause_causal_relation,tfidf,500,4.0,0.524390243902439,0.688,500.0,
politicause_causal_relation,tfidf,1000,0.0,0.5427728613569321,0.69,1000.0,
politicause_causal_relation,tfidf,1000,1.0,0.5602240896358543,0.686,1000.0,
politicause_causal_relation,tfidf,1000,2.0,0.5803108808290155,0.676,1000.0,
politicause_causal_relation,tfidf,1000,3.0,0.5619834710743802,0.682,1000.0,
politicause_causal_relation,tfidf,1000,4.0,0.5269121813031161,0.666,1000.0,
politicause_causal_relation,tfidf,2000,0.0,0.5867346938775511,0.676,2000.0,
politicause_causal_relation,tfidf,2000,1.0,0.5939086294416244,0.68,2000.0,
politicause_causal_relation,tfidf,2000,2.0,0.5822784810126582,0.67,2000.0,
politicause_causal_relation,tfidf,2000,3.0,0.5843828715365239,0.67,2000.0,
politicause_causal_relation,tfidf,2000,4.0,0.6005221932114883,0.694,2000.0,
cap_party_platform_policy_topic,tfidf,50,0.0,0.10901600810431392,0.128,50.0,
cap_party_platform_policy_topic,tfidf,50,1.0,0.09321665205110416,0.12,50.0,
cap_party_platform_policy_topic,tfidf,50,2.0,0.07129818365823684,0.11,50.0,
cap_party_platform_policy_topic,tfidf,50,3.0,0.08336689695872243,0.108,50.0,
cap_party_platform_policy_topic,tfidf,50,4.0,0.08913160841595692,0.118,50.0,
cap_party_platform_policy_topic,tfidf,100,0.0,0.1321488031040911,0.142,100.0,
cap_party_platform_policy_topic,tfidf,100,1.0,0.14989674855840152,0.168,100.0,
cap_party_platform_policy_topic,tfidf,100,2.0,0.12738900382880866,0.144,100.0,
cap_party_platform_policy_topic,tfidf,100,3.0,0.14600888345260093,0.166,100.0,
cap_party_platform_policy_topic,tfidf,100,4.0,0.11955375816768149,0.13,100.0,
cap_party_platform_policy_topic,tfidf,250,0.0,0.17352070212308182,0.182,250.0,
cap_party_platform_policy_topic,tfidf,250,1.0,0.17475683611859422,0.194,250.0,
cap_party_platform_policy_topic,tfidf,250,2.0,0.19690889470881456,0.21,250.0,
cap_party_platform_policy_topic,tfidf,250,3.0,0.1963143607113354,0.216,250.0,
cap_party_platform_policy_topic,tfidf,250,4.0,0.2066482052518668,0.226,250.0,
cap_party_platform_policy_topic,tfidf,500,0.0,0.29045039742198386,0.334,500.0,
cap_party_platform_policy_topic,tfidf,500,1.0,0.2722518056203427,0.286,500.0,
cap_party_platform_policy_topic,tfidf,500,2.0,0.281478465034891,0.332,500.0,
cap_party_platform_policy_topic,tfidf,500,3.0,0.2834516193620446,0.354,500.0,
cap_party_platform_policy_topic,tfidf,500,4.0,0.25472428096810606,0.286,500.0,
cap_party_platform_policy_topic,tfidf,1000,0.0,0.38151069952456235,0.43,1000.0,
cap_party_platform_policy_topic,tfidf,1000,1.0,0.41831903422578637,0.464,1000.0,
cap_party_platform_policy_topic,tfidf,1000,2.0,0.3612730752630253,0.428,1000.0,
cap_party_platform_policy_topic,tfidf,1000,3.0,0.3395934755406947,0.396,1000.0,
cap_party_platform_policy_topic,tfidf,1000,4.0,0.3876871751453936,0.444,1000.0,
cap_party_platform_policy_topic,tfidf,2000,0.0,0.4504606498489544,0.512,2000.0,
cap_party_platform_policy_topic,tfidf,2000,1.0,0.45721847961427364,0.522,2000.0,
cap_party_platform_policy_topic,tfidf,2000,2.0,0.45680252924295234,0.522,2000.0,
cap_party_platform_policy_topic,tfidf,2000,3.0,0.4469855728428173,0.516,2000.0,
cap_party_platform_policy_topic,tfidf,2000,4.0,0.4554718651675411,0.518,2000.0,
cap_crs_policy_topic,tfidf,50,0.0,0.22208886494498925,0.262,50.0,
cap_crs_policy_topic,tfidf,50,1.0,0.20368948405600693,0.276,50.0,
cap_crs_policy_topic,tfidf,50,2.0,0.19615671384747096,0.218,50.0,
cap_crs_policy_topic,tfidf,50,3.0,0.2824205013672421,0.33,50.0,
cap_crs_policy_topic,tfidf,50,4.0,0.21769394443843995,0.23,50.0,
cap_crs_policy_topic,tfidf,100,0.0,0.27187712860643143,0.298,100.0,
cap_crs_policy_topic,tfidf,100,1.0,0.2855790897083571,0.39,100.0,
cap_crs_policy_topic,tfidf,100,2.0,0.3035307950905948,0.372,100.0,
cap_crs_policy_topic,tfidf,100,3.0,0.3138634824493514,0.308,100.0,
cap_crs_policy_topic,tfidf,100,4.0,0.30544124078315976,0.302,100.0,
cap_crs_policy_topic,tfidf,250,0.0,0.45692140399856307,0.488,250.0,
cap_crs_policy_topic,tfidf,250,1.0,0.44522700527960196,0.476,250.0,
cap_crs_policy_topic,tfidf,250,2.0,0.4724212472981878,0.494,250.0,
cap_crs_policy_topic,tfidf,250,3.0,0.444074834265441,0.468,250.0,
cap_crs_policy_topic,tfidf,250,4.0,0.47225114775049104,0.472,250.0,
cap_crs_policy_topic,tfidf,500,0.0,0.5275107703282742,0.548,500.0,
cap_crs_policy_topic,tfidf,500,1.0,0.5126280549334123,0.522,500.0,
cap_crs_policy_topic,tfidf,500,2.0,0.5023341219664414,0.514,500.0,
cap_crs_policy_topic,tfidf,500,3.0,0.5068949445276464,0.534,500.0,
cap_crs_policy_topic,tfidf,500,4.0,0.5219989804976273,0.544,500.0,
cap_crs_policy_topic,tfidf,1000,0.0,0.5942818507171601,0.614,1000.0,
cap_crs_policy_topic,tfidf,1000,1.0,0.6074613441932579,0.624,1000.0,
cap_crs_policy_topic,tfidf,1000,2.0,0.6000202300833668,0.63,1000.0,
cap_crs_policy_topic,tfidf,1000,3.0,0.5573599096122389,0.582,1000.0,
cap_crs_policy_topic,tfidf,1000,4.0,0.6118995206166795,0.63,1000.0,
cap_crs_policy_topic,tfidf,2000,0.0,0.6848817381137793,0.706,2000.0,
cap_crs_policy_topic,tfidf,2000,1.0,0.6768650314807642,0.696,2000.0,
cap_crs_policy_topic,tfidf,2000,2.0,0.699677144054667,0.714,2000.0,
cap_crs_policy_topic,tfidf,2000,3.0,0.6691437664438882,0.702,2000.0,
cap_crs_policy_topic,tfidf,2000,4.0,0.6720463586298167,0.692,2000.0,
agoraspeech_criticism_agenda,tfidf,50,0.0,0.7897607354700175,0.794,50.0,
agoraspeech_criticism_agenda,tfidf,50,1.0,0.7511509269627971,0.776,50.0,
agoraspeech_criticism_agenda,tfidf,50,2.0,0.7103464256748928,0.75,50.0,
agoraspeech_criticism_agenda,tfidf,50,3.0,0.7886228354978355,0.8,50.0,
agoraspeech_criticism_agenda,tfidf,50,4.0,0.6892128609368819,0.736,50.0,
agoraspeech_criticism_agenda,tfidf,100,0.0,0.7672855148161555,0.784,100.0,
agoraspeech_criticism_agenda,tfidf,100,1.0,0.766189230849166,0.784,100.0,
agoraspeech_criticism_agenda,tfidf,100,2.0,0.7344245788897562,0.77,100.0,
agoraspeech_criticism_agenda,tfidf,100,3.0,0.7768964841387995,0.786,100.0,
agoraspeech_criticism_agenda,tfidf,100,4.0,0.6946748407260488,0.746,100.0,
agoraspeech_criticism_agenda,tfidf,250,0.0,0.8011348570822506,0.82,250.0,
agoraspeech_criticism_agenda,tfidf,250,1.0,0.8069498069498069,0.82,250.0,
agoraspeech_criticism_agenda,tfidf,250,2.0,0.8120578608383486,0.822,250.0,
agoraspeech_criticism_agenda,tfidf,250,3.0,0.8159689846395446,0.82,250.0,
agoraspeech_criticism_agenda,tfidf,250,4.0,0.8162812796959138,0.826,250.0,
agoraspeech_criticism_agenda,tfidf,500,0.0,0.8365871114806862,0.842,500.0,
agoraspeech_criticism_agenda,tfidf,500,1.0,0.8484997379454926,0.852,500.0,
agoraspeech_criticism_agenda,tfidf,500,2.0,0.839688255314951,0.844,500.0,
agoraspeech_criticism_agenda,tfidf,500,3.0,0.8404812907342418,0.846,500.0,
agoraspeech_criticism_agenda,tfidf,500,4.0,0.8548462422006151,0.862,500.0,
agoraspeech_criticism_agenda,tfidf,1000,0.0,0.8509538950715421,0.856,1000.0,
agoraspeech_criticism_agenda,tfidf,1000,1.0,0.8502470922977088,0.856,1000.0,
agoraspeech_criticism_agenda,tfidf,1000,2.0,0.8680978054772386,0.872,1000.0,
agoraspeech_criticism_agenda,tfidf,1000,3.0,0.8532863849765258,0.856,1000.0,
agoraspeech_criticism_agenda,tfidf,1000,4.0,0.8748764148195554,0.878,1000.0,
agoraspeech_criticism_agenda,tfidf,2000,0.0,0.8704295568690845,0.874,2000.0,
agoraspeech_criticism_agenda,tfidf,2000,1.0,0.8745429042700659,0.878,2000.0,
agoraspeech_criticism_agenda,tfidf,2000,2.0,0.8664963296760174,0.87,2000.0,
agoraspeech_criticism_agenda,tfidf,2000,3.0,0.8807938308752199,0.884,2000.0,
agoraspeech_criticism_agenda,tfidf,2000,4.0,0.8725727157631662,0.876,2000.0,
