text,target,gt_stance,target_short,votes_FAVOR,votes_AGAINST,votes_NONE,n_votes,vote_share_majority
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,FAVOR,Trump,6.0,1.0,1.0,8.0,0.75
@FoxBusiness I would have to say that #NYSE would never admit a hack.,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
RT veriphile: Follow #Patriot -->  TheresaMurrano.  Thanks for following!!  #Truth #Liberty #Justice #2A #ProLife #IStandWit...,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
@NBCNews political correctness is killing the country! The Don is telling the truth!,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance,Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,Donald Trump,FAVOR,Trump,7.0,0.0,1.0,8.0,0.875
"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident",Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams?,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling.",Donald Trump,FAVOR,Trump,6.0,1.0,1.0,8.0,0.75
"Wow Quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc",Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
#Trump is ruining a party quicker than the police! #gop,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"@msnbc @chefjoseandres good riddance to bad rubbish,",Donald Trump,NONE,Trump,1.0,0.0,7.0,8.0,0.875
@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it!,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"@veriphile; Just Curious, Do You Follow @Montel_Williams?",Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,AGAINST,Trump,0.0,6.0,2.0,8.0,0.75
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016,Donald Trump,AGAINST,Trump,1.0,5.0,2.0,8.0,0.625
Get over to #CNN #AC360 @realDonaldTrump going live in minutes.,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say.",Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
Blessed is the nation whose God is Lord. Psalm 33:12,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,FAVOR,Trump,5.0,1.0,2.0,8.0,0.625
Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously.,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS?,Donald Trump,FAVOR,Trump,5.0,1.0,2.0,8.0,0.625
Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
@RNRWestVirginia @RedNationRising Please go away Pataki.,Donald Trump,NONE,Trump,0.0,1.0,7.0,8.0,0.875
"If you live in a Trump building, congratulations on that decision",Donald Trump,FAVOR,Trump,5.0,1.0,2.0,8.0,0.625
"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.",Donald Trump,AGAINST,Trump,1.0,5.0,2.0,8.0,0.625
I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC",Donald Trump,NONE,Trump,2.0,1.0,5.0,8.0,0.625
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it!,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump.,Donald Trump,FAVOR,Trump,7.0,1.0,0.0,8.0,0.875
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@realDonaldTrump is the ONLY candidate with BALLS!!!!!,Donald Trump,FAVOR,Trump,8.0,0.0,0.0,8.0,1.0
Hey montel: shut the fuck up! How does that grab you?,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn.",Donald Trump,FAVOR,Trump,6.0,1.0,1.0,8.0,0.75
Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life.,Donald Trump,AGAINST,Trump,2.0,5.0,1.0,8.0,0.625
@EWDolan #DoubleBlindJepordy What is you keep my wife out of the GOP Primary and I'll keep your wives out of it too!  #Bam!,Donald Trump,NONE,Trump,2.0,0.0,6.0,8.0,0.75
No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump,Donald Trump,FAVOR,Trump,5.0,1.0,2.0,8.0,0.625
People: Donald Trump is a man who can lead this country into the future.,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
"@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business.",Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need",Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!",Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up",Donald Trump,FAVOR,Trump,5.0,2.0,1.0,8.0,0.625
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
@Reince & GOP You built that  ----->,Donald Trump,NONE,Trump,1.0,1.0,6.0,8.0,0.75
"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS",Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us.",Donald Trump,AGAINST,Trump,0.0,5.0,3.0,8.0,0.625
Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@NBCNews @realDonaldTrump or the white house!! #trumpforpresident,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
@protectedspeech It's pretty obvious who the real racists are.,Donald Trump,AGAINST,Trump,1.0,5.0,2.0,8.0,0.625
"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE",Donald Trump,AGAINST,Trump,1.0,5.0,2.0,8.0,0.625
I hate it when percent try to out-bitter each other. #UniteBlue,Donald Trump,AGAINST,Trump,0.0,5.0,3.0,8.0,0.625
.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS!,Donald Trump,AGAINST,Trump,0.0,7.0,0.0,7.0,1.0
Mainstream media should not be giving Donald Trump airtime. Focus on real issues.,Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there,Donald Trump,AGAINST,Trump,0.0,5.0,3.0,8.0,0.625
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain!",Donald Trump,AGAINST,Trump,2.0,5.0,1.0,8.0,0.625
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
Oh my if Hillary Clinton wins the U.S is going to fall apart,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
In Oregon 15 yr olds arent allowed to drive but they can have a sex-change operation withOUT parental consent. When will we,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so.",Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
The Sheriff of #SFO is a total idiot.  #FollowTheLaw #SanctuaryCity,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul.,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
Confederate flag removed.  Now what will the racists complain about? #tcot,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump,33.0,2.0,0.0,35.0,0.9428571428571428
"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",Donald Trump,FAVOR,Trump,23.0,3.0,6.0,32.0,0.71875
@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman,Donald Trump,NONE,Trump,0.0,8.0,26.0,34.0,0.7647058823529411
"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!",Donald Trump,FAVOR,Trump,34.0,2.0,0.0,36.0,0.9444444444444444
@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath,Donald Trump,FAVOR,Trump,31.0,1.0,0.0,32.0,0.96875
And America wants to protest a silly flag but lets pro athletes get away with shit like that,Donald Trump,NONE,Trump,2.0,2.0,29.0,33.0,0.8787878787878788
@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury?,Donald Trump,NONE,Trump,0.0,6.0,30.0,36.0,0.8333333333333334
Hey guise. Any recommendation for a good taco place in midtown? #Trump,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along,Donald Trump,FAVOR,Trump,5.0,3.0,0.0,8.0,0.625
I'll believe it when I see it. #BringBackOurUranium,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
"In addition to sanctuary cities, I'm done with Walmart too.",Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
. @realDonaldTrump American was great until you embarrassed us all to death,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@ericbolling @FoxNews I'll be there!! Who's on the panel?,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
@soxsher @Lrihendry @realDonaldTrump  Please make it right again!,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189",Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America.,Donald Trump,AGAINST,Trump,0.0,6.0,2.0,8.0,0.75
@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse.,Donald Trump,AGAINST,Trump,0.0,8.0,0.0,8.0,1.0
@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough.,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,AGAINST,Trump,0.0,7.0,1.0,8.0,0.875
Jeb - Just how much 'TRUTH' does that $118 million you've raised buy?   America isn't 'BUYING' your #Elite #Establishment crap -,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
"@KarenMonsour12 Thanks Karen, love this idea!",Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
Guys I'm not feeling well so no #Hannity tweeting for me tonight. Not sure if I'll do #CashinIn in the morning either. Sorry.,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
@seanhannity Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell,Donald Trump,NONE,Trump,0.0,3.0,5.0,8.0,0.625
@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need!,Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary,Donald Trump,NONE,Trump,2.0,1.0,5.0,8.0,0.625
@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality.,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right,Donald Trump,FAVOR,Trump,6.0,2.0,0.0,8.0,0.75
That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy,Donald Trump,AGAINST,Trump,11.0,61.0,24.0,96.0,0.6354166666666666
RT veriphile: FF #Patriot --> Phil1863.  Thanks for following back!!  #Truth #Liberty #Justice #ProLife #ProIsrael #2A #Rise...,Donald Trump,NONE,Trump,0.0,2.0,6.0,8.0,0.75
"@gerfingerpoken2 @BeagleGuy13  I think it was the ""Black lives don't matter to Black lives Flag",Donald Trump,NONE,Trump,2.0,4.0,47.0,53.0,0.8867924528301887
@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist,Donald Trump,AGAINST,Trump,3.0,32.0,14.0,49.0,0.6530612244897959
Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform.,Donald Trump,AGAINST,Trump,0.0,51.0,1.0,52.0,0.9807692307692307
"They blew up the trade centers to cover their destructive trails, and paved the way for more death, war, and mind control.",Donald Trump,NONE,Trump,2.0,17.0,33.0,52.0,0.6346153846153846
@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician!,Donald Trump,FAVOR,Trump,49.0,3.0,0.0,52.0,0.9423076923076923
@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,Donald Trump,FAVOR,Trump,45.0,3.0,0.0,48.0,0.9375
@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,Donald Trump,FAVOR,Trump,48.0,2.0,2.0,52.0,0.9230769230769231
Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,AGAINST,Trump,6.0,38.0,6.0,50.0,0.76
"@RMConservative @DagnyRed ,P.C. is out of control,stop being offended ,we are a country of free thinkers,#1A",Donald Trump,NONE,Trump,1.0,2.0,5.0,8.0,0.625
"@tedcruz And, #HandOverTheServer she wiped clean + 30k deleted emails, explains dereliction of duty/lies re #Benghazi,etc #tcot",Hillary Clinton,AGAINST,Clinton,0.0,77.0,13.0,90.0,0.8555555555555555
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
"@TheView I think our country is ready for a female pres, it can't ever be Hillary",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@PortiaABoulger Thank you for adding me to your list,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"Respect FOR the law and respect BY the law Yes, needed desperately.  #BaltimoreRiots",Hillary Clinton,NONE,Clinton,2.0,0.0,6.0,8.0,0.75
I don't want to be appointed to an Ambassador post.,Hillary Clinton,NONE,Clinton,1.0,1.0,6.0,8.0,0.75
"#StopHillary2016 @HillaryClinton if there was a woman with integrity and honesty I would vote for such as woman president, NO",Hillary Clinton,AGAINST,Clinton,2.0,94.0,0.0,96.0,0.9791666666666666
@HillaryClinton End lawless #ClintonFoundation. Jail Butcher of #Benghazi. #Arrest rapist #BillClinton. #HillaryClinton,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
"Use your brain, keep Hillary out of the White House.Clinton2016",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HillaryClinton Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
@CiaraAntaya cuz you know I'm such a feminist,Hillary Clinton,NONE,Clinton,1.0,0.0,7.0,8.0,0.875
2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@lindasuhler : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @twitchyteam,Hillary Clinton,NONE,Clinton,0.0,1.0,7.0,8.0,0.875
Where's the campaign store is the real question? I am ready to buy some Hillary gear,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
"It's a miracle, suddenly #Democrats don't mind having someone who voted for war.",Hillary Clinton,AGAINST,Clinton,6.0,62.0,24.0,92.0,0.6739130434782609
@smileitsalicia @greekgummybear2 now i can live in peace,Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
The only way I support Hillary was if Elizabeth Warren ran or Karl Marx was running #2016 #Clinton2016,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HomeOfUncleSam @ScotsFyre @RWNutjob1 @SA_Hartdegen She's too old to understand the internet...that she can be fact checked.,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
Because Communist Breadlines are not my thing! #NoHillary #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"@HillaryClinton bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Yes HRC subject 2 dbl standard Smh Come on @billclinton @HillaryClinton U Knew @ClintonFdn Donations Would b Scrutinized; Spun!,Hillary Clinton,AGAINST,Clinton,1.0,7.0,0.0,8.0,0.875
#Hillary to stop for #pizza today to garner the #Italian vote. #MSM is worthless. #libertynothillary #HillNo,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
I want America to great again #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton,0.0,7.0,0.0,7.0,1.0
"March 8, 2016 Ohio is holding our Primaries! The date is subject to change. #Ohio #OurChampion",Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
@RIGHTZONE @WethePeoplePets Let's hope the VOTERS remember! #HillNo,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
"@NaughtyBeyotch @TheRealMadman23  Don't care for #Fiorina, but it seems she taking the #sexist gut punches by the #media. #MSM",Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
"@FoxNews @marthamaccallum @BillHemmer whose the opportunist now, #NoHillary2016",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@HillaryClinton @WomenintheWorld we need to re-establish a #global system dominated by love and affection have #moral_humane RT,Hillary Clinton,FAVOR,Clinton,6.0,1.0,1.0,8.0,0.75
#Hillary is as transparent as a brick wall #LibertyNotHillary,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
@WSJ . Clinton Foundation to keep accepting bribes from foreign governments #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"@josephbenning I agree, these are better than what you had before, like a severe cold is better than pneumonia. Good luck.",Hillary Clinton,NONE,Clinton,0.0,0.0,8.0,8.0,1.0
"What are you afraid of @HillaryClinton? If you can't answer questions from the press, why do we want you as POTUS",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State.",Hillary Clinton,AGAINST,Clinton,0.0,7.0,0.0,7.0,1.0
CEO pay the target for 2016 election. From someone who makes more than most CEO's but you drank the Kool-Aid.,Hillary Clinton,NONE,Clinton,0.0,2.0,6.0,8.0,0.75
@NBCNews including repealing the first amendment. Way to go,Hillary Clinton,AGAINST,Clinton,0.0,1.0,0.0,1.0,1.0
@NBCNews Stop promoting @HillaryClinton. She is a liar. Just like her impeached husband. #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
Lets take back our country! Whos with me? No more Democrats!2016,Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
"RT @AnthonyCumia: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",Hillary Clinton,AGAINST,Clinton,0.0,8.0,0.0,8.0,1.0
I'm #ThatChampion who got kicked off the #Watergate team due to misconduct.  #tcot,Hillary Clinton,NONE,Clinton,0.0,2.0,6.0,8.0,0.75
.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,Hillary Clinton,AGAINST,Clinton,0.0,7.0,1.0,8.0,0.875
@JVollmer08 @HillaryforIA #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia,Hillary Clinton,FAVOR,Clinton,6.0,0.0,2.0,8.0,0.75
Probably not perfect for everyone--which I think is great. But this is the beginning of a conversation.,Hillary Clinton,NONE,Clinton,2.0,0.0,6.0,8.0,0.75
I'm on the edge of my seat to start volunteering for @HillaryClinton 's presidential campaign!  So excited!!  #cantwait,Hillary Clinton,FAVOR,Clinton,8.0,0.0,0.0,8.0,1.0
RT @FutureTXLeader: Is everyone in #ElPaso #Texas ready for president #MarcoRubio #UTEP #NewAmericanCentury #2016 #Future #Rub...,Hillary Clinton,AGAINST,Clinton,0.0,6.0,2.0,8.0,0.75
RT @GunnJessica: Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,FAVOR,Clinton,5.0,0.0,3.0,8.0,0.625
