source_row,source_tweet_id,source_created_at,source_uncivil_raw,text,gt_uncivil
1722,8.095313989440676e+17,Thu Dec 15 22:51:40 +0000 2016,no,"@TGowdySC Mr. Spock: ""The needs of the many outweigh the needs of the few or the one."" Both are significant to this Country.",0
1723,8.451002438343598e+17,Fri Mar 24 02:29:33 +0000 2017,yes,@RepAdamSchiff Need to STOP duties of Nunes ! He's a Rat- working for the White House- Compromised intelligence - by working against Justice,1
1724,9.15004429505409e+17,Tue Oct 03 00:03:50 +0000 2017,yes,"@RepMikeCoffman Colorado Congressman Mike Coffman received $9,900 from the NRA during the 2016 election cycle. Fuck you, asshole.",1
1725,8.442345833024266e+17,Tue Mar 21 17:09:44 +0000 2017,no,@SpeakerRyan @POTUS Must we move so quickly and risk a faulty replacement? Let's slow down and get something good that works! No harm there.,0
1726,8.192479090530714e+17,Wed Jan 11 18:21:37 +0000 2017,yes,@jasoninthehouse @SpeakerRyan why don't y'all improve it instead of taking it away. Why do you hate Americans?,1
1727,8.134450042659758e+17,Mon Dec 26 18:02:56 +0000 2016,no,@SpeakerRyan Trump won't speak to the press because he knows that he will be quickly exposed as a know-nothing fraud. LOL,0
1728,8.664175352432148e+17,Sun May 21 22:16:52 +0000 2017,no,@SpeakerRyan https://t.co/jsetAWTCQz,0
1729,8.192351585323663e+17,Wed Jan 11 17:30:57 +0000 2017,no,@jasoninthehouse @OversightDems @GOPoversight @SenateGOP @SenateDems @SenFeinstein @KamalaHarris @SenWarren… https://t.co/HCbsPt97U7,0
1730,8.438554840252948e+17,Mon Mar 20 16:03:20 +0000 2017,no,"@TGowdySC Don't you have bigger things to worry about? Your devotion to Party, over what's moral and just, is sham… https://t.co/1jPInRQXY6",0
1731,8.548900931103212e+17,Thu Apr 20 02:50:55 +0000 2017,no,@SenBlumenthal Thank you for your leadership on this Senator! #resist https://t.co/VYsPPYaOzs,0
1732,8.239947264833946e+17,Tue Jan 24 20:43:46 +0000 2017,yes,"@SenShelby @SenateGOP @POTUS fuck this, fuck you all for ignoring native live fuck you for ignoring out environment",1
1733,8.380508821638922e+17,Sat Mar 04 15:37:55 +0000 2017,yes,@SpeakerRyan Quit using the bible for your damn agenda!remember religion is separated by the state! If you can't co… https://t.co/2y6H11LI7t,1
1734,8.268912238981407e+17,Wed Feb 01 20:33:25 +0000 2017,yes,@SenatorBurr What is ur f'n problem?! DeVos?! A self-demonstrated idiot? My Republican bro called u a rat bastard. I agree. Money well spent,1
1735,8.37259856805421e+17,Thu Mar 02 11:14:40 +0000 2017,yes,"@MaxineWaters That is true Ms. Waters, he is a con artist wannabe dictator, pathological liar and treasonous traitor.",1
1736,8.195110971495055e+17,Thu Jan 12 11:47:25 +0000 2017,no,"@SenatorIsakson, over 1,400 GA public school allies sent an email asking you to #DumpDeVos! Please, respect their wishes! http://networkforp",0
1737,8.42062551689044e+17,Wed Mar 15 17:18:51 +0000 2017,no,"@PattyMurray Oh, you mean the Trp supporters?",0
1738,7.917897748352532e+17,Thu Oct 27 23:52:47 +0000 2016,no,@SenJohnMcCain and we wont be a terrorist supporter as ur country and president did suc as supporting isis ypg pkk and pyd.,0
1739,8.219743019390894e+17,Thu Jan 19 06:55:19 +0000 2017,no,@SpeakerRyan Trump has already broken more promises in the last two months than Obama did in 8 years #Resistance,0
1740,8.976587438313718e+17,Wed Aug 16 03:18:16 +0000 2017,no,@RepEdRoyce @jaketapper there's no excuse 2 continue giving @realDonaldTrump free pass. Hes morally corrupt &amp; unfit 4 the job. @GOP stnd up,0
1741,8.297854292809482e+17,Thu Feb 09 20:13:57 +0000 2017,no,@SenatorTimScott Is this program available in South Carolina?,0
1742,8.258156437652972e+17,Sun Jan 29 21:19:27 +0000 2017,no,"@SpeakerRyan ""This is not conservatism."" Took less than a year to toss away those pesky 'fundamental values'. #NoBanNoWall",0
1743,8.729844207973908e+17,Fri Jun 09 01:11:19 +0000 2017,no,@SpeakerRyan PLS DO THE RIGHT THING &amp; CO-SPONSOR HOUSE RESOLUTION 30 NO MORE TORTURE https://t.co/zD86ENUzER #STOPDOGCATTRADE #BanDCMT,0
1744,9.214010701732536e+17,Fri Oct 20 15:41:48 +0000 2017,no,@RepWilson @BarackObama https://t.co/a8RUn6o8sf,0
1745,8.784552986372874e+17,Sat Jun 24 03:30:38 +0000 2017,yes,"@lisamurkowski @SenatorCollins @SenCapito PLEASE vote ""NO"" on this DEATH BILL! N get some other members to vote ""N… https://t.co/CkdUEpLLZO",1
1746,8.409844020584407e+17,Sun Mar 12 17:54:40 +0000 2017,no,@SpeakerRyan https://t.co/eb6SnhQ97K,0
1747,8.428062640359916e+17,Fri Mar 17 18:34:06 +0000 2017,yes,@SteveKingIA you shouldn't have cucked,1
1748,8.446842975670682e+17,Wed Mar 22 22:56:44 +0000 2017,no,@RepAnnaEshoo @JoeBiden Thank you both for fighting for health care.,0
1749,8.395803425078477e+17,Wed Mar 08 20:55:26 +0000 2017,yes,"@SpeakerRyan total BS. MUCH worse than #ACA, higher premiums, less coverage. PP providers healthcare, you plan to not reimburse healthcare.",1
1750,8.620905394699878e+17,Tue May 09 23:42:56 +0000 2017,no,"@SenJohnMcCain My case can put Loretta Lynch,eric Holder, James comey gang in JAIL along with FRAUD Obama &amp; Netfli… https://t.co/GdP4EADAFj",0
1751,8.364017268948009e+17,Tue Feb 28 02:24:45 +0000 2017,yes,@RepMcGovern @IndivisibleTeam yes Russia. Trump sold 20% of our Uranium to them. Go get him!!!,1
1752,8.416959739906458e+17,Tue Mar 14 17:02:12 +0000 2017,no,@SenJohnMcCain https://t.co/x7Q6CKzw8j,0
1753,9.12349625415123e+17,Mon Sep 25 16:14:35 +0000 2017,no,@keithellison @Target @fightfor15 Minimum wage must be changed to $15. This is still a wage for single person not f… https://t.co/Ok5YmGxBZJ,0
1754,8.720855169042555e+17,Tue Jun 06 13:39:24 +0000 2017,no,@RepErikPaulsen @WaysandMeansGOP #UnelectPaulsen,0
1755,7.946564037555077e+17,Fri Nov 04 21:43:45 +0000 2016,no,@SpeakerRyan Fact Ryan and Republican establishment want a one party dictatorship with Democrats.,0
1756,8.225871912097096e+17,Fri Jan 20 23:30:43 +0000 2017,no,@SpeakerRyan https://t.co/cm5KfC16il,0
1757,8.32531484045144e+17,Fri Feb 17 10:05:48 +0000 2017,no,@jasoninthehouse I am a proud conservative and a patriot. Colluding with Russians is treason. Not sure what you are waiting for?,0
1758,8.603230153508127e+17,Fri May 05 02:39:25 +0000 2017,no,"@SpeakerRyan &amp;4 a Russian stolen presidency @realDonaldTrump @Raul_Labrador @CongMikeSimpson @GOP 2018, 2020 This i… https://t.co/NTTet87zF8",0
1759,8.01074057798185e+17,Tue Nov 22 14:45:13 +0000 2016,no,"@SenSchumer And plz explain he can't censor the media. What sets us apart is 1A, FREE press &amp; White House press corp is vital. #transparency",0
1760,8.422199133473915e+17,Thu Mar 16 03:44:09 +0000 2017,no,@RepMcGovern @chompie97 no 💩 Sherlock . Welcome to the 21st century.,0
1761,8.265201280785654e+17,Tue Jan 31 19:58:49 +0000 2017,yes,@SpeakerRyan No sympathy for you. You could be a hero. But instead you're weak. You'll be the goat thrown right und… https://t.co/xw9CHDx6MZ,1
1762,8.322168352107684e+17,Thu Feb 16 13:15:30 +0000 2017,no,@RepBrendanBoyle @sethmoulton loser,0
1763,8.26272229809877e+17,Tue Jan 31 03:33:45 +0000 2017,no,"@SenSchumer, please RESIST Sessions' bid for AG.",0
1764,8.721743972718428e+17,Tue Jun 06 19:32:35 +0000 2017,no,@SpeakerRyan if Republicans don't want to impeach Trump for #TrumpRussia how about impeaching him for stealing mone… https://t.co/A1AbGe8NQ4,0
1765,8.353288165663826e+17,Sat Feb 25 03:21:24 +0000 2017,no,@jahimes Thank you! Saw Maddow. Be tenacious in revealing the truth. They're fighting this for a reason. Impeach ALL who knew for treason,0
1766,7.997004339125043e+17,Fri Nov 18 19:46:55 +0000 2016,no,@repjohnlewis @NancyPelosi @SenBookerOffice @SenatorReid @SenFeinstein @SenatorBoxer @DebraMessing #AuditTheVote https://t.co/gZQAjNlD4r,0
1767,8.978272429942743e+17,Wed Aug 16 14:27:50 +0000 2017,no,@repdavetrott @realDonaldTrump https://t.co/BPfEprzYPh,0
1768,8.377641871578522e+17,Fri Mar 03 20:38:41 +0000 2017,no,@keithellison #jailobama,0
1769,8.261147283427328e+17,Mon Jan 30 17:07:54 +0000 2017,yes,@SenSchumer We don't need cry babies in our govmt. You do know that Obama shared his travel ban idea with Trump so go cry where he lives.,1
1770,7.945794972782592e+17,Fri Nov 04 16:38:09 +0000 2016,no,@DarrellIssa https://t.co/B0uzg4qa0R,0
1771,8.634320258851676e+17,Sat May 13 16:33:31 +0000 2017,no,"@MarkAmodeiNV2 U VotED to KILL CARE for SENiors, Veterans, WORKING FAMILIES?? 4 TAX BREAK 4 Millionaires?U R OUT, OUT NOW!!! BELIEVE ME !!",0
1772,8.682993968777626e+17,Sat May 27 02:54:43 +0000 2017,yes,@RepMimiWalters @Kia Not surprising for you to spend time with the 1% and not average or poor people living in Irvi… https://t.co/lsPuPZoJrN,1
1773,8.333760227037962e+17,Sun Feb 19 18:01:41 +0000 2017,no,"@RepAdamSchiff well Rep Schiff, Reince Priebus did NOT repudiate Trumps words on Meet The Press this morning. Sad! #ProtectTheTruth #resist",0
1774,8.389363183485051e+17,Tue Mar 07 02:16:19 +0000 2017,yes,@jahimes you are a typical liberal jackass!,1
1775,8.515334969087468e+17,Mon Apr 10 20:33:01 +0000 2017,no,"@RepMikeRogersAL @Alfa_Insurance @ALNewsNetwork Rep Mike Rogers got $25,000 from Comcast in exchange for our inter… https://t.co/lP4BvOKuy8",0
1776,8.38920403422593e+17,Tue Mar 07 01:13:05 +0000 2017,no,@RepGosar how about Russians affecting our elections? Maybe instead of a CVV we could start providing tax returns. Just sayin...,0
1777,8.254722225465221e+17,Sat Jan 28 22:34:49 +0000 2017,yes,"@RepJerryNadler THEN QUIT POSTING CUTE TWEETS AND THINKING THAT'S ENOUGH. FUCKING DO SOMETHING ABOU IT! SPINELESS,… https://t.co/EIDI8sQjNf",1
1778,8.488990637057311e+17,Mon Apr 03 14:04:43 +0000 2017,yes,@KamalaHarris @SenSchumer If you care so much about privacy then you must be livid that our President was surveilled by the previous REGIME.,1
1779,8.783469526346383e+17,Fri Jun 23 20:20:07 +0000 2017,no,@RepAlGreen That sounds like a no,0
1780,8.244415155104276e+17,Thu Jan 26 02:19:09 +0000 2017,no,@jasoninthehouse So now you will be investigating this breach as you did Hillary. Right? @SenateDems… https://t.co/I9an7n653e,0
1781,8.900467249533133e+17,Wed Jul 26 03:10:50 +0000 2017,no,@SenJohnMcCain A family of 4 in AL cant go on medicaid if we make more than $350 a mo. So that's not an option. Exp… https://t.co/D0gPAqkeXp,0
1782,8.376963787384586e+17,Fri Mar 03 16:09:14 +0000 2017,no,@SpeakerRyan #ChatBotRyan It'll be GREAT for CEOs and hedge funds! #Chumps4Trump.,0
1783,8.530662479692268e+17,Sat Apr 15 02:03:37 +0000 2017,yes,@JimPressOffice I hope you fucking die soon. Painfully,1
1784,8.529236734891336e+17,Fri Apr 14 16:37:04 +0000 2017,yes,@SpeakerRyan You're a despicable person. Funding doesn't go to abortion. Call yourself #ProLife but you're the bigg… https://t.co/VvZ1Q1GrOc,1
1785,8.793707752912036e+17,Mon Jun 26 16:08:25 +0000 2017,yes,@NancyPelosi @CBSThisMorning Nasty nasty you don't know anything about a heart you don't have one you have a thumping gizzard,1
1786,8.235807264947569e+17,Mon Jan 23 17:18:41 +0000 2017,no,@kencalvert Repealing ACA will be disruptive &amp; hurtful to your constituents. Health care accounts won't help the poor. Please reconsider!,0
1787,8.203498824687084e+17,Sat Jan 14 19:20:28 +0000 2017,no,"@SpeakerRyan One request sir, Please stand up for John Lewis. Lead this country bake to grace and dignity. Honorable men do honorable deeds.",0
1788,8.276745572176445e+17,Sat Feb 04 00:26:06 +0000 2017,yes,"@SenSchumer @CNNMoney You truly are a hypocritical clown. Get back to work, because my tax dollars are paying your salary. Obama ruined USA",1
1789,8.376407071794422e+17,Fri Mar 03 12:28:01 +0000 2017,yes,@SpeakerRyan u tell them! Only oil companies and banks should be allowed to have monopolies! #hypocrisy,1
1790,8.203015669681398e+17,Sat Jan 14 16:08:28 +0000 2017,yes,"@repjohnlewis another malcontent, loser democrat...you should start a riot to solidify Obama's legacy..the most divisive president ever",1
1791,8.376349365804933e+17,Fri Mar 03 12:05:06 +0000 2017,yes,"@RepRichmond YOU'RE A SAD LITTLE MAN! YOU S/B ASHAMED! What if I said Michelle Obama is such a tightass, Obama had Beyonce come over!!",1
1792,9.030884643249396e+17,Thu Aug 31 02:54:03 +0000 2017,no,@RepAdamSchiff @SecretService @POTUS Thank you! I've been saying this needed to happen from the beginning!… https://t.co/k3mOAeAFM2,0
1793,8.374816981410898e+17,Fri Mar 03 01:56:11 +0000 2017,yes,@SenSchumer @HuffPostPol By the way Chuck you're an idiot #MAGA and resign,1
1794,8.372714792973066e+17,Thu Mar 02 12:00:51 +0000 2017,no,@RepMarkTakano lovely? Matter of opinion. Or taste. Not mine. So haughty,0
1795,7.914692806425436e+17,Thu Oct 27 02:39:15 +0000 2016,no,"@jasoninthehouse @daveweigel @realDonaldTrump This is a joke, right?",0
1796,8.450404687484641e+17,Thu Mar 23 22:32:02 +0000 2017,no,@reptedlieu Please support $410m for Peace Corps and $60b for International Affairs. #ProtectPeaceCorps #AmericaLeads,0
1797,9.008914651565711e+17,Fri Aug 25 01:23:57 +0000 2017,no,@RepCummings Don't you have to finish High School first?,0
1798,9.028826189323305e+17,Wed Aug 30 13:16:05 +0000 2017,no,@SenJohnMcCain @MeghanMcCain hi,0
1799,8.37834956617429e+17,Sat Mar 04 01:19:54 +0000 2017,yes,"@NancyPelosi You are such a stinking lying snake. Bring up buddy Obama, you P-Word C**T. Then have open mansion for your Illegal Lovelies",1
1800,9.15072868005716e+17,Tue Oct 03 04:35:47 +0000 2017,no,"@Rep_Hunter Surely you will donate the NRA's $13,000 blood money you received to the victim's families? https://t.co/9OH2LFJXAI",0
1801,8.254473805814989e+17,Sat Jan 28 20:56:06 +0000 2017,yes,@SpeakerRyan Shame. Coward.,1
1802,8.398873203419505e+17,Thu Mar 09 17:15:16 +0000 2017,no,@SpeakerRyan god forbid your children get cancer,0
1803,8.197307706590536e+17,Fri Jan 13 02:20:20 +0000 2017,yes,"@SpeakerRyan TAXPAYER MONEY DOES NOT FUND ABORTIONS, MORON.",1
1804,8.247058863881912e+17,Thu Jan 26 19:49:40 +0000 2017,no,@SenatorTimScott : Keep America welcoming. Refugee resettlement is a proud US legacy with bipartisan support. #RefugeesWelcome,0
1805,8.695423092385382e+17,Tue May 30 13:13:36 +0000 2017,yes,@SenSchumer Where is the Democratic plan for immigration infrastructure text coach? Get off your butts and bring th… https://t.co/0JtDWq3fJE,1
1806,8.367238531875021e+17,Tue Feb 28 23:44:46 +0000 2017,no,@RepJerryNadler So disappointing. Please don't give up. Thank you!,0
1807,9.131984515208765e+17,Thu Sep 28 00:27:31 +0000 2017,no,@SenSchumer PR needs an aid package that includes military support for security &amp; waive the Jones Act 2 facilitate movement of goods. Help!!,0
1808,8.413919346901402e+17,Mon Mar 13 20:54:04 +0000 2017,no,"@SpeakerRyan CBO report confirms it → American Health Care Act will raise premiums &amp; remove access to quality, affordable care.",0
1809,8.058666305175757e+17,Mon Dec 05 20:09:11 +0000 2016,yes,@SpeakerRyan you are such a puppet! Anti trump now pro Trump. You sir are the epitome of bad decision making. #WaterIsLife,1
1810,8.294277034093036e+17,Wed Feb 08 20:32:29 +0000 2017,no,@RepDerekKilmer Thank you.,0
1811,8.085467849558958e+17,Tue Dec 13 05:39:10 +0000 2016,no,@RepAdamSchiff Please save us from Trump. Let the Electoral College know the truth. @JuliaBrownley26,0
1812,8.373336177308508e+17,Thu Mar 02 16:07:46 +0000 2017,no,@NancyPelosi go back to you nursing home you old hag LIBTARD scank,0
1813,8.47947881403306e+17,Fri Mar 31 23:05:03 +0000 2017,no,@jasoninthehouse on and on and on https://t.co/RnihxMcmoC,0
1814,8.401033769268634e+17,Fri Mar 10 07:33:48 +0000 2017,yes,@SenSchumer @JonFilmFan #GOPvampires,1
1815,8.359203502611661e+17,Sun Feb 26 18:31:56 +0000 2017,no,@NancyPelosi Not what is best for the country but what is best for liberals and Democrats,0
1816,8.18404971204907e+17,Mon Jan 09 10:32:05 +0000 2017,yes,"@SpeakerRyan Well you better make sure ethics paper work all done properly , before you try to push your corrupt agenda throu ! Corruption !",1
1817,8.538015034711327e+17,Mon Apr 17 02:45:15 +0000 2017,no,@USRepKCastor Have you signed onto this request? https://t.co/lZ0ZzBl5Go,0
1818,8.331505302182584e+17,Sun Feb 19 03:05:40 +0000 2017,no,@SenJohnMcCain https://t.co/SCWqBSzMv7,0
1819,8.745456033461821e+17,Tue Jun 13 08:34:54 +0000 2017,no,@jasoninthehouse Good luck and I'm sad you're leaving.,0
1820,8.454036427442012e+17,Fri Mar 24 22:35:09 +0000 2017,no,"@repjohnlewis you love Obamacare soooo much and are soooo passionate about it, why don't YOU have it? #ActionsSpeakLouderThanWords",0
1821,8.675995723731968e+17,Thu May 25 04:33:51 +0000 2017,no,@DarrellIssa A little scared are you? @marchfeed https://t.co/wWNADgueg2,0
1822,9.20701677019136e+17,Wed Oct 18 17:22:40 +0000 2017,no,@RepWilson @ColorArousal @realDonaldTrump @realDonaldTrump ☝🏻,0
1823,8.325967288051958e+17,Fri Feb 17 14:25:03 +0000 2017,yes,@RepAdamSchiff It didnt matter when Susan Rice lied about the Benghazi Video?,1
1824,8.601402466373919e+17,Thu May 04 14:33:10 +0000 2017,no,@RepLukeMesser I am a pediatrician &amp; likely care for families in your constituency. I have one message: vote NO on AHCA!! #healthcareforall,0
1825,8.351155253699707e+17,Fri Feb 24 13:13:51 +0000 2017,yes,@MarshaBlackburn Nice picture of impressionable young minds listening to a liar. Thou shall not bear false witness.,1
1826,8.087150175289426e+17,Tue Dec 13 16:47:40 +0000 2016,no,@nancypelosi @mitchellreports @msnbc Are you going to tell her Hamas is a humanitarian organization during your gab fest?,0
1827,8.892821439643402e+17,Mon Jul 24 00:32:39 +0000 2017,no,@RepAdamSchiff @POTUS Please tell us how Russia meddling was Hillary's fault for meddling in Russia's election in 2… https://t.co/gcy3svYUxS,0
1828,8.253943387252941e+17,Sat Jan 28 17:25:20 +0000 2017,no,@SpeakerRyan And leaving a lot of Veterans without jobs. 30% of Federal hires are Veterans.,0
1829,8.414846693423514e+17,Tue Mar 14 03:02:33 +0000 2017,yes,"@SteveKingIA You're a sad, little man.",1
1830,8.371289478675333e+17,Thu Mar 02 02:34:28 +0000 2017,no,"@RosLehtinen LAS EMPRESAS ""SOLCAR INVESTORS LLC Y CARSOL INVESTMENTS CORP"" CONSTITUIDAS ESTADO FLORIDA, USA PROPIED… https://t.co/XjrtI08S5w",0
1831,9.185828894486488e+17,Thu Oct 12 21:03:21 +0000 2017,no,@farenthold Repealing and replacing you is one of my top priorities.,0
1832,8.671862729383485e+17,Wed May 24 01:11:33 +0000 2017,no,@RepLindaSanchez Stop wasting money and time and star working for the people. Why don't you look into the corruptio… https://t.co/FIfTFFpXsu,0
1833,9.03404259294765e+17,Thu Aug 31 23:48:54 +0000 2017,no,@RepJohnLarson @HouseDemocrats President Trump took a oath to uphold the laws passed by you. Only you can change th… https://t.co/UJqmJ75Zyg,0
1834,8.446688618825523e+17,Wed Mar 22 21:55:24 +0000 2017,no,"@RepAdamSchiff 2. WHY R U risking my safety? Why was there a terrorist threat in my location on East Coast, public hospital?",0
1835,8.36229517869994e+17,Mon Feb 27 15:00:28 +0000 2017,no,"@SpeakerRyan While I do not think you are doing your job,I am asking you to use the majority to push Trumps Immigration arrest and removal.",0
1836,8.483157262345175e+17,Sat Apr 01 23:26:44 +0000 2017,yes,@NancyPelosi @DevinNunes @amjoyshow #NUNESMUSTGO,1
1837,8.445980267820196e+17,Wed Mar 22 17:13:56 +0000 2017,no,@RepMcNerney #Political #musical #satire #DmFndrzr #NYC $ #HillaryConfidential #KelleyKarel https://t.co/zxM3AQta4w https://t.co/6hXpFXoAGV,0
1838,7.996022379872338e+17,Fri Nov 18 13:16:44 +0000 2016,no,@SenSchumer What are democrats doing about the senate runoff election in Louisiana?,0
1839,8.058465889711636e+17,Mon Dec 05 18:49:33 +0000 2016,no,@SpeakerRyan You should just resign and let someone who actually gives a damn about the country take over for the remainder of your term.,0
1840,8.180917970753946e+17,Sun Jan 08 13:47:38 +0000 2017,yes,"@ChuckGrassley The United States citizens pray you come 2 ur senses. Stop being an obstructionist, racist, Republican piece of shit. Scumbag",1
1841,8.747433708238766e+17,Tue Jun 13 21:40:46 +0000 2017,no,@SenatorBurr Kamala Harris is the elected Senator from CA. Treat her with the respect that position requires.,0
1842,8.322838180317184e+17,Thu Feb 16 17:41:39 +0000 2017,no,@SpeakerRyan @SenateMajLdr @HouseGOP @GOP Trump and Russia are e ENABLE BY YOU because of NO ACTI0N #ThisIsOnYourWatch #CountryOverParty,0
1843,7.92056951979053e+17,Fri Oct 28 17:34:27 +0000 2016,yes,@SpeakerRyan Delete your account you spineless ass.,1
1844,8.800093944020541e+17,Wed Jun 28 10:26:04 +0000 2017,yes,@SpeakerRyan You'll be in jail soon for accepting #RussianDarkMoney #RyanRussia #TrumpRussia #LetUsNotBeDistracted,1
1845,8.378066631093453e+17,Fri Mar 03 23:27:28 +0000 2017,no,@SenSchumer @SenWarren wow 😲 #fakepresident,0
1847,8.599363859686031e+17,Thu May 04 01:03:05 +0000 2017,yes,@jasoninthehouse You &amp; Congress are trash,1
1848,8.452104563147858e+17,Fri Mar 24 09:47:30 +0000 2017,no,@SpeakerRyan be honest tell the people what is really going to happen,0
1849,8.35600516373758e+17,Sat Feb 25 21:21:02 +0000 2017,no,@RepTrentFranks Please don't cosponsor the proposed bill to strip states of the right to license #poker websites again. Let states decide.,0
1850,8.416665121339924e+17,Tue Mar 14 15:05:08 +0000 2017,no,@SteveKingIA Assimilate or resign. https://t.co/MBmYp2tuIU,0
1851,8.985164312805868e+17,Fri Aug 18 12:06:25 +0000 2017,yes,@NancyPelosi democrat communist mind manipulation.. This should have been done 15 years ago.. You wont do shit. dem… https://t.co/my8ggUHcWk,1
1852,8.645054991312896e+17,Tue May 16 15:39:07 +0000 2017,no,@RepAdamSchiff Guess POTUS again missed the briefing -- on the previously-documented outcome of this response? #stilldowntherabbit-hole,0
1853,8.029397704143217e+17,Sun Nov 27 18:18:53 +0000 2016,no,@SpeakerRyan @YouTube unlike the wealthy top 1% the middle-class will spend $$ keeping us functioning but top 1% wants to destroy America,0
1854,8.279236803070075e+17,Sat Feb 04 16:56:02 +0000 2017,no,@RepSpeier @nytimes he's only interested in himself. He lacks attention to detail/facts. He has dangerous ppl advising him.,0
1855,9.112759017651405e+17,Fri Sep 22 17:08:00 +0000 2017,yes,@SpeakerRyan You are a complete fraud.,1
1856,8.456239866124534e+17,Sat Mar 25 13:10:43 +0000 2017,yes,@SpeakerRyan How does it feel to be a complete failure? #GOPwarONdemocracy,1
1857,8.976614108424233e+17,Wed Aug 16 03:28:52 +0000 2017,no,@SpeakerRyan This cannot be it. How are we going backwards?! We HAVE to be better then this. @GOP @DNC We simply MUST,0
1858,8.191143714901524e+17,Wed Jan 11 09:30:59 +0000 2017,no,@lisamurkowski How to get there? Build what? Sustain what?.Implement what? Replicate what? How w/ #GlennBarker https://t.co/1ehcZxLzp3,0
1859,8.628171572473692e+17,Thu May 11 23:50:15 +0000 2017,no,@SteveKingIA Did you ask what's so precious about a preexisting condition anyway? 🙄,0
1860,9.036276279063796e+17,Fri Sep 01 14:36:29 +0000 2017,no,"@jasoninthehouse @HillaryClinton @RepRatcliffe If Comey barely, if at all. told the truth before, what makes you th… https://t.co/2LGo6AWOWM",0
1861,9.206007691324212e+17,Wed Oct 18 10:41:41 +0000 2017,yes,@NancyPelosi Have you read it yet hypocrite????,1
1862,9.184897225861285e+17,Thu Oct 12 14:53:09 +0000 2017,no,"@SpeakerRyan Ryan admits it...he's a crook, like most of 'em.",0
1863,8.681457414029517e+17,Fri May 26 16:44:08 +0000 2017,yes,"@RodneyDavis #AHCAsucks each such quarter shall be 2 percent of the (i), in the same high deductible health plan in",1
1864,8.192438640033792e+17,Wed Jan 11 18:05:32 +0000 2017,no,@SenSchumer Don't Intel agencies work for us? Another example of Too Much DC in Americans life's. #Sanity #TRUTH https://t.co/HDcoAQq766,0
1865,8.65961614545236e+17,Sat May 20 16:05:12 +0000 2017,no,"@SpeakerRyan Would that be early federalism, dual federalism, cooperative federalism, or new federalism? Asking for a friend.",0
1866,8.261340740414423e+17,Mon Jan 30 18:24:46 +0000 2017,no,@SenSchumer #StatueofLibertyTears. Those are not sad tears! They are tears of joy because # POTUS is PROTECTING USA!,0
1867,9.047388687499346e+17,Mon Sep 04 16:12:10 +0000 2017,no,"@ChrisVanHollen @UofMaryland As a taxpayer, did I pay his way?",0
1868,8.290331310050632e+17,Tue Feb 07 18:24:35 +0000 2017,no,"@lisamurkowski Wish you had voted no for DeVos when it actually mattered, in the committee hearing...now look what you've done.",0
1869,8.953559665683866e+17,Wed Aug 09 18:47:51 +0000 2017,no,@SpeakerRyan The important work of protecting #Medicaid for the #disabled was not something you cared about.,0
1870,8.635667316582236e+17,Sun May 14 01:28:47 +0000 2017,yes,@marcorubio @deejay90192 @POTUS @TGowdySC @JohnCornyn @FBI Rubio trying to be liked by the trump gang? Forget it th… https://t.co/ZX5HJNkySs,1
1871,8.366180840770765e+17,Tue Feb 28 16:44:29 +0000 2017,no,@SpeakerRyan. Shame on you for not standing up to him. #wimpofaspeaker,0
1872,8.424443067156644e+17,Thu Mar 16 18:35:49 +0000 2017,no,@JudgeTedPoe Please VOTE NO on all 3 bills. These will destroy the unions and benefits of employees who loyally &amp; p… https://t.co/65ZplaBRBY,0
1873,8.471380126139146e+17,Wed Mar 29 17:26:55 +0000 2017,no,"@MaxineWaters If you are on the House Financial services Com, where is your bill to lower tax rates and create jobs? Please post.",0
1874,8.38405815103021e+17,Sun Mar 05 15:08:17 +0000 2017,yes,@DesJarlaisTN04 PLS DO THE RIGHT THING &amp; CO-SPONSOR HOUSE RESOLUTION 30 NO MORE TORTURE https://t.co/Z2kWPcOpqi #STOPDOGCATTRADE #BanDCMT,1
1875,8.25582853031338e+17,Sun Jan 29 05:54:25 +0000 2017,no,"@repdonnaedwards,Nigerian military killed over 20 unarmed #Biafrans celebrating #DonaldTrump's Inauguration https://t.co/Opisdwc1Ob",0
1876,8.167763258600489e+17,Wed Jan 04 22:40:25 +0000 2017,no,@SenatorLankford OK refused expansion dollars. You took donations from BC/BS and let the ins cos have their way. Thanks for that. #ACA,0
1877,8.621198656494264e+17,Wed May 10 01:39:28 +0000 2017,no,@RepCummings Keep up the good fight! @maddow,0
1878,8.388007975088701e+17,Mon Mar 06 17:17:48 +0000 2017,no,@SpeakerRyan @POTUS You keep mentioning the American people. You're wrong. You're doing this for the GOP !,0
1879,8.71275318656553e+17,Sun Jun 04 07:59:58 +0000 2017,no,@MaxineWaters @realDonaldTrump https://t.co/zCBWtFVvfS,0
1880,8.604482672717742e+17,Fri May 05 10:57:07 +0000 2017,no,"@RepBrianBabin Since you don’t know what is in the AHCA, please open the attached link 2 find out. Hint: NOT GOOD https://t.co/RHJBDYg1Xk",0
1881,8.399275822461952e+17,Thu Mar 09 19:55:15 +0000 2017,yes,@MaxineWaters Slandering the President won't help anymore than people knowing Obama slept with #Rahm before #Michael. Give it up ma'am.,1
