tweet_id,text,case,gt_sentiment
995328311713714176_2018-06-04T17:22:44.000Z,"I want the sitting president physically removed if need be. All of his criminals need to be removed from lying. We need to March on the White House, Congress and Supreme Court. The backers of the law greatly outnumber the Baker the butcher (Trump) and the candle stick maker",masterpiece,Negative
25635248_2020-07-09T14:29:59.000Z,Woo hoo SCOTUS says old #trumplethinskin isn’t above the law!! @realDonaldTrump will be mad tweeting today!! Hahaha let the fun begin!  #TrumpTaxes,mazars,Positive
142507472_2020-07-09T17:45:24.000Z,Based on today’s SCOTUS ruling I am guessing that the criminality that will be witnessed from Trump&amp;his personal govt funded thugs will be wrkg over ⏱to stay in office. Cheating will go hyper speed,mazars,Negative
255800342_2018-06-04T17:18:09.000Z,If the president of the United States has the very real possibility of pardoning himself why do we have the judicial system you might as well do away with the Supreme Court and gave all the power to the president @POTUS @realDonaldTrump @USSupremeCourt @USSupremeCourt1,masterpiece,Negative
361662517_2018-06-04T23:06:57.000Z,"#BreakingNews In a 5-4 decision, the U.S. Supreme Court ruled why we still have Pride Month.

#StuNews",masterpiece,Negative
30427648_2020-07-12T13:42:24.000Z,"OTR @VirginiaBuckin1 @Adrian_Walker slice/dice ads for @EdMarkey, against @RepRichardNeal+SCOTUS decision on @realDonaldTrump $$ records, that quarrel with Maine&amp;is bad behavior 3 decades ago still bad behavior? Join @EdWCVB &amp; me @ 11AM @WCVB #mapoli",mazars,Neutral
9267412_2020-07-09T03:05:39.000Z,I have PCOS and need birth control to regulate my periods. What the Supreme Court decided today was wrong. Birth control has many health benefits &amp; to base a decision on one aspect of the medication is careless.  #birthcontrolishealthcare,mazars,Negative
30362747_2020-07-09T18:27:54.000Z,"Today the #SCOTUS told us that they're ok with #DonaldTrump going to jail. 
That's all.
Carry on.
#TrumpTaxReturns",mazars,Positive
19621464_2018-06-04T14:33:35.000Z,Congratulations to the bakery in its rights to protect itself and its religious beliefs!!!! Supreme Court just ruled in the bakers' favor!!!! I will support gay rights all day long but what the bakery did was well within its constitutional rights!  #MAGA,masterpiece,Positive
1354274557_2018-06-04T17:43:44.000Z,#SCOTUS the religious right might of won this case! We see your true colors! Burn your bibles .. would Jesus celebrate such a thing! Oh wait.. you only believe he came for the saved and not the sinner!! Shame on you bigots!,masterpiece,Negative
523509739_2020-07-15T20:07:07.000Z,RBG UPDATE: The public information office at the Supreme Court reports that Justice Ginsburg has been discharged from the hospital. She is “at home and doing well“.,mazars,Neutral
108183400_2018-06-04T17:50:47.000Z,In today's episode of America or No:  1. Supreme Court declined to set precedent allowing undocumented teens access termination of a pregnancy; 2. Supreme Court ruled that a baker COULD refuse to provide service to a same sex couple based solely on their being gay... and...,masterpiece,Neutral
1010927182368030720_2020-07-09T17:54:27.000Z,How does the Supreme Court not know plenty of people take the pill called birth control for body function reasons. Petition to rename birth control pills,mazars,Negative
1244559626_2018-06-04T15:03:16.000Z,"If bakers shouldn’t have to make cakes for gays, Hollywood shouldn’t have to make literally anything for middle America. #SCOTUS",masterpiece,Negative
21043851_2018-06-05T00:24:28.000Z,"""Faith and hate do not go together. Faith and oppression do not go together. Faith and homophobia do not go together."" - Dr. Nita Mosby-Tyler #copolitics #nohate #masterpiece #scotus",masterpiece,Positive
4531540034_2020-07-17T17:02:28.000Z,"Shouldn't there be a point where someone steps in and says....             "" enough, your too old and your health is more important to continue on the Supreme Court""? I mean come on the women is 90 something.",mazars,Negative
594730822_2020-07-14T13:16:30.000Z,How do y’all feel about the Supreme Court’s decision to resume executions for those people sentenced to the death penalty?,mazars,Neutral
811333705_2020-07-09T03:32:05.000Z,"The Supreme Court will show it's ass tomorrow and protect Trump's tax returns...

Our country is compromised.",mazars,Negative
24298999_2018-06-05T23:24:07.000Z,It is so amazing to me everytime I hear @SenateMajLdr talk about obstruction when he blatantly obstructed @POTUS44 @SCOTUS pick...I can't with his false outrage.,masterpiece,Negative
19291698_2020-07-15T17:01:49.000Z,"If the Democrats don’t retake the Senate with the Presidency, not a single Supreme Court vacancy will be filled with Mitch McConnell in charge. I’m telling you people.",mazars,Negative
2312176994_2018-06-04T19:19:15.000Z,"Religious convictions matter but if Masterpiece Cakeshop won't bake me a cake becuz they disapprove of my lifestyle, I say keep your frickin' cake #SCOTUS",masterpiece,Negative
27725436_2018-06-05T13:36:38.000Z,"Here is what I think regarding #scotus decision. If a business does not want to serve me for any reason, I will gladly take my business elsewhere, because they probably are a better business anyway. #customerservice, #competition How can you afford to refuse a legitimate sale.",masterpiece,Negative
26531418_2020-07-09T14:34:46.000Z,The Supreme Court rules that the President isn't categorically immune from Congressional or grand jury process. Our independent institutions at work. 👏🏻,mazars,Positive
280823423_2020-07-10T12:15:53.000Z,Crazy Trump tried to get the Supreme Court to rule in his favor that he was above the law...nobody knows about that though bc y’all too busy doing Tik tok conspiracies with fake news and going back to Disney World grand opening and painting BLM on the roads,mazars,Negative
488579472_2018-06-05T03:16:12.000Z,Way to go Supreme Court! Good decision making today! @MikeyWhitBits @jillwyman,masterpiece,Positive
279815253_2020-07-09T13:15:11.000Z,"In 45 mins, I hope that #SCOTUS upholds the notion that no American is above the law.",mazars,Neutral
573930788_2018-06-04T16:53:30.000Z,Way to go SCOTUS!  You really celebrated PRIDE Month.,masterpiece,Negative
230515578_2018-06-04T14:39:44.000Z,"Whoops, I was mistaken. The Supreme Court’s rulings today make it obvious we don’t live in a monarchy, we live in a theocratic monarchy. My apologies!",masterpiece,Negative
12211422_2020-07-09T15:28:48.000Z,Wish SCOTUS had term limits.,mazars,Negative
5402662_2020-07-09T14:25:35.000Z,"#SCOTUS declares the president is not unique or special.

The rest of us have always known that.",mazars,Negative
743526071681703936_2018-06-04T16:58:09.000Z,Literally any 1L can tell you what a narrow ruling means in the context of a Supreme Court Decision. Stop manipulating words @tedcruz,masterpiece,Negative
155598923_2018-06-04T17:09:57.000Z,"All people should have the rights they deserve, no matter their sexual orientation or gender identity. Period. Tell Congress to pass the Equality Act so that nobody is subjected to discrimination. #scotus #MasterpieceCakeshop",masterpiece,Negative
2893017337_2020-07-09T15:05:00.000Z,MCGIRT V. OKLAHOMA: A LARGE CHUNCK OF EASTERN OKLAHOMA IS RULED BY THE @Scotus AS AN AMERICAN INDIAN RESERVATION. #IndianCountry,mazars,Neutral
235373000_2018-06-05T01:57:42.000Z,The Supreme Court’s ruling is an unfortunate start to LGBTQ #PrideMonth and a reminder that we have a lot of work ahead of us. Every person is free to be exactly who they are and to love who they love.,masterpiece,Negative
3449849532_2018-06-04T18:12:34.000Z,"The #SCOTUS ruling in #masterpiececake is interesting. People should read it before commenting publically. I know 7-2 is not narrow numerically, but the explanations in the ruling is very close.",masterpiece,Neutral
826655697496584192_2018-06-07T19:40:29.000Z,"Remember when the supreme Court said that you can deny service to gay people? The Supreme court is literally so shitty. They've fucked up so many times throughout history. Plessy v Ferguson, Fred Scott vs Sanford, and Korematsu vs United States.",masterpiece,Negative
20449221_2020-07-09T15:04:42.000Z,Trump is losing his mind on Twitter about the SCOTUS ruling on his taxes. There’s nothing he fears more than being found out he doesn’t have as much money as he claims. He’s a fraud and a loser.,mazars,Negative
839784595_2020-07-09T15:17:44.000Z,".@neal_katyal, the DOJ looks pretty silly after these SCOTUS tax decisions, eh?",mazars,Negative
14229664_2020-07-09T22:01:58.000Z,Apparently the crazy bubble stops at SCOTUS. Who’d a thunk it. #25thAmendmentNow #TrumpMeltdown #SCOTUS,mazars,Positive
931473620_2020-07-14T13:30:33.000Z,"SCOTUS  lets Feds Kill “Last-minute stays” like that issued this morning “should be the extreme exception, not the norm.” Bucklew, 587 U. S., at ___ (slip op., at 30).",mazars,Neutral
19300685_2020-07-17T03:36:34.000Z,"Here’s a comprehensive list of things the US federal government is doing well right now:

•A couple of SCOTUS rulings.",mazars,Negative
945103519320768512_2020-07-19T14:20:55.000Z,If u TRULY want to save the CHILDREN especially the UNBORN CHILD then u must VOTE PRES.TRUMP back n OFFICE n 2020 because hopefully SCJ Ruth Bader Ginsburg will have passed away &amp; PRES.TRUMP can them put a new Supreme Court Justice n OFFICE A (GOD)FEARING and CONSERVATIVE JUSTICE,mazars,Negative
858123043150983169_2020-07-09T20:42:18.000Z,"46 years ago this month, the Supreme Court unanimously ruled against Richard Nixon's attempt to block subpoenas for records held by the President. 3 of the Justices on the Court were appointed by Nixon,but all ruled against him.  At 10, SCOTUS is expected to decide a similar Q...",mazars,Neutral
139758483_2020-07-09T14:37:33.000Z,"7-2 on both scotus cases is heartening. Puts the cases back in a lower court for review. That’s the way it’s supposed to work. The executive branch isn’t immune from scrutiny. 
We have 1 decision to make. 
Vote 4 Blue on November 3rd. It’s one decision that we all can control.",mazars,Positive
44812635_2018-06-04T17:16:05.000Z,Sooooo......  #SCOTUS turtled?,masterpiece,Negative
756962989_2020-07-09T08:33:50.000Z,Happy Stable Genious Day. I have a feeling about SCOTUS. I want my country back.,mazars,Negative
17025692_2020-07-18T03:21:24.000Z,And dead Supreme Court Justices. RT @davidhogg111: It seems like the only dead Americans the GOP cares about at this point are dead slaveowners.,mazars,Negative
64823073_2020-07-14T23:30:44.000Z,"I was today years old when i wrote my first piece of fan mail—sent to  RBG of SCOTUS, who was hospitalized today with an undisclosed infection.",mazars,Positive
120541962_2020-07-09T14:23:29.000Z,Smh I don’t like this safe ruling by the Supreme Court.,mazars,Negative
36753604_2020-07-10T02:19:47.000Z,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",mazars,Positive
1155836192807669760_2020-07-17T16:33:27.000Z,Blessing and prayers for supreme court judge Ruth Bader Ginsberg,mazars,Positive
162028638_2020-07-09T11:14:40.000Z,Today is the day. Supreme Court rules. #trump must release his taxes.  The truth always rises to the top.,mazars,Positive
275378900_2020-07-09T08:30:52.000Z,"At this point it isn't really about Trumps tax returns it's about whether #SCOTUS has any neutrality or integrity left at all,will conservative justices want to give Trump so much power that they won't be able to deny any Democrat ?",mazars,Negative
101626880_2018-06-05T17:09:47.000Z,"Mr. President, you swore an oath to the constitution - a document which limits your power and puts you under the rule of law. You can not pardon yourself for any reason. #RuleOfLaw #pardon #500DaysOfCorruption #SCOTUS",masterpiece,Negative
246970180_2018-06-04T18:37:02.000Z,News Cap: Not everyone is welcome to the cross or to Jesus’s table. #SCOTUS votes in favor of Colorado ‘Christian’ baker 7-2. #CakeEquality,masterpiece,Negative
2187438631_2020-07-09T11:38:06.000Z,"Predicting a punt by Roberts today. Push it down the road so as not to “influence the election.”
#SCOTUS",mazars,Negative
1084491638519549954_2020-07-12T15:23:36.000Z,"“Upon the principle of self-defense, of paramount necessity, a community has the right to protect itself against an epidemic of disease which threatens the safety of its members.”

#SCOTUS in 1905 during smallpox outbreak (still law). Stop calling La.’s mandate unconstitutional.",mazars,Negative
261469386_2018-06-04T16:42:33.000Z,The SCOTUS ruling in favor of the Colorado baker is a horrible decision,masterpiece,Negative
316859038_2020-07-19T13:11:13.000Z,Soooo another SCOTUS pick before November or we just going to act like RBG at 87 with cancer has better capacity than another to make sound rulings?,mazars,Negative
910124566231621632_2020-07-09T15:29:04.000Z,"Trump crying  ( as usual) about scotus delaying and seculo, his attorney,  is happy that they dont have to show public taxes before election.",mazars,Negative
95954693_2020-07-09T16:00:28.000Z,"Today's 5-4 #SCOTUS decision upholding the United States’ treaty obligations to the Creek Nation of Oklahoma and treaty Tribes across the country is a landmark victory for Indian Country, affirming that treaties between the United States and Tribes are the law of the land.",mazars,Positive
397586307_2020-07-09T16:35:08.000Z,The Supreme Court is really throwing us for a loop lately,mazars,Neutral
12762142_2018-06-04T15:56:58.000Z,"The Supreme Court strikes major blows to LGBT rights, and reproductive rights, while Trump declares he can pardon himself. We are one “terrorist” incident away from teetering over into Gilead territory.",masterpiece,Negative
27082147_2020-07-09T18:16:15.000Z,"I don’t follow @realDonaldTrump bc I need my blood pressure to not rise, but watching him cry like a baby bc SCOTUS checked his power (it’s there for a reason) is kind of hilarious. Like he sounds like my 2 yr old sister who used to throw a tantrum when she couldn’t get ice cream",mazars,Negative
848578244_2018-06-04T19:14:17.000Z,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.",masterpiece,Negative
44229281_2018-06-04T17:45:43.000Z,"Me texting my friends in 2009: omg did you see what *Disney channel star* said/did/etc I luv him/her

Me texting my friends now: omg did you see that supreme court decision I still need to read the whole thing",masterpiece,Positive
4825469830_2020-07-10T01:25:36.000Z,Is Michael Cohen considered a political prisoner.  With the Supreme Court ruling against Trump on the case Cohen is convicted on he gets picked up and taken back to jail. A coincidence? What do you think it appears like to the rest of the world?,mazars,Negative
35646496_2018-06-04T14:35:02.000Z,"So the baker won the Supreme Court case, but the SCOTUS didn't answer the broader question of will this apply for everyone else ... I am confusion.",masterpiece,Negative
73766994_2018-06-05T10:29:24.000Z,"Whelp. I’m glad we, as a country, had such a productive discussion about what it means to describe a SCOTUS decision as “narrow.”
🙄
Hint: It has nothing to do with the actual vote.",masterpiece,Negative
68666872_2020-07-10T01:40:15.000Z,The two Supreme Court rulings on Trumps taxes reaffirm that the President is not above the law. Look for these cases to go back to the lower court and get decided quickly. Trump will lose.,mazars,Positive
470476269_2020-07-09T14:43:20.000Z,The Supreme Court ruling is designed to create maximum headline and minimum effect. Almost like the justices were seeking a way to keep trump in office long enough for his attorney general to come up with an alternate strategy,mazars,Negative
79033737_2018-06-05T01:47:54.000Z,regarding the #SCOTUS ruling on the colorado cake case.  Narrow refers to the scope of the ruling not the number of justices.  Any claims to the contrary are #fakenews.  The ruling is more complicated than people think,masterpiece,Negative
24161771_2018-06-06T17:15:02.000Z,"The same justice (Kennedy) who legalized gay marriage, sided with the cake baker #justsayin #SCOTUS",masterpiece,Negative
73409332_2020-07-09T14:19:23.000Z,"Adam Schitt @RepAdamSchiff and Nadler @RepJerryNadler Are probably having a circle jerk waiting for the Supreme Court decision. 
@realDonaldTrump @dbongino @seanhannity @PeteHegseth @greggutfeld",mazars,Negative
935314503302107136_2020-07-17T16:25:29.000Z,"#BREAKING: Justice Ruth Bader Ginsburg confirms that the cancer she previously fought off, has returned. In the same announcement, she said that she plans to remain on the Supreme Court as she’s fully able.",mazars,Neutral
843935711724097536_2020-07-09T15:07:01.000Z,"Mad respect to the founders for establishing the Supreme Court. Even in the midst of perhaps the most corrupt President in American History, the checks and balances persist.",mazars,Positive
42519739_2020-07-09T15:35:56.000Z,Wow! @realDonaldTrump is seriously melting down on twitter today. #SCOTUS is really getting under his skin. It is the 1/100th best thing ever.,mazars,Positive
422104815_2020-07-18T00:24:07.000Z,"Supreme Court Justice #RuthBaderGinsburg should be spending time healing and enjoying her family, but at the age of 87, there she is, putting her small, frail badass self on the line .... for us 😔that’s a hero🌻",mazars,Positive
879147821915615233_2020-07-09T15:27:21.000Z,Many are hailing the Supreme Court for not ruling the president is above the law...But they have successfully shielded his tax returns till after the election. A deft move to corruptly protect Trump without doing it blatantly #TrumpTaxReturns #Trumptaxes Justice Gorsuch,mazars,Negative
3182042640_2020-07-09T17:59:20.000Z,"Has anyone considered the possibility that now Trump can use the Manhattan case as leverage for a resignation and a pardon before the election? 

(In his eyes a political settlement case) #TrumpTaxes #SCOTUS",mazars,Negative
11948262_2020-07-17T17:52:52.000Z,Hang in there #RBG. Remember that your vote will likely determine who nominates the next Supreme Court justice. Vote @JoeBiden,mazars,Positive
1517813090_2018-06-04T15:06:07.000Z,That bakery case made it all the way to the Supreme Court?,masterpiece,Neutral
284320157_2018-06-04T14:38:10.000Z,"The Supreme Court ruled 7 to 2 in favor of the baker who refused service to gay individuals. Just in time for pride month. A big Fuck You In the Eye to the whole country, because refusing service is apparently not discrimination; it’s defending the “religious freedom” to bake. 🖕",masterpiece,Negative
879973050_2018-06-04T15:08:13.000Z,"In today’s news the “president” declared himself above the law, US ambassador to Germany voices support for actual Nazis and the Supreme Court both ok’d discrimination and ruled a woman in detention doesn’t have agency over her body. And Twitter liberals are dragging Bill Clinton",masterpiece,Negative
55740461_2020-07-09T05:54:33.000Z,Fuck the Supreme Court,mazars,Negative
107314373_2020-07-09T14:40:53.000Z,Today we found out why tRump has been loading the Supreme Court with right wing leaning conservative justices. He has a lot to hide concerning his financial records. Facts speak louder than BULLSHIT. With the current Supreme Court  decision tRumps has the ability to hide his,mazars,Negative
14976636_2018-06-04T17:41:31.000Z,So does this Supreme Court decision mean that gay businesses can refuse to service right wing nut jobs?,masterpiece,Negative
105965228_2018-06-04T15:02:52.000Z,Thank you @BrianLehrer and @WNYC for covering todays SCOTUS decisions,masterpiece,Positive
1354274557_2018-06-04T19:37:29.000Z,It’s now time to give the Christian Right a big spoon full of fuck you return the favor...  #SCOTUS,masterpiece,Negative
3310874352_2018-06-05T22:07:23.000Z,U.S. Supreme Court backs Christian baker who rebuffed gay couple. Open L.egal Mess &gt;AmerMarket Place What does&gt;Reality  OPEN TO PUBLIC APPLY TO. Southern State used the ground of Religion for Segregation Court Ruling right of 1over Majority in OPEN MARKETCherry Picking Rights,masterpiece,Negative
17109542_2020-07-10T12:34:38.000Z,"!mong the other thingsnthis.@POTUS doesn't understand is that @Justices on @SCOTUS owe their allegiance to the @USConstitution, not a mere person.",mazars,Negative
247558842_2018-06-05T13:14:12.000Z,"I just saw someone compare the Supreme Court decision to abortion.

“If you don’t have to bake a cake for someone then let women choose abortion since it’s their body..”

Maybe the worst analogy I’ve ever seen on twitter..

@mass_shakiba",masterpiece,Negative
143920929_2020-07-14T14:57:39.000Z,We’re in the middle of a massive pandemic where all hell is breaking loose but the Supreme Court has time to approve an execution? Man this country is off the rails,mazars,Negative
411797825_2018-06-06T18:03:56.000Z,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",masterpiece,Negative
473016359_2020-07-09T19:24:46.000Z,"Someone is unraveling! Between the  SCOTUS ruling on his taxes, and the mural of Black Lives Matter being painted by Trump Tower in NYC, and his raging at Lindsey Graham, it's not a good day for him. Sad.",mazars,Negative
14596185_2018-06-06T00:25:44.000Z,".@nflcommish Are you aware that your penalty for kneeling during the national anthem, however genuflective to @realdonaldtrump, is illegal, according to a previous #SCOTUS ruling? @nfl",masterpiece,Negative
49747296_2018-06-04T14:54:17.000Z,"1). I am very disappointed by the court’s decision. While I realize the court was balancing religious liberty with the rights of gay people to be free from discrimination in the public sphere, the court got this one wrong. #coleg #scotus #lgbtq @colo_politics @VictoryInst",masterpiece,Negative
473370521_2018-06-04T21:08:51.000Z,"The press is really dropping the ball on the #SCOTUS decision. This decision has nothing to do with a businesses right to descriminate against a legally protected class, only about if the baker got a fair hearing at the civil Rights commission. Please report correctly.",masterpiece,Negative
243926330_2020-07-09T14:44:58.000Z,"Unlike Ivy League colleges, Electoral College is playing this fall. #SCOTUS decisions affirm important constitutional law principles but do not themselves provide voters new tax/financial information before November. I agree with those that say to Biden: no debates if no release.",mazars,Negative
158784656_2020-07-09T01:57:17.000Z,Trump would have been given a heads up from someone in SCOTUS on if his taxes were going to get released tomorrow and he's not losing his shit tonight which makes me think the fix is in,mazars,Negative
444806694_2020-07-09T18:55:15.000Z,Clarence Thomas replaced Thurgood Marshall on The Supreme Court. A true American tragedy.,mazars,Negative
15559400_2020-07-09T13:25:03.000Z,I’m guessing lots of people are hitting refresh on the scotus opinions webpage this am.,mazars,Neutral
891939020116303872_2020-07-13T21:25:57.000Z,"Look I’m not voting for Biden because I’m particularly excited by him. He’s wasn’t my 1st, 2nd or 3rd choice. I’m voting for him this November because, I’m thinking long game. The Supreme Court, other federal judgeships, housing, the environment, education, healthcare etc.",mazars,Negative
16356488_2018-06-06T20:40:02.000Z,"If your religious belief says that private property is wrong, you've got a free shoplifting pass from #SCOTUS",masterpiece,Negative
2480723510_2018-06-04T21:24:02.000Z,People are allowed to discriminate if they own a business. It might not be morally correct but it's a right hey have. #SCOTUS,masterpiece,Negative
188533027_2020-07-09T15:13:33.000Z,"The Supreme Court today ruled that the president, at least donald trump is above the law. Now mr trump can act like a king/tyrant. trump has taken America back to the times before Republic was built fighting a despot/king. 
I truly wonder if same ruling would go in Obama's favor?",mazars,Negative
1084638889_2018-06-04T14:37:48.000Z,#SCOTUS Supremes come down on side of bigotry.,masterpiece,Negative
21802242_2018-06-04T12:56:49.000Z,"Happy Monday! Lots happening today. @TexasBaseball keeps playing postseason games, #SCOTUS has new rulings coming down, and @steve_vladeck is on @CNNnewsroom at 8am CT talking about #POTUS &amp; the law!",masterpiece,Neutral
12773112_2018-06-04T16:17:58.000Z,"🤔 is divorce against someone's deeply held religious beliefs? 
How about those who disrespect their parents? That made the Top 10.  As a Christian, I believe this is discrimination. Don't be in business bc the Bible says ""we all sin and fall short"" #SCOTUS
#nocakeforyou",masterpiece,Negative
961305445_2020-07-09T14:19:50.000Z,"From SCOTUS ruling: The court holds “the President is neither absolutely immune from state criminal subpoenas seeking his private papers nor entitled to a heightened standard of need”, per Bill Mears and @ShannonBream. #Trump #Trumptaxes #ManhattanDA #CyVance #Mazars",mazars,Neutral
593055173_2018-06-04T15:11:29.000Z,"In case you missed it, The Supreme Court is now allowing discrimination.",masterpiece,Negative
22008787_2018-06-05T11:46:40.000Z,"Clinton back in the news raging he doesn’t owe Monica and apology.  Trump cancelling the Eagles visit to the WH.  SCOTUS ruling 7-2 for religious liberty.  No question there’s a culture war, and it’s not going the way liberals thought it would.",masterpiece,Negative
575693884_2020-07-09T14:27:52.000Z,BREAKING: U.S. Supreme Court rules the #Manhattan district attorney can subpoena #PresidentTrump’s tax returns.,mazars,Neutral
926391302_2018-06-06T11:27:38.000Z,"I once asked my teacher, if the Supreme Court has no power to enforce what’s the consequence of a #president who’s ruled out of office?  @realDonaldTrump you’ll be the first and only president removed with #military force if the #SupremeCourt rules against your powers to obstruct",masterpiece,Negative
257245280_2018-06-04T15:35:12.000Z,"THEY MADE THE SUPREME COURT RULING BLATANTLY ALLOWING DISCRIMINATION OF GAY PEOPLE DURING FUCKING PRIDE MONTH. 

IF YOU DO NOT THINK THIS WAS ON PURPOSE WAKE UP",masterpiece,Negative
1621391989_2020-07-09T16:51:56.000Z,The fact that two tr*mp appointed justices said he wasn’t above the law has me... realizing we still can’t put our trust in Brett and Neil no matter how badly we want to #SCOTUS,mazars,Negative
275378900_2020-07-09T06:23:25.000Z,"Something conservatives in #SCOTUS must consider before ruling in Trumps favor is that any president after him including a/ Democrats would also be subject to the same ruling,if Congress can't subpoena Trump the GOP wouldn't be able to subpoena Biden either",mazars,Negative
351242041_2020-07-09T15:14:10.000Z,"Even the Supreme Court is feeling Hamilton lately, it appears.",mazars,Positive
41570227_2020-07-10T17:27:21.000Z,"If 2 SCOTUS appointed by Trump from a list by the Federalist are xeep ataters, then the GOP shpuld just call it a day and get relegated to a student council in some snall town.",mazars,Negative
19173102_2020-07-09T01:35:49.000Z,"Like, what time is the Supreme Court making their #TrumpTaxReturns decision so I can set an alarm??? Ha",mazars,Neutral
25785311_2018-06-04T17:52:33.000Z,"I'm starting a new religion called ""Don't Be A Feckless Cunt"".... Trump supporters will get no rights #SCOTUS",masterpiece,Negative
35350274_2020-07-18T06:51:37.000Z,"But if RBG can’t keep on, McConnell would never consider a president’s SCOTUS nominee so close to an election? Right?!! Right???!!  Right?!?!?!!!!!!!!",mazars,Negative
1164613860504014848_2020-07-09T16:16:02.000Z,Did the Supreme Court see his finances?,mazars,Neutral
2777117474_2018-06-04T15:34:19.000Z,"WTF.  No media bias??  Why are so many MSM outlets reporting the SCOTUS bakery 7-2 (77%!) decision as a NARROW decision??  Don’t care what side you’re on, that’s way misrepresenting the ruling and NOT journalism.",masterpiece,Negative
220492842_2020-07-09T14:26:00.000Z,Upon hearing that the Supreme Court's  decision to allow N.Y. grand jury subpoena potus tax shit made me smile as wide as the grand canyon. Bigly! Covfefe!!,mazars,Positive
1613222576_2020-07-16T00:00:45.000Z,It is now 8pm in Terre Haute. The execution of #WesleyIraPurkey remains on hold as #SCOTUS deliberates two appeals. There is also a line of sever storms about to arrive at the prison. @840WHAS,mazars,Neutral
97050675_2018-06-04T17:01:29.000Z,"In case people haven't been paying attention, SCOTUS did not rule that the Constitution grants the right to discriminate based on religious beliefs (Gay Wedding Cake Trial). They ruled on something else entirely. People need to stop freaking out and read.",masterpiece,Negative
102803388_2020-07-11T04:17:56.000Z,Its time to drain the Supreme Court Swamp!,mazars,Negative
595597075_2020-07-19T15:46:41.000Z,"It upheld slavery in Dred Scott v Sandford, 60 US 393; 15 L Ed 691 (1857). There the Supreme Court included fabricating, i.e., lying words, pursuant to organic reasons, hatred-of-the-North, and/or combination thereof. @splcenter. @PoliceForReform",mazars,Negative
101113596_2018-06-04T15:58:13.000Z,"RE Supreme Court on the cake discrimination case - a terrible outcome in the short term, sure, but Kagan and Breyer and Kennedy are no fools, and their presence in the majority of this narrowly tailored decision should be noted #SupremeCourt",masterpiece,Negative
267875881_2020-07-18T05:13:32.000Z,"Justice Ruth Bader Ginsburg is a true patriot. She’s willing to give her last drop of strength in order to guarantee we have a fair #SCOTUS. She knows the Republican senators are up to no good and she’s fighting for future generations! Good health, #RBG!",mazars,Positive
868321622490349568_2020-07-09T16:38:09.000Z,"When you naturalize, you have to take a test on the civics of the United States. One of the questions on it is what is the “rule of law”? 
The answer is NO ONE IS ABOVE THE LAW.
👏🏼👏🏼👏🏼 to the Supreme Court!",mazars,Positive
587970163_2018-06-05T03:42:14.000Z,"Shorter #MasterpieceCakeshop decision: ""If your state government wants to persecute Christians, you need to be professional and polite and don't insult the victims when you do it."" #tcot #SCOTUS",masterpiece,Negative
31656600_2018-06-04T18:29:32.000Z,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,masterpiece,Neutral
523509739_2018-06-05T02:34:25.000Z,"Two men/women could walk into Masterpiece Cakeshop tomorrow, ask for a wedding cake, and we'd be back at square one. As long as the commissioners keep their cool &amp; showed no animus toward Phillips, nothing SCOTUS said today prevents them from compelling baker to create the cake.",masterpiece,Neutral
839784595_2020-07-09T15:10:56.000Z,Imagine a world where every single Supreme Court justice looked at things the way Clarence Thomas and Samuel Alito looked at things.  Democracy would not exist.,mazars,Negative
444652453_2020-07-09T15:16:41.000Z,"The NYS Supreme Court should hold their calendar and get Trump before Nov. That will make America great again. #TrumpTaxReturns 
#TrumpIsANationalDisgrace 
#TrumpMeltdown",mazars,Negative
395609926_2020-07-10T02:58:03.000Z,"Also fuck the state of Oklahoma for their efforts in the Supreme Court cases of McGirt v. Oklahoma and Sharp v. Murphy, to argue that the Indians don’t have full rights over the lands on which they live. Typical",mazars,Negative
929481492836835328_2018-06-04T15:02:44.000Z,THANK YOU SCOTUS,masterpiece,Positive
1618503343_2020-07-09T14:27:25.000Z,Just getting ready for POTUS retweets to start filling up my twitter feed since I don’t follow and the Supreme Court decisions are out.,mazars,Negative
773282830898044929_2020-07-09T20:35:55.000Z,"I didn't know we all won the lottery?!? Supreme Court rules that Trump has to turn over his tax documents to the Po-Po, at sdny, which means when he loses in November, he'll go directly to jail! Do not collect $200, you loser sack of 💩!",mazars,Negative
783486579847245824_2018-06-04T14:51:17.000Z,"Why are all the usual suspects from #MSM using the same word ""narrowly"" to describe the 7-2 SCOTUS ruling? 😂🤦‍♂️😂

You people are fucking stupid!!!",masterpiece,Negative
910124566231621632_2020-07-10T01:53:04.000Z,This scotus can kiss my ass..they just bought pos time so that we cant see his apparently damning taxes before election date. They r as enabling as the gop senate,mazars,Negative
296435971_2020-07-09T14:32:05.000Z,Both SCOTUS decisions are good for Trump. He can now run out the clock on the tax issue and claim to be a victim of a Democrat hack prosecutor and a malicious House investigation.,mazars,Negative
