source_id,source_split,source_row,source_intolerance,text,gt_impolite
train_7135,train,7135,0,@USER A country with a GDP that is 1/20th of the USA's is a danger to us for sure... We should only let Tucker talk about Russia from now on https://t.co/yUjwX90jwa,1
train_7136,train,7136,0,"@USER COVID isn't going away. The lockdowns/mask mandates only reduced COVID mortality rates (not spread) by 0.2%, while nearly destroying the economy. No one is banning anyone from receiving medical/vaccine mitigation and everyone can still wear a mask.",0
train_7137,train,7137,1,@USER Our democracy is failing because we are allowing it to fail. The GOP ARE no better then us!,0
train_7138,train,7138,0,Rep. Claudia Tenney to Newsmax: Dems Plan 'Vote Trafficking' to 'Cheat' in '22 | @LINK @LINK via @USER,1
train_7139,train,7139,0,"cyberattacks or ransomware is part of infrastructure. Without investment in these areas, these things will keep happening to the private sector.",0
train_7140,train,7140,1,"Schumer Crying That It's Not Fair if Republicans Use the ""Reid Rule"" @LINK via @USER",0
train_7141,train,7141,1,Nuclear Option: Democrats Consider Plan B That Would End American Elections as We Know Them via @USER @LINK,0
train_7142,train,7142,0,@USER Have to agree on this one. Seditious behavior from sitting senators should be punished to extreme consequences. What do you suggest Ted?,0
train_7143,train,7143,1,"@USER @USER I don't see how you can blame our tortured domestic politics for Americans being trapped in a Taliban controlled Afghanistan. The dems claim to be the caring party, but when actual lives are being lost here or abroad, they do nothing. Deaths in our cities. leaving people behind?",0
train_7144,train,7144,0,"@USER @USER my concern is that it might take 4 years to actually get this proven in court and the election reversed, and then they might say that his 4 year term is over effectively stealing his 2nd term as president from him and not allowing him to run again",0
train_7145,train,7145,1,The delusional statements from the Republican reps is mind blowing. Can we start a petition to get them involuntarily detained for therapy and medication. @USER @USER @USER @USER @USER,0
train_7146,train,7146,0,Maryland Lawmakers Take First Step To Putting Marijuana Legalization On 2022 Ballot With Hearing On Two Bills - @LINK,0
train_7147,train,7147,0,@USER @USER Gasp people from different political parties sitting at the same @LINK are seeing this photo through a lens of today's @LINK you put conspiracy to it.. but grown-ups used to run this country,0
train_7148,train,7148,0,"IRS backlog hits nearly 24 million returns, further imperiling the 2022 tax filing seasonp @LINK",0
train_7149,train,7149,0,@USER Or George McGovern / Henry M Jackson (1973-1981) (D) Henry M Jackson / Shirley Chisholm (1981 - 1989) (D) Edward Brooke / Pete Du Pont ( 1989 - 1993 ) (R) Shirley Chisholm / Jesse Jackson ( 1993 - 2001 ) (D) Jesse Jackson / Bernie Sanders ( 2001 - 2009 ) (D) Cont:,0
train_7150,train,7150,0,Dr. Fauci LASHES OUT After Getting His Feelings Hurt by Fox News - @LINK,0
train_7151,train,7151,0,"@USER No different than industrial jobs and ""SUCKING UP FOR PROMOTIONS"", however, much more significant since our national security is at srake!!#",0
train_7152,train,7152,0,"It's becoming increasingly obvious that American Citizens (and the great State of Texas) will have to be the ones to control the border- the federal government continues to abandon the American people, when we need them most. #BidenBorderCrisis #BidensAmerica",0
train_7153,train,7153,0,@USER The MSM have essentially turned it to Fauchi vs the republican party. The MSM that's supposed to be at forefront of getting to the bottom of the whole mess.,0
train_7154,train,7154,0,"@USER We are fast becoming a ""police"" state. This is what communist and socialist countries do to their citizens to silence opposition. Wake up America. We are losing our freedoms and country. No matter what party you vote for you better speak out.",0
train_7155,train,7155,0,"@USER @USER @USER Yeah bud Cheney is just about as far right as you can get. She just has a good bit more integrity than the rest of the right wing crowd. You are right on your second point though, it is quite likely doing the right thing is going to end up killing her political career which sucks",0
train_7156,train,7156,1,@USER Republicans in CA they go to the polls and are told they already voted. Happened to my daughter 4 timex she asked them to prove to her they threw her out,0
train_7157,train,7157,1,"The GOP has left Planet Reality and now lives on Planet Stupid! But many mainstream businesses and individuals continue to donate huge sums of money supporting the anti-democratic, fascist agenda of the GOP. They are a major part of the problem and this must end. #GOPFail @LINK",1
train_7158,train,7158,0,"Interesting Information, About Those Behind The 'left, Takeover of This Election' @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @LINK",0
train_7159,train,7159,0,@USER Make it make sense. We are going to see women and children panhandling soon. Third world problems are here in Florida already. To much corruption not enough resources for poor people.,0
train_7160,train,7160,0,"February 5, 2010 in Madison, AL a 14 year old was shot and killed in his middle school hallway. #EnoughIsEnough #GunControlNow @USER @USER @USER @USER @USER @USER",0
train_7161,train,7161,1,As Democrats Start Reversing Pandemic Restrictions Before the Midterms Never EVER Forget What They Did To Us and Our Country | DJHJ Media @LINK,0
train_7162,train,7162,0,"Why Fox News Do Not Harass On ""Actual (Anti-Democratic +Fascist+Crooked +Criminal+Cruel+ Anti-US/Anti-Immigrations/Anti-World/US-Enemy/US-TraItor) Wealthy Evil Terrorists (@USER +@USER+SusanRice+@USER+@USER+@USER+@USER @USER+)""???",0
train_7163,train,7163,1,@USER As usual a total mischaracterization of the issues. Shows how careless and reckless Republicans are regarding public safety during a pandemic. YOU refuse to cooperate in a legitimate Congressional investigation regarding Jan. 6th. What are you hiding?,0
train_7164,train,7164,1,@USER They needed drama. Ray Epps had only stirred up so much at that point. Dems were desperate. The nation was watching live TV to see the election fraud ready to be exposed INSIDE the Capitol. This was all the plot to get the cameras onto something different. @LINK,0
train_7165,train,7165,0,@USER @USER That's why you have Mujahideen veterans like myself down to trade our lives to push them into compliance. Atleast your honest so many people lie to us in our faces.,0
train_7166,train,7166,0,#SouthSudan government signs a peace deal with SPLA IO break-away forces known as the Agwelek in Khartoum today as Juba is blessed with rain. #SSOT @LINK,0
train_7167,train,7167,0,"Joe: A Lot Of Republicans, Former Republicans Hoping Rep. Cheney Wins Pr... @LINK via @USER",0
train_7168,train,7168,0,"@USER @USER She's one of those ignorant one's who pushed that stupid lie of unvaxed being the cause? What a moron, no original thought just a Parrot repeat whatever the liars say. I wonder why the truth hasn't made its way into their brains. Thank u for the knowledge. The US gov owns the vax",1
train_7169,train,7169,0,#MurikaKaput Funny this WPD sinking is only a few weeks after an USA F-35 was taking a bath in the ocean. I am no expert reading tea leaves but with the same symbols of the 1st State & USA tells me this signals a sea change. Mental health / adverse vax reactions? @LINK,0
train_7170,train,7170,0,@USER No We need to know what the enemies are up to,0
train_7171,train,7171,0,I'm glad that the mayor and gov is using some of my ideas .But I did not say that all homeless people should be place in a psy . Ward. Homeless people with serious mental illness should. you should provide the services and redirect Thrive ny funds for the services .,0
train_7172,train,7172,0,@USER @USER I will never understand Republicans voting against what is best for themselves & families @LINK,0
train_7173,train,7173,0,"@USER @USER Thank you President Trump for Operation Warp Speed & the Vaccine. Thank you states that opened up & let us work & keep our businesses. Thank you to states that allowed our kids to go to in person school, compete in sports, and see their friends and teachers smile. Thankyou GOP.",0
train_7174,train,7174,0,Dr. Oz to Biden: Get the federal government out of our way | 'Eric Bolli... @LINK via @USER,0
train_7175,train,7175,0,Republicans that support amnesty in red states or districts should be primaried,0
train_7176,train,7176,0,@USER That's a good thing. Parents are and should be in control of what is going on in school. If you want to teach hate move to New York. I am happy that you brought this to light. You don't get to tell the parents what is good for their children.,0
train_7177,train,7177,1,@USER 2 million US CITIZENS (who vote) have Undocumented Spouses that are barred from the USA for 10 years because of an overstay of 1 year! Some couples EXILE and some live in the shadows. @USER and the Democrats did nothing for 13 months to re-unite us! My vote has not been earned! @LINK,0
train_7178,train,7178,0,"@USER Stop provocation ! Russia ,is the only way to make peace in Europe , Ukraina need to calm down , NATO around Russia is not good idea , You have more serious problems with Islamistes sleeping cells in EU, clean your home's first before it's to @USER need Russia in Europe.",0
train_7179,train,7179,0,Please considering chipping in $5 or $10 to my campaign. Thank you! @LINK,0
train_7180,train,7180,0,Rightwing lobby group Alec driving laws to blacklist companies that boycott the oil industry @LINK,0
train_7181,train,7181,0,"@USER @USER Yes, you are absolutely right. They are lying and pandering for votes again. These FN corrupt thug demonrats are absolutely hell bent on destroying our country and it's citizens. I AM ABSOLUTELY DISGUSTED.",1
train_7182,train,7182,0,Joe Biden Wants Christians on Terror List for Opposing LGBTQ Agenda @LINK,0
train_7183,train,7183,1,I AM WITH OUR GREAT PRESIDENT IN THINKING THAT WE CAN BEGIN GETTING OUR COUNTRY GOING AGAIN AFTER THE 15 DAY PERIOD IS OVER NEXT MONDAY. OLDER PEOPLE WHO ARE RETIRED AND DO NOT WORK OUTSIDE THE HOME CAN CONTINUE TO HUNKER DOWN FOR THE MOST PART AND JUST BE MORE CAREFUL IN GENERAL,0
train_7184,train,7184,0,@USER @USER @USER @USER So Biden doing everything he can to stymie and penalize American oil companies has nothing to do with the price at the pump? You believe that obviously and I can tell you that is as wrong as it gets sir. Fantasy.,1
train_7185,train,7185,0,"Biden Administration Quietly Delays, Stops Oil And Gas Leasing After Legal Defeat https://t.co/hv2pR1VwY0 via @USER Why gas prices high because of BRANDON POLICIES, FJB.",0
train_7186,train,7186,0,"""ATTEN"": AMERICA: Is it Possible, SEN JOHNSON is Brain Dead or Forgot, ((HE BLOCKED HIS OWN JUDICIAL NOMINEE (""WOW"")! Is it Possible: SEN Johnson is Dumber Than Trump & Trump is Dumber than a Rock? DEFEAT/DESTROY TRUMP, SEN Johnson & GOP by, ""VOTE BLUE"" 2022 & 2024. ""HELP, HELP""",1
train_7187,train,7187,0,"Border Report: WORST December Numbers in HISTORY, Nearly TWO MILLION ILLEGAL ALIENS Since Biden Took Office @LINK",1
train_7188,train,7188,1,"@USER @USER liers we need that wall , if anyone is ruining this country it is the dummycrats you people donot know what the people want it is what you assholes want that you push what the president needs to do is put term limits into action,then watch how many swamp demon rats get out .",1
train_7189,train,7189,0,@USER And Joe Manchin voted always against the democrats. Someone needs to stop him!!!,1
train_7190,train,7190,0,"""It's basically a flawed idea that you will be able to rush all these people into prison"" A local Sheriff shares his concerns over HB 1004 @LINK",0
train_7191,train,7191,0,Before Saturday @USER had convened 74 town halls during his decade in... @LINK by #HeraldTribune via @USER,0
train_7192,train,7192,0,"@USER @USER @USER Our ultra-wealthy just engage in a combination of getting government kickbacks to finance their firms and/or tax avoidance schemes to not pay their share. Same game, different rules, broader scale of victims. Ask the Sacklers (not sex crimes... but more people were killed).",0
train_7193,train,7193,0,@USER @USER YOUR OWN GOVERNMENT IS AGAINST YOU AND FREEDOM...WHAT THE FUCK HAS HAPPENED...!,0
train_7194,train,7194,0,"The US is telling Americans to leave Ukraine, but ensure they have a vaccine passport and hopefully a PCR test to pass through Poland. So Russia is about to invade a country, but make sure you get your swab test first. We are living in bizarro world.",0
train_7195,train,7195,0,"@USER There will be a lot of kids quitting school, no one wants to go to public school til they are 20, ridiculous",0
train_7196,train,7196,0,@USER THEY DEFINITELY HAVE ALL THE FACTS TO SUPPORT JUST HOW CORRUPT AND CROOKED HILLARY CLINTON IS WHO SAID THEY WERE BROKE WHEN THEY LEFT OFFICE I TRULY BELIEVE.,1
train_7197,train,7197,0,Biden out-gaming Putin. Putin want to move. But he's not sure how to counter Biden's preemptive strike calling his bluff and putting the blame squarely on Putin shoulders.,0
train_7198,train,7198,0,"@USER @USER The Republican Party's End Game is to ABOLISH Public Schools. KOCH Dark Money is given to the GOP to ABOLISH our Institutions, such as Social Security and Public Schools! @LINK",0
train_7199,train,7199,0,"@USER Ok fair play, you seem to be able to answer without insulting, so let me ask you another 2 questions if u don't mind. I'm generally interested. 1/ What vaccine adverse reactions are u aware of? 2/ Do you think that the benefits outweigh the risks for vaccinating 5 year olds?",0
train_7200,train,7200,0,"@USER PLAUSIBLE DENIABILITY ends now. CEE DEE CEE V A E R S 20,000 DEATHS that is a 1 to 10% representation of actual # HOW MANY WILL THE PILL KILL",0
train_7201,train,7201,0,Why are progressive governments not enforcing the law against illegal blockades and coup. But go after protesters protesting African Americans death by illegal police actions. And then these governments send the police to hunt down the protesters and violate their rights again @LINK,0
train_7202,train,7202,0,@USER Terrible what they have done with such arrogance and apparent lack of awareness of the effects on other human beings.,1
train_7203,train,7203,0,"@USER History shows there has always been dissention. Marksist believed revolution to communism IS inevitable. Resisting it is futile. How could we be so blind? I've been yelling Communist since GEO H Bush, one world government BS. Remember this name, Barrack Obama ""Resist Resist"" ?",0
train_7204,train,7204,0,@USER @USER Just like the Japanese Americans in WW2 by an Democrat President George remembers,0
train_7205,train,7205,0,Any business that promotes the mandate should be boycotted immediately take away their revenue these people are a traitor and do not deserve our money,0
train_7206,train,7206,1,@USER @USER @USER In my opinion the environment in America will change greatly and be beneficial to the real American citizens once we'd completely eliminate every single corrupt and degenerate Democratic politician and their supporters.,0
train_7207,train,7207,1,"So a police officer crossed the line to join with the @LINK was promptly arrested by the other police. They couldn't let that stand - the narrative is more important than anything. ""I was only following orders"" - Every Nazi at Nuremberg @LINK",0
train_7208,train,7208,0,"@USER @USER @USER The point was more that he was an Obama guy and Biden voter good faith criticisms. Perhaps he's biased in a different way like you suggest, I don't know. Either way thanks for the comment.",0
train_7209,train,7209,0,"""End Gerrymandering: Stop letting partisan politicians silence voters."" Join me & sign here: @LINK",0
train_7210,train,7210,1,I never want to hear Republicans complain about how the government wastes money while a whole team of people are being paid to tape back together their beloved cult leader tried to destroy during his presidency,0
train_7211,train,7211,1,The corrupt media has been quiet on the Durham investigation and how the Clinton campaign spied on Trumps campaign n while he was in the white house. There is nothing but corrupt journalists their not real journalists but Democrats right hand bias cover up corrupt creeps,0
train_7212,train,7212,0,"Sen. Raphael Warnock proposes slashing gas, drug, and shipping costs to beat inflation ahead of a midterm challenge from MAGA @LINK",0
train_7213,train,7213,0,@USER @USER The military will always be able to vote by mail. No voting by mail like the Dems did in the so called election of so called president Biden.,1
train_7214,train,7214,0,"@USER @USER Right and you people on the side of government, big pharma and big corporations are the good guys... Please tell me how you respect life and human rights, when all your side does is hate? Just stop... You're the bad guys. Now embrace it, so we can finally dance.",0
train_7215,train,7215,1,"@USER @USER Well no doubt, the Fox News Hosts & Republican Senators & Reps. that are Pro-Russia have received Pro-Russia personal funds. Choosing a murderous Russian dictatorship over American Democracy makes you a traitor to the U.S-These traitors must be called out & expelled/fired.",0
train_7216,train,7216,0,"@USER I didn't see/hear this, but if accurate I am disappointed in @USER. Even if that's what he believes he could have found a more ""respectful"" way to express it. I hate every form of the word ""LIE"", and its callous use put him on the same level as the dems!",0
train_7217,train,7217,0,"Lefties defending Putin are narcissistic children who think every war is Iraq 2003 as they have halted in that phase of their psychological development. Ive lost faith in heroes the past two weeks. Don't have heroes, guys. Fascists can continue to fuck themselves as per usual.",1
train_7218,train,7218,0,"@USER @USER ""The first California-born governor, Romualdo Pacheco was born in Santa Barbara before California was admitted to the Union as a state. Pacheco was the first governor of Mexican ancestry."" @LINK",0
train_7219,train,7219,0,@USER Meanwhile anti-vaxxers & anti-maskers will be forcing governments to do away with mandates. I guess they're against overpopulation. #CovidIsNotOver #VaccinesWork,0
train_7220,train,7220,0,@USER And we're still number 50 out of 50 states. Y'all fired and then rehired the superintendent who is a worthless POS. made children wear masks to school which is child abuse and charges should be brought up against you for how many people you kill during the covid from lack of meds,1
train_7221,train,7221,0,@USER This bill would be 'disastrous' for the indoctrination of children by far-left Marxists teachers.,0
train_7222,train,7222,1,"@USER please be alert that the Black community, who delivered @USER and @USER the vote, are wary of the democratic party for its failures (although I think unfairly given Senate and @USER and Kirsten Sinema). Message Message Message. @USER",0
train_7223,train,7223,0,"@USER Anything on the Democratic urgency to lift the mask mandate? The horsewhip investigation? The genocide Olympics? Inflation? Unvaccinated illegals, Pfizer 50 million dollars in profits? Racist Joy Reid? Wall Street connection to MSNBC? Hunter Biden? Still waiting.",0
train_7224,train,7224,0,@USER Everything centrist Dems say is for the headlines. They have no intention of doing anything.,0
train_7225,train,7225,0,I understand full well of how the U.S. federal government works. I hate how many of the people running the federal government rarely ever work for the American people.,0
train_7226,train,7226,1,"*anything bad happens to Republicans* Populoids and Boomercons: ""IT WAS RINO ROMNEY! PRIMARY! PRIMARY! PRIMARY!",0
train_7227,train,7227,1,"@USER you didn't care when you gave the RICH TRILLIONS IN TAX BREAKS, you continually show that you don't care about regular Americans, you allow an insurrection against your own Country, you just care for your RICH DONORS, TRUMPLICANS LIKE YOU NEED TO GO, VOTE OUT TOM COTTON, 2026! @LINK",1
train_7228,train,7228,0,@USER All Red States Borders must Be Protected By all Red States! Each State must DoTheir Fair Share in Sending Some of Their State Militia's to The Southern Border to Form a Coalition of Protection where the Initial unsecure issues Begin! We are not Working together as A team! Reds!,0
train_7229,train,7229,0,"In Case You Haven't Heard, My Fellow Patriots ""blm & antifa"" Dressed As Trump Supporters & THEY Were the Group that entered the Capitol Building & Rioted & Shot the lady, NOT TRUMP SUPPORTERS, @USER @USER @USER @USER @USER @USER",0
train_7230,train,7230,1,@USER I stand with Liz Cheney 100%. Shame on the RNC who doesn't have anyone in it including the leader who resembles a republican. Nothing but sychophants.,0
train_7231,train,7231,0,"@USER John McCain was no hero. He was a bitter, spiteful old man who had no problem with hurting his country just to play games with a sitting president. We would have the best healthcare system in the world now instead of the crap we have now if it wasn't for John McCain. Loser jerk!",1
train_7232,train,7232,0,@USER @USER @USER Who impeached Trump twice? Dems. Who are investigating 6 Jan? Dems (and two Republicans who were censured by GQP for participating). The problem is the myth that a 50/50 Senate = a majority and can do anything it wants. That has been proven to not be true.,0
train_7233,train,7233,0,@USER @USER Crazy. Evil. Children of Satin. They lost it since the first meeting with Obama.,1
train_7234,train,7234,0,@USER Did the old fool even know what he was saying? Putin is just toying with biden (no caps on purpose).,1
train_7235,train,7235,0,"Biden blocked Black Female Supreme Court Nominee Janice Rogers Brown in 2003. Now he wants to break the law by ONLY nominating black women. Can he get his racism straight? Check out my latest podcast ""Racists Holding Auditions for the Supremes"" @USER",1
train_7236,train,7236,0,"@USER The shorthand here is she is a dope and does not understand what expenditures , funding and taxation are and the differences. But CNN will make her the lead?",1
train_7237,train,7237,0,"@USER We are spineless... an orange man and his enablers continue do divide and distroy and the democrat is fine just watching it happen... all politics need to stop until the J-6 is brought to light , and people are held @USER then will country move forward",0
train_7238,train,7238,0,@USER @USER @USER So brave. Imagine still not having a plan but repeating incorrect reports over and over. The last people the US needed in charge for this situation....,0
train_7239,train,7239,1,South Korean #leftists want to declare unilateral #peace without any #realpeace or #realchange! Sign the petition in our bio and below to fight this #dangerous policy! @LINK @LINK,0
train_7240,train,7240,0,@USER The supply chain crisis is effecting the entire planet. Quit being a lying fear monger.,0
train_7241,train,7241,0,@USER Secure the northern border now! I would expect this from #antifa not my fellow right wing comrades! #FreedomConvoy #HonkHonk,0
train_7242,train,7242,0,@USER @USER America was in deep isolationism. You can always thank republicans for standing for it again.,0
train_7243,train,7243,0,"Acosta is much worse than a rude, terrible person. I'm amazed at the President's restraint. Acosta and CNN are insulting to the public's collective intelligence. Losers. @LINK",1
train_7244,train,7244,1,"I think we are too late, your party allowed this to happen so I have no confidence in the Republicans either! @LINK",0
train_7245,train,7245,0,@USER CTC emergency stimulus checks u same two you leave child tax credit out every time I see you text anymore we already didn't get a check for 2 months already more lies from the Democrat party and more promises broke b*******,1
train_7246,train,7246,0,"They Want To Disarm Us, But They're The Ones Shooting People - Prepared Gun Owners @LINK",0
train_7247,train,7247,0,"@USER @USER Agree most above Garland have plenty to Prosecute from the top. Why prosecute the Workers of the their Bosses Crimes & not the Bosses. FYI If this was #BLM Black Panthers & President Obama, DOJ would not be prosecuting just the Marchers. $$$hmm!",1
train_7248,train,7248,0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The idea that communism directly killed 100 million people is kinda ridiculous, just because a government that kills its citizens happens to be communist does not mean the two are connected. You could just as easily make the same argument for capitalism.",0
train_7249,train,7249,0,This is the only country that has terrorists who get semi-automatic pistols and lunch money from their parents.,0
train_7250,train,7250,0,@USER @USER Ok so your AGAINST having TRUE history in classes & want to take away womens rights ..seems like DICTATORSHIP,0
train_7251,train,7251,0,@USER This is awesome. They are teaching these kids that guns are NOT the FUCKING problem.,1
train_7252,train,7252,0,"@USER Rick; You were elected and are paid $174,000 per year plus benefits and expenses by the good people of Florida to educate, legislate, perform oversight, and serve constituents, not shamelessly complain, con, exploit, smear, and whine. Have you no self-respect or sense of honor?",1
train_7253,train,7253,0,"@USER "" NO VOTING RIGHTS "" with all RESPETO !! , U R an IDIOT !!.",1
train_7254,train,7254,0,Thank you. You have my support. Accountability should be the only focus until every root of corruption is put on trial. @LINK,0
train_7255,train,7255,0,@USER Ah ha! It's a Russia attacking United States with nuclear weapons joke. Clever!,0
train_7256,train,7256,0,"@USER Before you go, let me throw in this jab on your suggestion to INEC to use ATM for voting. By the way how many ATMs are in Gbongan to start with? You see some ideas may be desirable but may be impracticable. What about internet availability",1
train_7257,train,7257,0,"@USER Willing to bet if the supreme court justices, had her political views, they would be great. Shut your hole woman, every time you open it, you weaken the country.",1
train_7258,train,7258,0,Parents HORRIFIED as SCHOOL Hosts 'SATAN CLUB' for ELEMENTARY CHILDREN - Right American Future @LINK,1
train_7259,train,7259,0,@USER @USER @USER @USER @USER Yes I understand. You're advocating to keep the tyranny of the minority over the majority. Because you profit from that. @LINK,0
train_7260,train,7260,0,The J6 is nothing but a useless report that 90% of voters won't see or even @LINK like the Mueller report. It's all bullshit. @LINK,1
train_7261,train,7261,0,@USER @USER If you support a corrupt party that at best pays lip service to an issue and at worst actively works against those of us who actually work on these issues then you are no ally to anyone. Now stfu and get out of the way.,1
train_7262,train,7262,0,@USER Republicans are killing it and @USER and @USER are sitting idly by in exchange for money.,0
train_7263,train,7263,1,3) WE MUST VOTE the degenerate and destructive democrats OUT OF OFFICE and SAVE THIS COUNTRY and STOP THE WASTEFUL SPENDING AND PILING OF MORE DEBT WE MUST VOTE REPUBLICANS in November,0
train_7264,train,7264,0,@USER Greeks loved Obama for what; he did nothing in 8 years to help Greece when Greece was in its darkest days. Greeks need to realize they are on their own. Everyone is for their own self national interest. In general Germans care about how to belittle and use Southern Europeans.,0
train_7265,train,7265,0,Come on America... we can figure this out... the process works.,0
train_7266,train,7266,0,@USER All I say is that we should embrace economic populism and trade Protectionism to win them back. We can maintain our social views if our rheortic is fixed,0
train_7267,train,7267,0,"It is happening everywhre We have a Kommunist POOPe in the Catholic Church, a Kommunist Diktatorship in Spain, under the guise of a democratic ""Parliamentary Monarchy,"" and EVERY country in South America has fallen to Kommunism with the exception of Brasil, Uruguay and Colombia. @LINK",1
train_7268,train,7268,0,@USER Is this in your audit? 96 private schools Did OK private schools receive PPP? @USER @USER @USER @USER @USER @LINK,0
train_7269,train,7269,0,@USER @USER You are a tyrant. Masking 2 year olds? Shutting down businesses! You are as good as gone,0
train_7270,train,7270,0,"The very definition and exhibition of elitism. Worse yet, California citizens decided to keep @USER as their Governor, suppression as their model, and children as their victims. @USER",0
train_7271,train,7271,0,"@USER @USER We had the worst economy besides what we have now and during Carter. People got laid off or hours cut because of the requirements and people had a hard time finding jobs, as prices kept rising. He said could keep the plans they had, which turned out to be a lie.",0
train_7272,train,7272,1,This is embarrassing! When Brazil's President seems to defend free speech more than Democrats @LINK,0
train_7273,train,7273,0,"Political Patriots @LINK via @USER what is happening Guantanamo Honduras- military building hundreds tents, courthouse, place for trials. What is administration doing? @USER @USER @USER @USER @USER @USER @USER",0
train_7274,train,7274,0,"@USER Are you insinuating Biden is communist, and that the USA is under single-party rule by a dictator? XD uhh... Then explain all the capitalism, all the Republican governors and legislators and mayors and so on. What about conservative judges and justices?",0
train_7275,train,7275,1,"@USER @USER You know what Manchin and Simena, I wonder if they have a soul at all, they are acting like the Republicans, never ever have I ever seen so many Crooked people and they are in Congress and the Republicans are trying to destroy Democracy. PATHETIC",1
train_7276,train,7276,0,"@USER That wasn't in the unwritten, quid pro quo, that he agreed to to have them help him win the presidency. Everything goes back to Russia, Russia, Russia.",0
train_7277,train,7277,0,@USER Very similar - Radiation sickness and CV19 . Is it safe to eat Pacific fish?. USA West Coast waterways Fukushima contaminated. Russia can nuke USA with the nuclear fuel we sold them under Obama/Biden. We sold the nuke rope to hang ourselves like the communists predicted.,0
train_7278,train,7278,0,"@USER The Cut should be renamed The Cult. Unbelievable how many insane, mindless, ignorant people believe & proliferate these lies & are willing to be harmful & hateful to fellow citizens. The anonymity of social media removes all boundaries of kindness & care for each other.",1
train_7279,train,7279,0,Liberal backlash against Sinema grows on Capitol Hill as potential Arizona challenger emerges - CNN Politics @LINK,0
train_7280,train,7280,1,@USER No. Who could ever predict the Republicans would move the Overton window so far they get no blowback for letting people die by the thousands weekly,0
train_7281,train,7281,0,"Important to note: The ""resolution"" that senator @USER of Moscow objects to doesn't have any sanctions or teeth. The pro-authoritarian/communist @USER already blocked that resolution. @LINK",0
train_7282,train,7282,0,"@USER @USER Sir, if you do decide to run for Senate, your campaign will be of great interest to the nation.",0
train_7283,train,7283,0,"Voting members must complete their online ballot for a new Chair of the Women's Caucus by 5pm tomorrow, June 22. Check your email for a reminder with the subject: ""Votes Due Tomorrow Tues., June 22 by 5pm!"" Info at: @LINK @LINK",0
train_7284,train,7284,0,@USER How is the LGBT community supposed to grow in size without public school teachers encouraging students to join it?,0
train_7285,train,7285,0,Roy Blunt is not running for re-election. We wonder if the challengers are for gun sense? @USER @USER @USER @USER @USER @USER @USER,0
train_7286,train,7286,0,"@USER @USER Wow I wonder who else was a hardline Democrat until a revolutionary leader came along. Also, Lake was only a Dem because of Foreign Policy of Bush",0
train_7287,train,7287,0,"I am honored to have the endorsement of the War Veterans Fund! The number of veterans serving in Congress is at an all time low, lowest numbers since World War II. Now more than ever, we need more veterans in all levels of government. @USER",0
train_7288,train,7288,0,"@USER Best look again at what ""law abiding"" citizens have available to them. By the way, unless you're a member of a well regulated militia, you have NO right to own a firearm. NONE. @LINK",0
train_7289,train,7289,0,@USER @USER Whoever vaccinated your son broke the law if he wasn't warned about the possibility of this. Proceed appropriately. Your ex is also in a world of trouble. Don't let them get away with it. There must be hell to pay for these people.,1
train_7290,train,7290,0,"@USER Oh there will be a huge over reach already by seizing bank accounts, and also because they are planning to use rubber bullets on peaceful protesters!",0
train_7291,train,7291,0,"@USER A large number of Americans have been tricked/sold into the idea that the more guns, the better. By the NRA and the politicians that suck them off for money. They believe that restrictions go against their GOD given, CONSTUTIONAL rights. One, God does not govern the US. @LINK",1
train_7292,train,7292,0,@USER @USER @USER @USER @USER Anyone who agrees with this is not a caring human being!! Would you leave you injured or sick family member out in the cold with no help at all? How judgemental and uncaring can you be? Just think about how it would be for yourself being in a position of needing help!,1
train_7293,train,7293,0,"Fidel Castro then went on to ensure his 50+ year's ironfisted rule over Cuba via the same tactics. Even from the grave Fidel's regime is still oppressing the beautiful people of Cuba. Looks like apples don't fall too far from psychopath trees, aye? @LINK",1
train_7294,train,7294,1,Remember when saying CHILD LABOR is bad made you a Socialist or a Communist? Same tactics being used by the #GOPTraitors and #TFG are simply the successors to this fear & hate mongering ideology that has never been snuffed out. Stop falling for it. @USER,0
train_7295,train,7295,0,@USER And she has no care in the world how truly evil this is and is enabling the tyranny and violating American ppl's rights.,1
train_7296,train,7296,0,@USER @USER Don't forget FDR was also a DEMOCRAT! Just another example showing that Democrats were behind this racist atrocity...,0
train_7297,train,7297,0,"@USER Escort the Trucker convoy in America with your cars! Block every Democrat Controlled State Building, who are in Lockstep with Massive Mandates, Vaccine Passports, Social Score Cards. They want you paying the ""Haves"" more Money #TruckersForFreedom2022 #TruckerConvoy #maga #trump",0
train_7298,train,7298,0,"She has this backwards. It's the democrat teachers union that are fighting tooth and nail to keep children masked, which slows their speech and social abilities. As usual, MSNDC has it all WRONG!! @LINK",0
train_7299,train,7299,0,"@USER EDUCATION AND JOBS ARE CORRECT BUT POLICE ARE NEEDED BECAUSE SCUMBAGS WILL NEVER BE 100% ERADICATED. NOTHING IS EVER 100%. GOOD AND BAD EVRRYWHERE. THERE ARE MANY. WHIT UNDERPRIVILEGED SO GET OFF YOUR HIGH HORSE. YOU CRESTE HAVOC, IT WILL BE RECIPROCATED 10 FOLD.",0
