source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_1711,1711,mlburnham/scad_event_entailment,A vigilante group kills 8 Boko Haram fighters.,The event described in this text is extra-government violence.,0,1
event_test_1712,1712,mlburnham/scad_event_entailment,"UNITA rebels attack a Namibian town, leaving 3 dead.",The event described in this text is extra-government violence.,0,1
event_test_1713,1713,mlburnham/scad_event_entailment,A gang kills villagers over a land dispute.,The event described in this text is extra-government violence.,0,1
event_test_1714,1714,mlburnham/scad_event_entailment,Three Boko Haram suicide bombers attempted to infiltrate Maidugiri. They were spotted by security forces and detonated themselves before they could reach their targets,The event described in this text is extra-government violence.,0,1
event_test_1715,1715,mlburnham/scad_event_entailment,Armed robbers open fire indiscriminately in a market.,The event described in this text is extra-government violence.,0,1
event_test_1716,1716,mlburnham/scad_event_entailment,A Shebab suicide bomber rammed a vehicle loaded with explosives into an African Union military base ran by the Djiboutian Military in the city of Beledweyne.,The event described in this text is extra-government violence.,0,1
event_test_1717,1717,mlburnham/scad_event_entailment,Taposa tribesmen attack refugees at a temporary camp. Cause unknown.,The event described in this text is extra-government violence.,0,1
event_test_1718,1718,mlburnham/scad_event_entailment,A campaign worker for a vice presidential candidate is shot to death on a busy street.,The event described in this text is extra-government violence.,0,1
event_test_1719,1719,mlburnham/scad_event_entailment,A presidential security guard and a candidate's secretary are shot and killed just weeks ahead of a runoff vote.,The event described in this text is extra-government violence.,0,1
event_test_1720,1720,mlburnham/scad_event_entailment,13 people are executed inside a bus.,The event described in this text is extra-government violence.,0,1
event_test_1721,1721,mlburnham/scad_event_entailment,"Shebab militants attack an AU base, killing 4; 5 militants are killed.",The event described in this text is extra-government violence.,0,1
event_test_1722,1722,mlburnham/scad_event_entailment,An unspecified group of armed men assassinated a former Tuareg separatist leader,The event described in this text is extra-government violence.,0,1
event_test_1723,1723,mlburnham/scad_event_entailment,7 people are shot dead in the ongoing taxi war.,The event described in this text is extra-government violence.,0,1
event_test_1724,1724,mlburnham/scad_event_entailment,Armed men attack a drug safe house with automatic weapons and a rocket launcher.,The event described in this text is extra-government violence.,0,1
event_test_1725,1725,mlburnham/scad_event_entailment,"Gunmen shoot dead a mayoral candidate, along with his son and driver.",The event described in this text is extra-government violence.,0,1
event_test_1726,1726,mlburnham/scad_event_entailment,Drug gangs killed several members of a rival gang as part of ongoing competition,The event described in this text is extra-government violence.,0,1
event_test_1727,1727,mlburnham/scad_event_entailment,A mob of Azanian People's Liberation Army supporters beat and rob five whites.,The event described in this text is extra-government violence.,0,1
event_test_1728,1728,mlburnham/scad_event_entailment,Two Boko Haram suicide bombers blew themselves up in a refugee camp,The event described in this text is extra-government violence.,0,1
event_test_1729,1729,mlburnham/scad_event_entailment,"Militant from DRP was killed in partisan violence, 2 others killed in other incidents.",The event described in this text is extra-government violence.,0,1
event_test_1730,1730,mlburnham/scad_event_entailment,"Herdsmen attacked members of a rival tribe in an attempt to steal their cattle, sparking ethnic clashes. Tribal fighters fired on police when police attempted to intervene",The event described in this text is extra-government violence.,0,1
event_test_1731,1731,mlburnham/scad_event_entailment,Hutu rebels and Mai Mai loot a village.,The event described in this text is extra-government violence.,0,1
event_test_1732,1732,mlburnham/scad_event_entailment,"Unknown gunmen attack a village, killing 13, including 9 children.",The event described in this text is extra-government violence.,0,1
event_test_1733,1733,mlburnham/scad_event_entailment,Two suicide bombers were killed before they could reach their targets when their bombs detonated prematurely.,The event described in this text is extra-government violence.,0,1
event_test_1734,1734,mlburnham/scad_event_entailment,"Unknown attackers invade a church in Tabak, killing two. Retaliatory riots erupt in Zonkwa.",The event described in this text is extra-government violence.,0,1
event_test_1735,1735,mlburnham/scad_event_entailment,Two men assassinated the leader of a pro-government militia for unknown reasons,The event described in this text is extra-government violence.,0,1
event_test_1736,1736,mlburnham/scad_event_entailment,Gunmen abduct two French aid workers from the group Triangle.,The event described in this text is extra-government violence.,0,1
event_test_1737,1737,mlburnham/scad_event_entailment,"An AQIM suicide bomber detonated himself at the Gao airport, targeting MINUSMA peacekeepers.",The event described in this text is extra-government violence.,0,1
event_test_1738,1738,mlburnham/scad_event_entailment,An ethnic militia attacked members of a rival ethnic group,The event described in this text is extra-government violence.,0,1
event_test_1739,1739,mlburnham/scad_event_entailment,Three civilians are executed by drug gangs.,The event described in this text is extra-government violence.,0,1
event_test_1740,1740,mlburnham/scad_event_entailment,Attacks on trains in the Johannesburg area kill more than two dozen people,The event described in this text is extra-government violence.,0,1
event_test_1741,1741,mlburnham/scad_event_entailment,A suicide bomber targets a World Cup viewing center.,The event described in this text is extra-government violence.,0,1
event_test_1742,1742,mlburnham/scad_event_entailment,Villagers ambush Boko Haram militants.,The event described in this text is extra-government violence.,0,1
event_test_1743,1743,mlburnham/scad_event_entailment,"Gunmen shot activist Ali Perard, 28, in the right leg as he was leaving the opposition talks.",The event described in this text is extra-government violence.,0,1
event_test_1744,1744,mlburnham/scad_event_entailment,A self-defense group killed several Boko Haram attempted suicide bombers before they could detonate themselves,The event described in this text is extra-government violence.,0,1
event_test_1745,1745,mlburnham/scad_event_entailment,French soldiers attacked a jihadist camp in Southwestern Mali as part of ongoing anti-jihadist intervention,The event described in this text is extra-government violence.,0,1
event_test_1746,1746,mlburnham/scad_event_entailment,Tribal violence between Masai and Kisii,The event described in this text is extra-government violence.,0,1
event_test_1747,1747,mlburnham/scad_event_entailment,The general leading an operation to root out terrorism is attacked.,The event described in this text is extra-government violence.,0,1
event_test_1748,1748,mlburnham/scad_event_entailment,Militants executed three men accused of collaborating with the CIA and Kenyan and Somalia government to carry out airstrikes against al-Shabaab.,The event described in this text is extra-government violence.,0,1
event_test_1749,1749,mlburnham/scad_event_entailment,Cattle raid by Ethiopians near border. Tribesmen backed by Ethiopian rebels.,The event described in this text is extra-government violence.,0,1
event_test_1750,1750,mlburnham/scad_event_entailment,Gunmen attacked an Egyptian Coptic church and assaulted two priests,The event described in this text is extra-government violence.,0,1
event_test_1751,1751,mlburnham/scad_event_entailment,"Two Boko Haram suicide bombers attempted to attack civilians in Maidugiri. They were stopped by police, who killed one of them.",The event described in this text is extra-government violence.,0,1
event_test_1752,1752,mlburnham/scad_event_entailment,"Rattray and Lynch were beheaded, believed to be connected to clash between Clansman and One Order gangs.",The event described in this text is extra-government violence.,0,1
event_test_1753,1753,mlburnham/scad_event_entailment,Armed Bedouin tribesmen abducted a Hungarian member of the multinational observer force to demand the release of a member of their tribe arrested earlier on drug charges and they released their captive after tribal elders intervened,The event described in this text is extra-government violence.,0,1
event_test_1754,1754,mlburnham/scad_event_entailment,2 players and an assistant coach for Ocean Boys injured in attack before game.,The event described in this text is extra-government violence.,0,1
event_test_1755,1755,mlburnham/scad_event_entailment,Alleged massacre by Aidid militiamen against rival clans.,The event described in this text is extra-government violence.,0,1
event_test_1756,1756,mlburnham/scad_event_entailment,Gunmen travelling by camel and pick-up truck attacked a camp where residents allegedly stole cattle.,The event described in this text is extra-government violence.,0,1
event_test_1757,1757,mlburnham/scad_event_entailment,A group of masked men attacked a church and abducted an unidentified man,The event described in this text is extra-government violence.,0,1
event_test_1758,1758,mlburnham/scad_event_entailment,Mai Mai attack rebels transporting goods on a boat.,The event described in this text is extra-government violence.,0,1
event_test_1759,1759,mlburnham/scad_event_entailment,A bomb explodes outside the French embassy. No one is hurt.,The event described in this text is extra-government violence.,0,1
event_test_1760,1760,mlburnham/scad_event_entailment,"Unknown bombers throw a grenade into a bus station, wounding several right after an election.",The event described in this text is extra-government violence.,0,1
event_test_1761,1761,mlburnham/scad_event_entailment,"Rival supporters clashed outside of ballot counting center, wielding knives and throwing stones.",The event described in this text is extra-government violence.,0,1
event_test_1762,1762,mlburnham/scad_event_entailment,Gunmen shot and killed 3 oil company employees doing repair on oil pipeline.,The event described in this text is extra-government violence.,0,1
event_test_1763,1763,mlburnham/scad_event_entailment,Pirates menace several ships off the coast of Somalia.,The event described in this text is extra-government violence.,0,1
event_test_1764,1764,mlburnham/scad_event_entailment,Unknown gunmen attacked UN peacekeeping units,The event described in this text is extra-government violence.,0,1
event_test_1765,1765,mlburnham/scad_event_entailment,"Six grenades are exploded simultaneously outside fast-food restaurants, including the local Pizza Hut, Burger King, McDonald's, TGI Friday and unspecified others.",The event described in this text is extra-government violence.,0,1
event_test_1766,1766,mlburnham/scad_event_entailment,Hutu rebels kidnap 60 civilians.,The event described in this text is extra-government violence.,0,1
event_test_1767,1767,mlburnham/scad_event_entailment,Fulani hersmen killed 8 farmers on their way to a crop field in Sondi village in Wukari district.,The event described in this text is extra-government violence.,0,1
event_test_1768,1768,mlburnham/scad_event_entailment,Six people are executed. Threatening messages are found nearby.,The event described in this text is extra-government violence.,0,1
event_test_1769,1769,mlburnham/scad_event_entailment,"Rival tribes clash at polling station, claiming the other rigged the vote",The event described in this text is extra-government violence.,0,1
event_test_1770,1770,mlburnham/scad_event_entailment,A freelance photographer was gunned down in his home by local gang members whom he had photographed during reporting assignments.,The event described in this text is extra-government violence.,0,1
event_test_1771,1771,mlburnham/scad_event_entailment,A group of Fulani herdsmen and Muslim Seleka rebels attacked a village after the villagers refused to let the Fulani move their cattle across the village's territory,The event described in this text is extra-government violence.,0,1
event_test_1772,1772,mlburnham/scad_event_entailment,A former defender with the attorney general's office is assassinated.,The event described in this text is extra-government violence.,0,1
event_test_1773,1773,mlburnham/scad_event_entailment,Rival clans battle for control of the sea port.,The event described in this text is extra-government violence.,0,1
event_test_1774,1774,mlburnham/scad_event_entailment,"Jihadist fighters attacked an armoured van transporting money from a gold mine; the driver was killed, but the police accompanying the van fought off the attackers.",The event described in this text is extra-government violence.,0,1
event_test_1775,1775,mlburnham/scad_event_entailment,"One Muslim mand was killed outside a mosque in the PK5 neighborhood, site of religious conflict.",The event described in this text is extra-government violence.,0,1
event_test_1776,1776,mlburnham/scad_event_entailment,Boko Haram dragged men out of houses in Miringa village and shot them for escaping forced conscription.,The event described in this text is extra-government violence.,0,1
event_test_1777,1777,mlburnham/scad_event_entailment,"Gunmen open fire, and also destroy six electrical towers on the eve of a referendum on a new constitution.",The event described in this text is extra-government violence.,0,1
event_test_1778,1778,mlburnham/scad_event_entailment,"Gunmen stormed the Radisson Blu hotel in Bamako, opening fire and taking over 100 people hostage; 20 people died.",The event described in this text is extra-government violence.,0,1
event_test_1779,1779,mlburnham/scad_event_entailment,ISIS-affiliated gunmen gunned down a Coptic Christian priest standing next to his car.,The event described in this text is extra-government violence.,0,1
event_test_1780,1780,mlburnham/scad_event_entailment,Gunmen attack and rob a group of American volunteers.,The event described in this text is extra-government violence.,0,1
event_test_1781,1781,mlburnham/scad_event_entailment,Unknown arsonists burned down the main market in Lusaka,The event described in this text is extra-government violence.,0,1
event_test_1782,1782,mlburnham/scad_event_entailment,Members of LURD riot when leaders announce decision to remove Finance Minister Luseni Kamara from office.,The event described in this text is extra-government violence.,0,1
event_test_1783,1783,mlburnham/scad_event_entailment,"Hutu militiamen attack a refugee camp, killing nine.",The event described in this text is extra-government violence.,0,1
event_test_1784,1784,mlburnham/scad_event_entailment,"Unidentified gunmen waylaid a pickup truck carrying earthquake relief supplies and shot one relief volunteer, beat another, raped a female volunteer, and stole the group's cellphones and 40,000 pesos.",The event described in this text is extra-government violence.,0,1
event_test_1785,1785,mlburnham/scad_event_entailment,Gunmen open fire and kill three young students at a used car dealership.,The event described in this text is extra-government violence.,0,1
event_test_1786,1786,mlburnham/scad_event_entailment,"Gunmen invaded house in which wake was being held, 2 killed.",The event described in this text is extra-government violence.,0,1
event_test_1787,1787,mlburnham/scad_event_entailment,Gunmen kill taxi cab drivers.,The event described in this text is extra-government violence.,0,1
event_test_1788,1788,mlburnham/scad_event_entailment,A Christian Democrat legislator is killed under mysterious circumstances.,The event described in this text is extra-government violence.,0,1
event_test_1789,1789,mlburnham/scad_event_entailment,Women deputies stormed out of the parliament to protest an adoption of a polygamy bill.,The event described in this text is extra-government violence.,1,0
event_test_1790,1790,mlburnham/scad_event_entailment,4000 people protest Zionist aggression and show solidarity with Lebanon and Palestine. Occurs due to Israeli invasion of Lebanon.,The event described in this text is extra-government violence.,1,0
event_test_1791,1791,mlburnham/scad_event_entailment,"Citizens protested the new consititution, which they saw as being unfairly influenced by Muslims, and called for apologies for last week's violence.",The event described in this text is extra-government violence.,1,0
event_test_1792,1792,mlburnham/scad_event_entailment,"Citizens march in support of democracy, protesting against the establishment of an Islamic state",The event described in this text is extra-government violence.,1,0
event_test_1793,1793,mlburnham/scad_event_entailment,Opposition supporters marched to condemn electoral fraud in the 2015 presidential election.,The event described in this text is extra-government violence.,1,0
event_test_1794,1794,mlburnham/scad_event_entailment,Dozens of people protested against Prime Minister Zidan's government,The event described in this text is extra-government violence.,1,0
event_test_1795,1795,mlburnham/scad_event_entailment,"Son of former Mauritanian president goes on hunger strike in prison, alleging abuse of human rights.",The event described in this text is extra-government violence.,1,0
event_test_1796,1796,mlburnham/scad_event_entailment,Trade unions organized a protest of about twenty thousand in Casablanca to criticize the Moroccan government and Prime Minister Abdelilah Benkirane for failing to deliver on social and economic promises.,The event described in this text is extra-government violence.,1,0
event_test_1797,1797,mlburnham/scad_event_entailment,Relatives of jailed dissidents held press conference demanding that political prisoners be released and to mark 50th anniversary of UDHR.,The event described in this text is extra-government violence.,1,0
event_test_1798,1798,mlburnham/scad_event_entailment,Citizens protest negotiations of immigration acord with France,The event described in this text is extra-government violence.,1,0
event_test_1799,1799,mlburnham/scad_event_entailment,"About 500 Togolese nationals resident in Ghana's capital, Accra, Thursday demonstrated against Tuesday's coup attempt in their country and against France's decision not to intervene militarily.",The event described in this text is extra-government violence.,1,0
event_test_1800,1800,mlburnham/scad_event_entailment,Protesters demonstrate against the return of the president from a trip abroad.,The event described in this text is extra-government violence.,1,0
event_test_1801,1801,mlburnham/scad_event_entailment,"Around 2000 people in both Cape Town and Pretoria marched to protest corruption in the central government, particularly President Zuma's misspending.",The event described in this text is extra-government violence.,1,0
event_test_1802,1802,mlburnham/scad_event_entailment,Pro-Aristide businessman Antoine Izmery helped organize a protest to mark the one-year anniversary of the arrests of three pro-Aristide demonstrators; leaflets were distributed of Aristide; five demonstrators arrested.,The event described in this text is extra-government violence.,1,0
event_test_1803,1803,mlburnham/scad_event_entailment,Residents of Harare march to demand mayoral elections after Mugabe removed the previous mayor from office.,The event described in this text is extra-government violence.,1,0
event_test_1804,1804,mlburnham/scad_event_entailment,"About 200 people form local political parties, small vendor cooperatives, and INGOs hold anti-war protests in front of the US Embassy.",The event described in this text is extra-government violence.,1,0
event_test_1805,1805,mlburnham/scad_event_entailment,protesters call on the government for more action to find the kidnapped girls.,The event described in this text is extra-government violence.,1,0
event_test_1806,1806,mlburnham/scad_event_entailment,"About 300 protesters held a demonstration, demanding elections for parliament before the end of the year",The event described in this text is extra-government violence.,1,0
event_test_1807,1807,mlburnham/scad_event_entailment,"Anti-government protesters march to call on the president to resign, and to call upon the US to stop supporting the president.",The event described in this text is extra-government violence.,1,0
event_test_1808,1808,mlburnham/scad_event_entailment,Military intelligence arrested an opposition leader days before a strike was due to take place.,The event described in this text is extra-government violence.,1,0
event_test_1809,1809,mlburnham/scad_event_entailment,"Soldiers open fire on President, wounding him and rendering him unable to speak for several days",The event described in this text is extra-government violence.,1,0
event_test_1810,1810,mlburnham/scad_event_entailment,"An army colonel was arrested for ""behaviour that harms the requirements of the military"" after announcing his candidacy for President of Egypt on social media while wearing his uniform.",The event described in this text is extra-government violence.,1,0
event_test_1811,1811,mlburnham/scad_event_entailment,"Soldiers mutiny to protest the government repression of opposition protesters. They set up several road blocks. On the 11th, the leader of the mutineers claims control of the army. On the 16th and 17th, soldiers storm the presidential palace",The event described in this text is extra-government violence.,1,0
event_test_1812,1812,mlburnham/scad_event_entailment,The secretary general of the main opposition party was prevented from Kinshasa to Spain and had his passport confiscated.,The event described in this text is extra-government violence.,1,0
event_test_1813,1813,mlburnham/scad_event_entailment,"Government soldiers fire a rocket into the home of an opposition leader's son, killing him.",The event described in this text is extra-government violence.,1,0
event_test_1814,1814,mlburnham/scad_event_entailment,Security forces arrested two members of the opposition.,The event described in this text is extra-government violence.,1,0
event_test_1815,1815,mlburnham/scad_event_entailment,Security forced killed 19 in a drug related incident.,The event described in this text is extra-government violence.,1,0
event_test_1816,1816,mlburnham/scad_event_entailment,Police arrested 113 opposition leaders and civil society activists,The event described in this text is extra-government violence.,1,0
event_test_1817,1817,mlburnham/scad_event_entailment,Police arrested a U.S. citizen an charged her with subversion and inuslting the President after she posted remarks and a picture criticizing President Mugabe on Twitter.,The event described in this text is extra-government violence.,1,0
event_test_1818,1818,mlburnham/scad_event_entailment,Police arrested a pop singer after she released a sexually suggestive music video.,The event described in this text is extra-government violence.,1,0
event_test_1819,1819,mlburnham/scad_event_entailment,"Police arrested six journalists for spreading ""false information"" about military mutinies",The event described in this text is extra-government violence.,1,0
event_test_1820,1820,mlburnham/scad_event_entailment,Police arrested 40 protestors for holding an unlawful demonstration,The event described in this text is extra-government violence.,1,0
event_test_1821,1821,mlburnham/scad_event_entailment,Police arrested dozens of gay men for attending a gay wedding,The event described in this text is extra-government violence.,1,0
event_test_1822,1822,mlburnham/scad_event_entailment,Police prevent opposition groups from holding a rally,The event described in this text is extra-government violence.,1,0
event_test_1823,1823,mlburnham/scad_event_entailment,"The Algerian army launched an operation against IS militants, killing one of their leaders",The event described in this text is extra-government violence.,1,0
event_test_1824,1824,mlburnham/scad_event_entailment,"Police launched a major crackdown on Mara Salvatrucha, seizing assets and arresting members",The event described in this text is extra-government violence.,1,0
event_test_1825,1825,mlburnham/scad_event_entailment,Security forces open fire with live ammunition and use tear gas and batons to block opposition voters from casting their ballots at polling stations in opposition strongholds during a second runoff parliamentary election.,The event described in this text is extra-government violence.,1,0
event_test_1826,1826,mlburnham/scad_event_entailment,More than 750 police and army troops raid the nation's top security prison after officials receive repeated warnings that two of the western hemisphere's most notorious drug bosses had joined forces behind bars.,The event described in this text is extra-government violence.,1,0
event_test_1827,1827,mlburnham/scad_event_entailment,"Government air forces targeted a Dernah courthouse that is a base for IS religious police, but missed and hit a house, killing at least 5 civilians.",The event described in this text is extra-government violence.,1,0
event_test_1828,1828,mlburnham/scad_event_entailment,"Citizens protest lack of water, power and phone services for over a week and demand President's resignation",The event described in this text is extra-government violence.,1,0
event_test_1829,1829,mlburnham/scad_event_entailment,"Truck drivers strike, protesting extortion practices by government",The event described in this text is extra-government violence.,1,0
event_test_1830,1830,mlburnham/scad_event_entailment,"Shell contract workers strike, protesting poor working conditions",The event described in this text is extra-government violence.,1,0
event_test_1831,1831,mlburnham/scad_event_entailment,Activists in Southeast Nigeria organized a stay-home general strike to demand an independent Biafra,The event described in this text is extra-government violence.,1,0
event_test_1832,1832,mlburnham/scad_event_entailment,"Burkina Faso on Thursday closed the student campus at the university of Ouagadougou, which has been paralysed by a student strike for the past fortnight.",The event described in this text is extra-government violence.,1,0
event_test_1833,1833,mlburnham/scad_event_entailment,Doctors and health workers strike over unpaid wages,The event described in this text is extra-government violence.,1,0
event_test_1834,1834,mlburnham/scad_event_entailment,Civil Servants went on strike demanding greater wages,The event described in this text is extra-government violence.,1,0
event_test_1835,1835,mlburnham/scad_event_entailment,Avocado packers went on strike to demand higher wages.,The event described in this text is extra-government violence.,1,0
event_test_1836,1836,mlburnham/scad_event_entailment,Judges went on strike to protest the government's decision to remove judges from office.,The event described in this text is extra-government violence.,1,0
event_test_1837,1837,mlburnham/scad_event_entailment,"Teachers strike, demanding reinstatement of five colleagues fired by the president.",The event described in this text is extra-government violence.,1,0
event_test_1838,1838,mlburnham/scad_event_entailment,The DRC national football struck over unpaid bonuses.,The event described in this text is extra-government violence.,1,0
event_test_1839,1839,mlburnham/scad_event_entailment,"Citizens strike, calling for resignation of President",The event described in this text is extra-government violence.,1,0
event_test_1840,1840,mlburnham/scad_event_entailment,"Oil workers strike, protesting privatisation plans of state-run petroleum company and filling stations",The event described in this text is extra-government violence.,1,0
event_test_1841,1841,mlburnham/scad_event_entailment,"40,000 workers close all govt. offices throughout the country. USTN calls for payment of salary arrears, and an end to privatization.",The event described in this text is extra-government violence.,1,0
event_test_1842,1842,mlburnham/scad_event_entailment,Professors strike for higher pay.,The event described in this text is extra-government violence.,1,0
event_test_1843,1843,mlburnham/scad_event_entailment,2500 oil workers strike for higher pay and improved housing.,The event described in this text is extra-government violence.,1,0
event_test_1844,1844,mlburnham/scad_event_entailment,"Tazara railway workers strike, demanding higher wages",The event described in this text is extra-government violence.,1,0
event_test_1845,1845,mlburnham/scad_event_entailment,"28,000 workers strike over wages.",The event described in this text is extra-government violence.,1,0
event_test_1846,1846,mlburnham/scad_event_entailment,The Malawi Congress of Trade Unions (MCTU) admitted that a national strike called for Wednesday had failed.,The event described in this text is extra-government violence.,1,0
event_test_1847,1847,mlburnham/scad_event_entailment,"Electric workers strike, protesting unpaid allowances.",The event described in this text is extra-government violence.,1,0
event_test_1848,1848,mlburnham/scad_event_entailment,Civil servants strike over a wage dispute.,The event described in this text is extra-government violence.,1,0
event_test_1849,1849,mlburnham/scad_event_entailment,"A militant, pro-Sandinista public employee's union strikes for higher wages. The strike ends with a doubling of salaries and promises by the government not to fire the strikers.",The event described in this text is extra-government violence.,1,0
event_test_1850,1850,mlburnham/scad_event_entailment,Baggage handlers of EgyptAir staged a strike,The event described in this text is extra-government violence.,1,0
event_test_1851,1851,mlburnham/scad_event_entailment,Workers at Volkswagen AG strike for a pay increase.,The event described in this text is extra-government violence.,1,0
event_test_1852,1852,mlburnham/scad_event_entailment,Workers staged a sit-in over pay at two AngloGold mines.,The event described in this text is extra-government violence.,1,0
event_test_1853,1853,mlburnham/scad_event_entailment,ExxonMobil employees strike after dozens of local workers are laid off.,The event described in this text is extra-government violence.,1,0
event_test_1854,1854,mlburnham/scad_event_entailment,"Citizens of Ondo state strike, demanding higher minimum wages",The event described in this text is extra-government violence.,1,0
event_test_1855,1855,mlburnham/scad_event_entailment,Bus and taxi drivers strike over hike in fuel prices,The event described in this text is extra-government violence.,1,0
event_test_1856,1856,mlburnham/scad_event_entailment,Striking civil servants shut down Malawi's capital Monday to protest economic reforms that have decimated their buying power.,The event described in this text is extra-government violence.,1,0
event_test_1857,1857,mlburnham/scad_event_entailment,Rubber plantation workers strike demanding the removal of a top manager.,The event described in this text is extra-government violence.,1,0
event_test_1858,1858,mlburnham/scad_event_entailment,"Miners went on strike to demand greater monthly take-home pay, workers blocked roads to mine with tires, tree trunks & marched on mine shaft.",The event described in this text is extra-government violence.,1,0
event_test_1859,1859,mlburnham/scad_event_entailment,"Teachers staged a three-day strike to demand better pay, striking teachers in Zawiya also briefly blocked an oil refinery",The event described in this text is extra-government violence.,1,0
event_test_1860,1860,mlburnham/scad_event_entailment,Bus drivers strike to protest against new regulations that they say favor competing mini-bus drivers.,The event described in this text is extra-government violence.,1,0
event_test_1861,1861,mlburnham/scad_event_entailment,Nearly 1000 teachers protest over back pay.,The event described in this text is extra-government violence.,1,0
event_test_1862,1862,mlburnham/scad_event_entailment,Boko Haram bombs a packed bus station.,The event described in this text is extra-government violence.,0,1
event_test_1863,1863,mlburnham/scad_event_entailment,"Several hundred youths attempted to hold demonstration, were turned away by police.",The event described in this text is extra-government violence.,1,0
event_test_1864,1864,mlburnham/scad_event_entailment,Attackers hurl a grenade into a home.,The event described in this text is extra-government violence.,0,1
event_test_1865,1865,mlburnham/scad_event_entailment,Two rival tribes compete over goldmines,The event described in this text is extra-government violence.,0,1
event_test_1866,1866,mlburnham/scad_event_entailment,Unidentified militants set off 5 bombs at various metro stations around Cairo causing 4 injuries and no deaths.,The event described in this text is extra-government violence.,0,1
event_test_1867,1867,mlburnham/scad_event_entailment,Bus owners strike to protest a court decision blocking public transport fare increases needed to make improvements to vehicles.,The event described in this text is extra-government violence.,1,0
event_test_1868,1868,mlburnham/scad_event_entailment,Gunmen who are part of the armed wing of the Juarez cartel open fire on a crowd celebrating in a house after an amateur baseball game.,The event described in this text is extra-government violence.,0,1
event_test_1869,1869,mlburnham/scad_event_entailment,Two MSF staff killed in separate attacks on villages in Unity state. Both had worked at hospital in Leer before it was overrun earlier.,The event described in this text is extra-government violence.,0,1
event_test_1870,1870,mlburnham/scad_event_entailment,"Unidentified assailants attacked a MINUSMA convoy with explosives and rocket-launchers, killing one peacekeeper and wounding three, but were chased off by other peacekeepers.",The event described in this text is extra-government violence.,0,1
event_test_1871,1871,mlburnham/scad_event_entailment,Pirates kidnap sailors off of Nigeria's coast in search of their cargo.,The event described in this text is extra-government violence.,0,1
event_test_1872,1872,mlburnham/scad_event_entailment,Farm workers went on strike to demand wage increases.,The event described in this text is extra-government violence.,1,0
event_test_1873,1873,mlburnham/scad_event_entailment,Security guards strike.,The event described in this text is extra-government violence.,1,0
event_test_1874,1874,mlburnham/scad_event_entailment,Assailants killed five people in an attack on the village.,The event described in this text is extra-government violence.,0,1
event_test_1875,1875,mlburnham/scad_event_entailment,Unknown men attack a group of Rwandan children and a civilian aid worker.,The event described in this text is extra-government violence.,0,1
event_test_1876,1876,mlburnham/scad_event_entailment,"A car bomb explodes in front of a hotel, killing one.",The event described in this text is extra-government violence.,0,1
event_test_1877,1877,mlburnham/scad_event_entailment,A resident of a refugee camp shoots and kills three aid workers.,The event described in this text is extra-government violence.,0,1
event_test_1878,1878,mlburnham/scad_event_entailment,A lawyer who defended a drug dealer turned informant is attacked.,The event described in this text is extra-government violence.,0,1
event_test_1879,1879,mlburnham/scad_event_entailment,General strike.,The event described in this text is extra-government violence.,1,0
event_test_1880,1880,mlburnham/scad_event_entailment,Armed attack on the town of Markounda by forces unknown.,The event described in this text is extra-government violence.,0,1
event_test_1881,1881,mlburnham/scad_event_entailment,Militants arrest people they suspect of spying for the US.,The event described in this text is extra-government violence.,0,1
event_test_1882,1882,mlburnham/scad_event_entailment,Attackers with automatic weapons kill two men.,The event described in this text is extra-government violence.,0,1
event_test_1883,1883,mlburnham/scad_event_entailment,A group of protesters demonstrates against junta chief Mohamed Ould Abdel Aziz when he visits Tidjikja. They call for the release of the former prime minister from prison.,The event described in this text is extra-government violence.,1,0
event_test_1884,1884,mlburnham/scad_event_entailment,An alleged killer was arrested for involvement in a mass grave that was found to have 30 bodies of government supporters in it.,The event described in this text is extra-government violence.,0,1
event_test_1885,1885,mlburnham/scad_event_entailment,Two Boko Haram suicide bombers detonated themselves at a civilian militia checkpoint,The event described in this text is extra-government violence.,0,1
event_test_1886,1886,mlburnham/scad_event_entailment,Pirates attack a cruise liner off the Somali coast.,The event described in this text is extra-government violence.,0,1
event_test_1887,1887,mlburnham/scad_event_entailment,Two fractions of the army fought over control of the state television and radio complex in the capital following a coup attempt by General Godefroid Niyombare. Loyalist soldiers remained in control.,The event described in this text is extra-government violence.,1,0
event_test_1888,1888,mlburnham/scad_event_entailment,A gang of 20 men robs a train.,The event described in this text is extra-government violence.,0,1
event_test_1889,1889,mlburnham/scad_event_entailment,An FMLN leader is gunned down.,The event described in this text is extra-government violence.,0,1
event_test_1890,1890,mlburnham/scad_event_entailment,300 UN employees strike and demonstrate against MONUC over a wage dispute.,The event described in this text is extra-government violence.,1,0
event_test_1891,1891,mlburnham/scad_event_entailment,Cattle rustlers invade a commune and steal cattle.,The event described in this text is extra-government violence.,0,1
event_test_1892,1892,mlburnham/scad_event_entailment,"No motive was provided for the killings, but gang involvement is suspected.",The event described in this text is extra-government violence.,0,1
event_test_1893,1893,mlburnham/scad_event_entailment,Mass transit workers want a hike in their fares to cover increased fuel prices,The event described in this text is extra-government violence.,1,0
event_test_1894,1894,mlburnham/scad_event_entailment,A white farmer is killed in a racial attack in Mandela Park. Black gunmen torch a hotel in Ladybrand.,The event described in this text is extra-government violence.,0,1
