source_id,source_row,source_sentiment,source_fold,source_vader_sentiment,source_svm_sentiment,source_bert_sentiment,text,gt_pro_kavanaugh
kavanaugh_1348,1348,0,4,0.0,0,0,"RT @charliekirk11 This is so much bigger than Kavanaugh This is the most visible &amp; consequential test of how the sinister left will do absolutely anything to maintain power and attack conservatives Lie, cheat, delay. Whatever it takes. We absolutely cannot allow them to win. Confirm Kavanaugh",1
kavanaugh_1349,1349,0,3,0.0,0,0,"RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0
kavanaugh_1351,1351,0,2,0.0,0,0,"RT @KimStrassel 1) Breaking, and a big deal: Fourth person that Ford named as present at infamous event denies even knowing kavanaugh, much less ever attending a party where he was present.",1
kavanaugh_1352,1352,0,5,,0,0,"RT @sarahkendzior Thread on the \average voters\"" defending Kavanaugh on CNN who are actually Republican operatives https://t.co/jO6zEJ0mJA""",0
kavanaugh_1353,1353,0,5,1.0,0,0,RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0
kavanaugh_1354,1354,0,2,0.0,0,0,RT @dbongino Is there ever going to come a day when Republicans stop pretending we lost the election? #Kavanaugh #Immigration #GovernmentSpending,1
kavanaugh_1355,1355,0,4,0.0,0,0,"RT @funder Dear Judge Kavanaugh- We request that you withdraw your nomination. Whether it's the stolen emails, hidden documents, your perjury, your lies, your work in the Bush WH and now the assault allegations... America deserves better. Withdraw. Signed, Everyone Who Retweets This 🇺🇸",0
kavanaugh_1356,1356,0,4,1.0,0,0,RT @mitchellvii THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.,1
kavanaugh_1357,1357,0,4,0.0,0,0,"RT @funder Dear Judge Kavanaugh- We request that you withdraw your nomination. Whether it's the stolen emails, hidden documents, your perjury, your lies, your work in the Bush WH and now the assault allegations... America deserves better. Withdraw. Signed, Everyone Who Retweets This 🇺🇸",0
kavanaugh_1358,1358,0,2,1.0,0,0,"RT @Thomas1774Paine KELLYANNE ASKS REPORTERS WHY THEY’RE NOT COVERING DEATH THREATS AGAINST KAVANAUGH’S WIFE, DAUGHTERS https://t.co/eEaN21d32N",1
kavanaugh_1359,1359,0,2,0.0,0,0,RT @GeorgeTakei This pathetic president is now attacking Dr. Ford personally. And McConnell said Kavanaugh will get confirmed no matter what. The only language these toads understand is power. So let’s use the power of our votes to strip them of their power in November. It is the only way.,0
kavanaugh_1360,1360,0,2,0.0,0,0,"RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0
kavanaugh_1361,1361,0,3,0.0,0,0,"RT @washingtonpost “I’ve got this terrible secret”: Kavanaugh accuser Christine Blasey Ford moved 3,000 miles to reinvent herself. It wasn’t enough. https://t.co/ykWzgrJ4DY",0
kavanaugh_1362,1362,0,2,1.0,0,0,RT @IngrahamAngle Emotional &amp; political extortion underway courtesy of left-wing activists rep’ing the Kavanaugh accuser. Time’s up.,1
kavanaugh_1363,1363,0,1,0.0,0,0,RT @paulsperry_ BREAKING: Radical anti-Kavanaugh activists from several national leftwing groups planning to bus in protestors and hold protest-training program in DC on Sunday &amp; then stage massive protests and disruptions next week on Capitol Hill to intimidate senators ... details to come ...,1
kavanaugh_1364,1364,0,5,0.0,0,0,RT @christinawilkie New: Trump HUD Secretary Ben Carson believes the Kavanaugh sexual assault allegations are part of a centuries old Socialist plot that began in England with something called the Fabian Society. https://t.co/ln3lGSlfC1,0
kavanaugh_1365,1365,0,2,1.0,0,0,"RT @Thomas1774Paine KELLYANNE ASKS REPORTERS WHY THEY’RE NOT COVERING DEATH THREATS AGAINST KAVANAUGH’S WIFE, DAUGHTERS https://t.co/eEaN21d32N",1
kavanaugh_1366,1366,0,3,1.0,0,0,"RT @RealCandaceO #whyididntreportit Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing. Thank you all for allowing me this safe space to share my non-story, 34 years later.",1
kavanaugh_1367,1367,0,2,0.0,0,0,"RT @burgessev Bad 48 hours for the Kavanaugh defense: Whelan theory flops hard, Trump attacks Dr. Ford and now this https://t.co/DU7bReVoUP",0
kavanaugh_1368,1368,0,5,1.0,0,0,"RT @SuzeOrmanShow He violates every one of my rules — huge debt, buying a house he can’t afford, borrowing against 401k, buying tickets and country club fees that he can’t afford —not what a Supreme Court justice should be doing https://t.co/f5XpKTTOmz",0
kavanaugh_1369,1369,0,4,0.0,0,0,"RT @realTylerZed Corey Booker wrote a piece in 1992 called “So Much for Stealing Second” in which he details groping a woman at 15 years old. If Kavanaugh is investigated for his supposed actions at 17, Corey Booker better be investigated, too. He already admitted to it so it won’t take long!",1
kavanaugh_1370,1370,0,5,0.0,0,0,RT @maziehirono Chairman Grassley is now threatening to hold a vote on Brett Kavanaugh’s nomination on Monday unless Dr. Blasey Ford gives in to his demands. The 11 Republican men on the committee are treating this like a hostage situation. They just don’t get it.,0
kavanaugh_1371,1371,0,2,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_1372,1372,0,4,1.0,0,0,RT @KaivanShroff Rich white male privilege is defining “having your life ruined” as not getting to be on the Supreme Court.,0
kavanaugh_1373,1373,0,3,,0,0,RT @DonaldJTrumpJr Obviously not political: Kavanaugh Accuser’s Lawyer Caught On Camera: ‘We Are Going To Resist’ https://t.co/w8tDtcSbKZ,1
kavanaugh_1374,1374,0,2,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_1375,1375,0,4,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1376,1376,0,1,0.0,0,0,RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0
kavanaugh_1377,1377,0,5,1.0,0,0,RT @DineshDSouza What about the octogenarian turkey on the Supreme Court who can’t stay awake at public events? https://t.co/1VVGU0Z69y,1
kavanaugh_1378,1378,0,1,0.0,0,0,"RT @steph93065 Dr. Fraud's story is that that there were 4 people at the party where Kavanaugh allegedly assaulted her. 1) Brett Kavanaugh 2) Mark Judge 3) Patrick J. Smyth 4) Leland Ingham Keyser ALL 4 have now denied there was any such party. Meanwhile, Dr. Fraud is $400k richer.",1
kavanaugh_1379,1379,0,5,0.0,0,0,"RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans- Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",1
kavanaugh_1380,1380,0,3,1.0,0,0,"RT @JeffSharlet Good fucking God. \Tiger Mom\"" author law prof Amy Chua was allegedly grooming female law students for Brett Kavanaugh. I'm a professor. If I told a student to send me pictures of herself in different outfits, I'd be fired, and rightly so. Whatcha gonna do, @Yale? https://t.co/VoIjK2feFp""",0
kavanaugh_1381,1381,0,1,1.0,0,0,RT @mitchellvii THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.,1
kavanaugh_1382,1382,0,4,1.0,0,0,RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0
kavanaugh_1383,1383,0,1,0.0,0,0,"RT @realTylerZed Corey Booker wrote a piece in 1992 called “So Much for Stealing Second” in which he details groping a woman at 15 years old. If Kavanaugh is investigated for his supposed actions at 17, Corey Booker better be investigated, too. He already admitted to it so it won’t take long!",1
kavanaugh_1384,1384,0,5,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1385,1385,0,2,1.0,0,0,"RT @jtd_gameon12 We would be a nation of fools to deny well qualified Brett Kavanaugh a seat on our Supreme Court, on the mere word of one opposition party activist with unsubstantiated, uncoroberated, unfounded allegations of his behavior in HS 36 years ago! Where is the “Justice” to this⁉️ https://t.co/3ZGoz28flp",1
kavanaugh_1386,1386,0,2,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_1387,1387,0,1,0.0,0,0,RT @NoahCRothman This is simply insane. It amounts to the claim that Kavanaugh cannot defend himself from this accusation without transgressing against The Moment and must tacitly accept guilt by withdrawing. https://t.co/17DlLwhvDD https://t.co/rUk67jXDTA,1
kavanaugh_1388,1388,0,1,1.0,0,1,RT @ianshapira Four WashPost colleagues and I spent the last several days talking to friends of Christine Blasey Ford and her husband Russell Ford. They initially wanted to flee the country once they thought Kavanaugh might get named to the Supreme Court. Our new story: https://t.co/ALnjosN11v,0
kavanaugh_1389,1389,0,5,1.0,0,0,"RT @cher YES these Guys were friends.1 Had alcoholic Blackouts &amp; BK drank 2Passing out,no respect 4 Girls,&amp;Chosen by Pres.Who Assaulted/Humiliated women 4 Decades &amp; Paid hundreds of Thousands💰2 hide It.BRETTS MOTTO”WHAT HAPPENS IN GEORGETOWN PREP STAYS IN GT PREP” https://t.co/wjfSmPm41G",0
kavanaugh_1390,1390,0,4,0.0,0,0,"RT @charliekirk11 This is so much bigger than Kavanaugh This is the most visible &amp; consequential test of how the sinister left will do absolutely anything to maintain power and attack conservatives Lie, cheat, delay. Whatever it takes. We absolutely cannot allow them to win. Confirm Kavanaugh",1
kavanaugh_1391,1391,0,3,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1392,1392,0,5,0.0,0,0,"RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0
kavanaugh_1393,1393,0,2,0.0,0,0,"RT @atensnut Democrats can’t just “move on” and jump on the bandwagon of Sketchy allegations against Kavanaugh, without accepting the egregiousness of turning their backs on the victims of Bill Clinton.",1
kavanaugh_1394,1394,0,3,1.0,0,0,"RT @aravosis @renato_mariotti just raised excellent point on CNN. If @ChuckGrassley isn’t careful, Dr Ford can simply go to Maryland and file charges against Kavanaugh. And then we’d have a sitting Supreme Court justice under investigation for attempted rape. Right before the midterms.",0
kavanaugh_1395,1395,0,3,1.0,0,0,"RT @KimStrassel Wow. And CNN reporting that the fourth person, Leland Keyser, is denying memory of knowing kavanaugh or of this event, even though \Keyser is a lifelong friend of Ford's.\"" Wow, again.""",1
kavanaugh_1396,1396,0,2,0.0,0,0,"RT @WendySiegelman Talk about burying the lede - Garrett Ventry a spokesman on Kavanaugh nomination for committee chaired by Grassley resigns after accusations of harassment - he's listed on zoom info as working for CRC Public Relations, the firm that helped Ed Whelan https://t.co/MJeRjDYaWq",0
kavanaugh_1397,1397,0,3,1.0,0,0,"RT @NARAL “We are fifteen-year-old girls. Fifteen, The same age you were when seventeen-year-old Brett Kavanaugh assaulted you. Our hearts break for the fifteen-year-old girl who walked in, and how different that girl was who walked out.” https://t.co/o3quJ8hCnD #WeBelieveHer",0
kavanaugh_1398,1398,0,3,0.0,0,0,RT @BrianKarem BREAKING: Montgomery MD PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩ ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,0
kavanaugh_1399,1399,0,4,1.0,0,0,"RT @true_pundit KELLYANNE ASKS REPORTERS WHY THEY’RE NOT COVERING DEATH THREATS AGAINST KAVANAUGH’S WIFE, DAUGHTERS https://t.co/72CSwZRqSc",1
kavanaugh_1400,1400,0,4,1.0,0,0,"RT @aravosis @renato_mariotti just raised excellent point on CNN. If @ChuckGrassley isn’t careful, Dr Ford can simply go to Maryland and file charges against Kavanaugh. And then we’d have a sitting Supreme Court justice under investigation for attempted rape. Right before the midterms.",0
kavanaugh_1401,1401,0,2,0.0,0,0,RT @RealJack Just vote and confirm Kavanaugh already. She’s clearly a pathological liar. INFURIATING: Chuck Grassley Gives ONE MORE Extension To Ford; And Time Is Running Out https://t.co/Lpof94DXv6,1
kavanaugh_1402,1402,0,3,0.0,0,0,RT @ThePlumLineGS Read @RadioFreeTom on why Ed Whelan's denials of coordination ring hollow and the pressure this puts on Kavanaugh: https://t.co/wCP6VgpZGx,0
kavanaugh_1403,1403,0,3,0.0,0,0,"RT @WendySiegelman Talk about burying the lede - Garrett Ventry a spokesman on Kavanaugh nomination for committee chaired by Grassley resigns after accusations of harassment - he's listed on zoom info as working for CRC Public Relations, the firm that helped Ed Whelan https://t.co/MJeRjDYaWq",0
kavanaugh_1404,1404,0,1,0.0,0,0,RT @mitchellvii NO ONE BELIEVES HER - HOLD THE DAMNED VOTE! Only 25 Percent of Women Think Kavanaugh Accusations Are Credible https://t.co/ST0Y2aiUmQ,1
kavanaugh_1405,1405,0,1,1.0,0,0,"RT @KimStrassel Wow. And CNN reporting that the fourth person, Leland Keyser, is denying memory of knowing kavanaugh or of this event, even though \Keyser is a lifelong friend of Ford's.\"" Wow, again.""",1
kavanaugh_1406,1406,0,1,1.0,0,0,"RT @SuzeOrmanShow He violates every one of my rules — huge debt, buying a house he can’t afford, borrowing against 401k, buying tickets and country club fees that he can’t afford —not what a Supreme Court justice should be doing https://t.co/f5XpKTTOmz",0
kavanaugh_1407,1407,0,4,0.0,0,0,RT @CattHarmony It is disgusting that Democrats deflect away from the evidence of Ellison's domestic violence while accusing Kavanaugh without credible proof. #WalkAwayFromDemocrats #VoteDemsOut #VoteRed2018 https://t.co/KjaOCEf8tI,1
kavanaugh_1408,1408,0,1,0.0,0,0,"RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",1
kavanaugh_1409,1409,0,1,1.0,0,0,"RT @RealCandaceO #whyididntreportit Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing. Thank you all for allowing me this safe space to share my non-story, 34 years later.",1
kavanaugh_1410,1410,0,4,0.0,0,0,"RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",1
kavanaugh_1411,1411,0,4,0.0,0,0,RT @RealJack Just vote and confirm Kavanaugh already. She’s clearly a pathological liar. INFURIATING: Chuck Grassley Gives ONE MORE Extension To Ford; And Time Is Running Out https://t.co/Lpof94DXv6,1
kavanaugh_1412,1412,0,3,1.0,0,0,RT @mschlapp Im told that Jeff Flake is the only Republican causing problems for Kavanaugh. He's gone from conservative champion to roadblock.,1
kavanaugh_1413,1413,0,1,1.0,0,0,"RT @SuzeOrmanShow He violates every one of my rules — huge debt, buying a house he can’t afford, borrowing against 401k, buying tickets and country club fees that he can’t afford —not what a Supreme Court justice should be doing https://t.co/f5XpKTTOmz",0
kavanaugh_1414,1414,0,5,0.0,0,0,"RT @AJentleson This is intentional. Ford holds enormous power &amp; Grassley can't stand it. This tweet and McConnell today saying they'll \plow right through\"" are meant to make her feel powerless. They know Kavanaugh's nomination won't survive her testimony and they're trying to intimidate her. https://t.co/P3Zcn2XJtY""",0
kavanaugh_1415,1415,0,2,1.0,0,0,RT @mitchellvii THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.,1
kavanaugh_1416,1416,0,1,1.0,0,0,"RT @TedGenoways On Sunday, before her name was public, Christine Blasey Ford alerted an associate via email that GOP and Federalist Society operative Ed Whelan had looked at her LinkedIn page. If Kavanaugh didn't assault ANYONE, how did he and associates know Ford's name? https://t.co/dfI8o3SuN1",0
kavanaugh_1417,1417,0,4,0.0,0,0,"RT @KimStrassel 1) Breaking, and a big deal: Fourth person that Ford named as present at infamous event denies even knowing kavanaugh, much less ever attending a party where he was present.",1
kavanaugh_1418,1418,0,2,0.0,0,0,RT @ChristieC733 Even some of Media are embarrassed by this dog and pony show. Media Hits Democrats for Politicizing Kavanaugh Accusation #ConfirmKavanaughNow #PoliticsNotJustice #DogAndPonyShow https://t.co/plUY1SmqAw,1
kavanaugh_1419,1419,0,5,1.0,0,0,"RT @RBReich A woman has accused a Supreme Court nominee of pinning her to a bed, groping her and covering her mouth when she screamed. She has provided therapist notes from years ago, taken a polygraph, and is willing to undergo an FBI investigation. McConnell wants to \plow right through.\""""",0
kavanaugh_1420,1420,0,5,1.0,0,0,"RT @WhitfordBradley For a guy who’s a judge, Brett Kavanaugh seems to really hate the idea of going through a fair, methodical process where information is gathered and opposing points of view are expressed so that we can find out the truth.",0
kavanaugh_1421,1421,0,3,0.0,0,0,RT @hrenee80 Why in the hell are we negotiating with Christine Ford? This is her allegation Screw her ‘negotiations’ Who tf does she think she is Walk away Confirm Kavanaugh This is the one of the weakest and most ridiculous things I have ever witnessed.,1
kavanaugh_1422,1422,0,4,1.0,0,0,"RT @aravosis @renato_mariotti just raised excellent point on CNN. If @ChuckGrassley isn’t careful, Dr Ford can simply go to Maryland and file charges against Kavanaugh. And then we’d have a sitting Supreme Court justice under investigation for attempted rape. Right before the midterms.",0
kavanaugh_1423,1423,0,1,0.0,0,0,"RT @KimStrassel 1) Breaking, and a big deal: Fourth person that Ford named as present at infamous event denies even knowing kavanaugh, much less ever attending a party where he was present.",1
kavanaugh_1424,1424,0,4,1.0,0,0,"RT @RogueSNRadvisor Putting aside everything else for a moment, Kavanaugh's murky financials are major, major red flags. Dark money. Unexplained debt payments. There is very clearly a concerted, monied effort running in the background. https://t.co/evicRbvMLp",0
kavanaugh_1425,1425,0,2,0.0,0,0,"RT @jedshug I’m reposting on Kavanaugh’s implausible denials about knowing of Judge Kozinski’s serial sexual harassment. Many knew Kozinski’s chambers were unpleasant. But how widespread was it that he had some problem with women specifically? In my experience at YLS 19 years ago, we knew. https://t.co/1Yup4T6WyJ",0
kavanaugh_1426,1426,0,1,,0,0,RT @Bakari_Sellers Kavanaugh won’t make it to Thursday. He will withdraw. Start your engines Amy Barrett and Mike Lee.,0
kavanaugh_1427,1427,0,4,1.0,0,0,"RT @megangarber As we talk this weekend, let's be clear about what so many of the bad-faith defenses of Kavanaugh are really defending: https://t.co/6o7cpVEDW9 https://t.co/UwSDtLqb04",0
kavanaugh_1428,1428,0,5,1.0,0,0,RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0
kavanaugh_1429,1429,0,3,1.0,0,0,"RT @MaddowBlog Not only is Brett Kavanaugh's support at an unprecedented low, it appears to be dropping over time, the longer they consider him. https://t.co/hnkcsicCcQ",0
kavanaugh_1430,1430,0,4,1.0,0,0,RT @KaivanShroff Rich white male privilege is defining “having your life ruined” as not getting to be on the Supreme Court.,0
kavanaugh_1431,1431,0,2,0.0,0,0,RT @TomSteyer All anti-democratic movements are rooted in anti-feminism. Mr. Kavanaugh is not telling the truth.,0
kavanaugh_1432,1432,0,2,1.0,0,0,"RT @alley167 @cg_sands4 Spot on! America is walking a thin line. Democrats are putting a target on our young men if this goes through. I have no respect for Democrats or MSM left. How they treated this Ford situation,whiledevastating Kavanaugh and his children.God please give them strength https://t.co/lFV9lnxSzq",1
kavanaugh_1433,1433,0,4,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1434,1434,0,4,1.0,0,0,"RT @JeffSharlet Good fucking God. \Tiger Mom\"" author law prof Amy Chua was allegedly grooming female law students for Brett Kavanaugh. I'm a professor. If I told a student to send me pictures of herself in different outfits, I'd be fired, and rightly so. Whatcha gonna do, @Yale? https://t.co/VoIjK2feFp""",0
kavanaugh_1435,1435,0,1,0.0,0,0,"RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",1
kavanaugh_1436,1436,0,2,0.0,0,0,"RT @cristinalaila1 What is happening to Brett Kavanaugh should frighten every man. At any moment, a Feminazi can ruin ur life with uncorroborated claims of sexual assault. No proof whatsoever--if she says it happened, you stand to lose everything you have worked for. We are in dangerous times.",1
kavanaugh_1437,1437,0,4,0.0,0,0,RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0
kavanaugh_1438,1438,0,3,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1439,1439,0,1,1.0,0,0,RT @DineshDSouza What about the octogenarian turkey on the Supreme Court who can’t stay awake at public events? https://t.co/1VVGU0Z69y,1
kavanaugh_1440,1440,0,2,0.0,0,0,"RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",1
kavanaugh_1441,1441,0,5,0.0,0,0,RT @MaxBoot Whoa. The Marriage and Sex teacher who taught Kavanaugh and Gorsuch at Georgetown Prep “later spent two decades as a radio talk-show host in San Francisco and served six years in federal prison for distributing child pornography. “ https://t.co/neS1UME7Nx,0
kavanaugh_1442,1442,0,1,0.0,0,0,RT @LouDobbs Appalling Weak GOP Senate Leaders Fail Kavanaugh and the Nation as Third Named Witness Rejects Accuser’s Allegations https://t.co/c04Ly2PMsI #MAGA #AmericaFirst #Dobbs,1
kavanaugh_1443,1443,0,1,1.0,0,0,RT @IngrahamAngle Emotional &amp; political extortion underway courtesy of left-wing activists rep’ing the Kavanaugh accuser. Time’s up.,1
kavanaugh_1444,1444,0,1,0.0,0,0,"RT @kylegriffin1 Garrett Ventry, the Judiciary Committee adviser who just resigned over sexual harassment allegations, has left the PR he was working for, too. The PR firm was CRC Public Relations, the firm that apparently helped Ed Whelan push his bogus conspiracy theory. https://t.co/Kuaiau9clP",0
kavanaugh_1445,1445,0,3,1.0,0,0,"RT @JeffSharlet Good fucking God. \Tiger Mom\"" author law prof Amy Chua was allegedly grooming female law students for Brett Kavanaugh. I'm a professor. If I told a student to send me pictures of herself in different outfits, I'd be fired, and rightly so. Whatcha gonna do, @Yale? https://t.co/VoIjK2feFp""",0
kavanaugh_1446,1446,0,5,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1447,1447,0,5,0.0,0,0,RT @HoarseWisperer We’re maybe a week away from learning that the GOP knew about Kavanaugh’s past all along and engineered a cover-up long before he first accepted the nomination.,0
kavanaugh_1448,1448,0,3,0.0,0,0,RT @NBCPolitics JUST IN: A top adviser helping lead the Senate Judiciary Committee's response to a sexual assault allegation against Judge Kavanaugh has resigned amid evidence he was fired from a previous job in part because of a sexual harassment allegation against him. https://t.co/RvAdEgqUPq,0
kavanaugh_1449,1449,0,1,1.0,0,0,RT @mitchellvii THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.,1
kavanaugh_1450,1450,0,1,1.0,0,0,"RT @guypbenson Hearing that the other woman at the alleged party (the one missing witness, as identified by the accuser) has come forward &amp; says she doesn’t know Kavanaugh &amp; has no recollection of attending any party that he did. Four alleged witnesses. All four do not corroborate her story.",1
kavanaugh_1451,1451,0,5,1.0,0,0,"RT @Thepragmatist63 From what I've read, Judge Kavanaugh's overwhelming number of decisions favoring management over labor is sufficient reason to deny him a seat on the Supreme Court. (Another Trump, so-called \friend of the employed\"" appointment, Suckers!)""",0
kavanaugh_1452,1452,0,4,0.0,0,0,"RT @Helenhs I swear, this story gets crazier by the second. Now the GOP spokesman for the Kavanaugh nomination has resigned in disgrace after sexual assault allegations come to light. GOP — party of sexual predators. ⁦@GOP⁩ https://t.co/Zi4EuWRibO",0
kavanaugh_1453,1453,0,4,1.0,0,0,RT @mflynnJR The Republicans can certainly kiss the midterms goodbye if they blow this Kavanaugh confirmation.,1
kavanaugh_1454,1454,0,5,0.0,0,0,RT @NBCPolitics JUST IN: A top adviser helping lead the Senate Judiciary Committee's response to a sexual assault allegation against Judge Kavanaugh has resigned amid evidence he was fired from a previous job in part because of a sexual harassment allegation against him. https://t.co/RvAdEgqUPq,0
kavanaugh_1455,1455,0,3,1.0,0,0,"RT @bennyjohnson 🚨 HUGE 🚨 Leland Keyser is Dr. Ford’s lifelong friend. She was a key “witness” at party where Ford was allegedly assaulted by Kavanaugh. She just broke her silence, saying: ❌ Never once met Kavanaugh ❌ Party never happened ❌ Allegations were a shock ❌ No support of Ford",1
kavanaugh_1456,1456,0,4,0.0,0,0,"RT @djrothkopf Kavanaugh, Judge, the GOP leaders in the Senate and above all Donald Trump embody this subset of the ugliest Americans to such a degree you can hardly believe they are real. Cartoonishly smug and convinced that morality is for poor people...",1
kavanaugh_1457,1457,0,3,1.0,0,0,RT @IngrahamAngle Emotional &amp; political extortion underway courtesy of left-wing activists rep’ing the Kavanaugh accuser. Time’s up.,1
kavanaugh_1458,1458,0,1,0.0,0,0,"RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",1
kavanaugh_1459,1459,0,5,0.0,0,0,RT @frankrichny To me the image of Kavanaugh pressing his hand on her mouth to stop her from screaming could stand for the GOP treatment of Ford all week.,0
kavanaugh_1460,1460,0,3,0.0,0,0,"RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0
kavanaugh_1461,1461,0,1,1.0,0,0,"RT @TalbertSwan During my grandmother’s generation, evangelicals preached against adulterers, fornicators, pedophiles and sexual predators. Today, they justify voting for them to be president, senators and Supreme Court justices. My, how times of changed.",0
