ad_id,page_name,candidate,full_text,gt_tone
x_643665523815776,Karoline Leavitt,Karoline Leavitt,"[ad_creative_body] *Red Wave Game Changer*\n\nJim Jordan endorsed my campaign because he knows I won’t back down to the Radical Left who want to destroy our country.\n\nHelp us flip NH-01 RED and take back Congress by chipping in below 👇
[ad_creative_bodies] *Red Wave Game Changer*\n\nJim Jordan endorsed my campaign because he knows I won’t back down to the Radical Left who want to destroy our country.\n\nHelp us flip NH-01 RED and take back Congress by chipping in below 👇
[ad_creative_link_title] Save the RED Wave
[ad_creative_link_description] Secure your donation by clicking here >>>
[aws_ocr_text_img] KAROLINE. FOR. CONGRESS. KAROLINE. CONGRESS. DONATE. ». KAROLINE LEAVITT ENDORSED BY. JIM JORDAN",promote
x_643695807137380,Democratic Party of Wisconsin,Down-ballot candidate/governor,"[ad_creative_body] Dave Riewestahl has been with the Eau Claire Sheriff's office since 2007. In these uncertain and demanding times, we need a capable law enforcement leader who will continually support community safety.\n\nMake sure you have a plan to vote for Dave Riewestahl for Eau Claire County Sheriff on November 8.\n\nPaid for by the Democratic Party of Wisconsin, wisdems.org, as an in-kind to Friends of Dave Riewestahl. Not authorized by any federal candidate or candidate’s committee.
[ad_creative_bodies] Dave Riewestahl has been with the Eau Claire Sheriff's office since 2007. In these uncertain and demanding times, we need a capable law enforcement leader who will continually support community safety.\n\nMake sure you have a plan to vote for Dave Riewestahl for Eau Claire County Sheriff on November 8.\n\nPaid for by the Democratic Party of Wisconsin, wisdems.org, as an in-kind to Friends of Dave Riewestahl. Not authorized by any federal candidate or candidate’s committee.
[ad_creative_link_title] Make a plan to vote
[ad_creative_link_description] Make a plan to vote
[aws_ocr_text_img] DAVE. RIEWESTAHL. FOR EAU CLAIRE COUNTY SHERIFF. Jeep. RIEWESTAHL. -. Rienstal. EAGLE. ARMY. PROVEN. SCOUT. VETERAN. LEADER. VOTE DAVE ON NOVEMBER 8. NEED HELP VOTING: WWW.MYVOTE.WI.GOV. OR CALL THE WISDEMS VOTER ASSISTANCE. HOTLINE AT 608-336-3232. David Riewestahl is a former member of the US Army Reserves. Use of his military rank, job titles, and photographs in uniform does not imply. endorsement by the Department of the Army or the Department of Defense.",promote
x_643835913687268,Stacey Abrams,Down-ballot candidate/governor,"[ad_creative_body] As a tax attorney and small business owner, I learned to invest where it matters most. As governor, I want to invest in hardworking Georgians by expanding Medicaid, creating good paying jobs throughout the state, and increasing health care access. All without raising taxes.\n\nCheck my math and check out my plan to lift up all of Georgia.
[ad_creative_bodies] As a tax attorney and small business owner, I learned to invest where it matters most. As governor, I want to invest in hardworking Georgians by expanding Medicaid, creating good paying jobs throughout the state, and increasing health care access. All without raising taxes.\n\nCheck my math and check out my plan to lift up all of Georgia.
[ad_creative_link_title] Lifting All Georgians
[google_asr_text] I learned from my parents and as a tax attorney in small, business owner to invest where it matters. Most, I want to expand Medicaid to create 64 thousand jobs across the state without raising taxes. As Governor will work. For one Georgia where we all rise. Don't believe it. Check out my plan.
[aws_ocr_text_vid] I learned from my parents, and as a tax attorney and small business owner, to invest where it matters most. I want to expand Medicaid, THE ABRAMS PLAN THE ABRAMS PLAN I want to expand Medicaid, The Augusta Chronicle 5.20.21 THE ABRAMS THE ABRAMS PLAN PLAN JOB TRAINING to create sixty-four thousand jobs across the state, - The Augusta Chronicle 5.20.21 THE ABRAMS THE ABRAMS PLAN PLAN JOB TRAINING to create sixty-four thousand jobs across the state, GBPI 3.17.21 THE ABRAMS THE ABRAMS PLAN NO TAX INCREASES without raising taxes. GBPI 3.17.21 THE ABRAMS THE ABRAMS PLAN PLAN NO TAX INCREASES ISHIP As Governor, work for one Georgia PAID FOR BY ABRAMS FOR GOVERNOR GBPI 3.17.21 THE ABRAMS THE ABRAMS PLAN IP CARE NO TAX INCREASES As Governor, work for one Georgia PAID FOR BY ABRAMS FOR GOVERNOR THE ABRAMS THE ABRAMS PLAN NO TAX INCREASES where we all rise. PAID FOR BY ABRAMS FOR GOVERNOR Don't believe it? PAID FOR BY ABRAMS FOR GOVERNOR STACEY ABRAMS FOR ALL OF GEORGIA WWW.STACEYABRAMS.COM Check out my plan. PAID FOR BY ABRAMS FOR GOVERNOR",promote
x_643978063915160,David Trone,David Trone,"[ad_creative_body] David Trone is fighting to expand mental health coverage for all Americans.
[ad_creative_bodies] David Trone is fighting to expand mental health coverage for all Americans.
[ad_creative_link_title] Mental Health Coverage
[ad_creative_link_description] In just two terms, David has had eight pieces of legislation signed into law. Each day, they’re making a difference in the fight against opioids, our efforts to improve mental health, reform our criminal justice system, and more. David’s bills: H.R. 4073, Expanding Educational Opportunities for ...
[aws_ocr_text_img] CONGRESSMAN. DAVID TRONE. Working. to expand mental. health coverage. Improving mental health care. Election Day Nov. 8. Early Vote Oct. 27 - Nov. 3. PAID FOR BY DAVID TRONE FOR CONGRESS INC.",promote
x_644036720572259,Center for a Free Economy,Catherine Cortez Masto,"[ad_creative_body] Sen. Cortez Masto, Gigi Sohn is a threat to our right to Free Speech. Are you going to support a future of censorship?
[ad_creative_bodies] Sen. Cortez Masto, Gigi Sohn is a threat to our right to Free Speech. Are you going to support a future of censorship?
[ad_creative_link_title] Coalition Letter Opposing FCC Nomination of Gigi Sohn
[ad_creative_link_description] Conservative leaders and free market advocates representing associations across the country sent a letter to the Chairs of the Committee on Commerce, Science and Transportation in opposition to the nomination of Gigi Sohn to the Federal Communications Commission (FCC). The groups unanimously agree:....
[aws_ocr_text_img] CATHERINE CORTEZ MASTO:. SAY NO TO SOHN. Do you support censorship. of the media?. GIGI SOHN DOES!. NIK. UNITEDSTATES. ENDATIONS",unclear
x_644052530548857,Rick Caruso,Down-ballot candidate/governor,"[ad_creative_body] Karen Bass says she isn’t affiliated with the Church of Scientology. Yet, at the height of the organization’s abuse, she said their creed was a “universal creed.” Her statements don’t add up.
[ad_creative_bodies] Karen Bass says she isn’t affiliated with the Church of Scientology. Yet, at the height of the organization’s abuse, she said their creed was a “universal creed.” Her statements don’t add up.
[ad_creative_link_title] Karen Bass Praises Scientology
[ad_creative_link_description] Business innovator, civic leader and philanthropist. Join Rick Caruso's campaign for Mayor of Los Angeles.
[aws_ocr_text_img] KAREN BASS:. Praised Scientology at Height of Abuse. LEARN MORE. PAID FOR BY RICK CARUSO FOR MAYOR 2022 GENERAL, 101 THE GROVE DRIVE, LOS ANGELES. ADDITIONAL INFORMATION IS AVAILABLE AT ETHICSLACITY.ORG",promote
x_644173927297395,RINO Hunters WI,Down-ballot candidate/governor,"[ad_creative_body] Don’t believe Tim Michels and the Globalist Media! Michels LIED about an NRA endorsement & FLIP-FLOPPED on abortion. \n\nFIGHT BACK. VOTE Joan Ellis Beglinger for Governor, the true conservative.
[ad_creative_bodies] Don’t believe Tim Michels and the Globalist Media! Michels LIED about an NRA endorsement & FLIP-FLOPPED on abortion. \n\nFIGHT BACK. VOTE Joan Ellis Beglinger for Governor, the true conservative.
[ad_creative_link_title] Tim Michels & the Globalist Media LIE!
[google_asr_text] The mainstream media says you have no choice. You gotta suck it up. They say vote for their hand-picked Rhino to Michael's but that's fake news independent shown beglisc. Her is the true conservative Choice who's actually pro-life pro-gun pro-trump. If we don't take back our state, we're not going to live in a free country. Meg Luger is the right choice for governor.
[aws_ocr_text_vid] we're not gonna live in a free country. PAID FOR BY WISCONSIN RINO HUNTERS, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S AGENT OR COMMITTEE.. - Your Ballot - Partisan Office and Referendum November 8, 2022 STATEWIDE GOVERNOR Joan Ellis Beglinger (Independent). VOTE JOAN BEGLINGER THE RIGHT CHOICE - Your Ballot - Partisan Office and Referendum November 8, 2022 STATEWIDE GOVERNOR Joan Ellis Beglinger (Independent) PAID FOR BY WISCONSIN RINO HUNTERS, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S AGENT OR COMMITTEE.. INDEPENDENT JOAN BEGLINGER. VOTE 6 7 HAND-PICKED RINO TIM MICHELS PAID FOR BY RINO'S FOR MICHELS. MAINSTREAM MEDIA SAYS YOU HAVE NO CHOICE BREAKING NEWS LAMESTREAM MEDIA OUTLET 11:00 VS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS F. PRO-LIFE. PAID FOR BY WISCONSIN RINO HUNTERS, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S AGENT OR COMMITTEE.. MAINSTREAM MEDIA SAYS YOU HAVE NO CHOICE BREAKING NEWS LAMESTREAM MEDIA OUTLET 11:00 FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE NEWS FAKE. INDEPENDENT JOAN BEGLINGER IS THE TRUE CONSERVATIVE. If we don't take back our state,. YOU'VE UN AIR GUBERNATORIAL DEBATE. YOU'VE GOT DEBATE ON AIR SUCK IT UP. VOTE 6 HAND-PICKED RINO PAID FOR BY RINO'S FOR MICHELS. HAND-PICKED TIM MICHELS PAID FOR BY RINO'S FOR MICHELS. MAINSTREAM MEDIA SG 11:00 BREAKING NEWS. INDEPENDENT JOAN BEGLINGER IS THE TRUE CONSERVATIVE CHOICE. MS. CHENEY. VOTE 5 HAND-PICKED PAID FOR BY RINO'S FOR MICHELS",attack
x_644188016694150,Jasmine Beach-Ferrara,Jasmine Beach-Ferrara,"[ad_creative_body] I’m Democrat Jasmine Beach-Ferrara and I’m running to make NC-11 blue. As a gay woman, Christian minister, mom of three, I’ve heard “you can’t” all my life. We’re ready to prove the skeptics wrong again.\n\nWe’re showing what’s possible in WNC and we need your help. \n\nWill you chip in $10 or more to ensure we have the resources to fuel our organizing work and run a winning campaign?
[ad_creative_bodies] I’m Democrat Jasmine Beach-Ferrara and I’m running to make NC-11 blue. As a gay woman, Christian minister, mom of three, I’ve heard “you can’t” all my life. We’re ready to prove the skeptics wrong again.\n\nWe’re showing what’s possible in WNC and we need your help. \n\nWill you chip in $10 or more to ensure we have the resources to fuel our organizing work and run a winning campaign?
[ad_creative_link_title] Chip In to Our Historic Race & Make NC-11 Blue.
[ad_creative_link_description] Help us make Western North Carolina blue!",promote
x_644290440650548,Senate Democrats,Timothy Ryan,"[ad_creative_body] 🚨𝐏𝐎𝐋𝐋𝐈𝐍𝐆 𝐔𝐏𝐃𝐀𝐓𝐄: Right now, FIVE Democratic challengers are neck-and-neck with their Republican opponents, and we need your help to tip the balance. If we flip even ONE of these seats blue, we strengthen our chances of maintaining Senate control. So please: \n\n𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐝𝐨𝐧𝐚𝐭𝐞 𝐫𝐢𝐠𝐡𝐭 𝐧𝐨𝐰 𝐛𝐞𝐟𝐨𝐫𝐞 𝐨𝐮𝐫 𝐜𝐚𝐧’𝐭-𝐦𝐢𝐬𝐬 𝐦𝐢𝐝𝐧𝐢𝐠𝐡𝐭 𝐝𝐞𝐚𝐝𝐥𝐢𝐧𝐞 𝐬𝐨 𝐰𝐞 𝐜𝐚𝐧 𝐝𝐞𝐟𝐞𝐧𝐝 𝐀𝐍𝐃 𝐞𝐱𝐩𝐚𝐧𝐝 𝐨𝐮𝐫 𝐫𝐚𝐳𝐨𝐫-𝐭𝐡𝐢𝐧 𝐃𝐞𝐦𝐨𝐜𝐫𝐚𝐭𝐢𝐜 𝐒𝐞𝐧𝐚𝐭𝐞 𝐦𝐚𝐣𝐨𝐫𝐢𝐭𝐲?\n\n𝑊𝑒 𝑎𝑟𝑒 𝑟𝑢𝑛𝑛𝑖𝑛𝑔 𝑜𝑢𝑡 𝑜𝑓 𝑡𝑖𝑚𝑒 𝑏𝑒𝑓𝑜𝑟𝑒 𝐸𝑙𝑒𝑐𝑡𝑖𝑜𝑛 𝐷𝑎𝑦, 𝑠𝑜 𝑝𝑙𝑒𝑎𝑠𝑒 𝑟𝑢𝑠ℎ 𝑦𝑜𝑢𝑟 𝑑𝑜𝑛𝑎𝑡𝑖𝑜𝑛 𝑛𝑜𝑤!
[ad_creative_bodies] 🚨𝐏𝐎𝐋𝐋𝐈𝐍𝐆 𝐔𝐏𝐃𝐀𝐓𝐄: Right now, FIVE Democratic challengers are neck-and-neck with their Republican opponents, and we need your help to tip the balance. If we flip even ONE of these seats blue, we strengthen our chances of maintaining Senate control. So please: \n\n𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐝𝐨𝐧𝐚𝐭𝐞 𝐫𝐢𝐠𝐡𝐭 𝐧𝐨𝐰 𝐛𝐞𝐟𝐨𝐫𝐞 𝐨𝐮𝐫 𝐜𝐚𝐧’𝐭-𝐦𝐢𝐬𝐬 𝐦𝐢𝐝𝐧𝐢𝐠𝐡𝐭 𝐝𝐞𝐚𝐝𝐥𝐢𝐧𝐞 𝐬𝐨 𝐰𝐞 𝐜𝐚𝐧 𝐝𝐞𝐟𝐞𝐧𝐝 𝐀𝐍𝐃 𝐞𝐱𝐩𝐚𝐧𝐝 𝐨𝐮𝐫 𝐫𝐚𝐳𝐨𝐫-𝐭𝐡𝐢𝐧 𝐃𝐞𝐦𝐨𝐜𝐫𝐚𝐭𝐢𝐜 𝐒𝐞𝐧𝐚𝐭𝐞 𝐦𝐚𝐣𝐨𝐫𝐢𝐭𝐲?\n\n𝑊𝑒 𝑎𝑟𝑒 𝑟𝑢𝑛𝑛𝑖𝑛𝑔 𝑜𝑢𝑡 𝑜𝑓 𝑡𝑖𝑚𝑒 𝑏𝑒𝑓𝑜𝑟𝑒 𝐸𝑙𝑒𝑐𝑡𝑖𝑜𝑛 𝐷𝑎𝑦, 𝑠𝑜 𝑝𝑙𝑒𝑎𝑠𝑒 𝑟𝑢𝑠ℎ 𝑦𝑜𝑢𝑟 𝑑𝑜𝑛𝑎𝑡𝑖𝑜𝑛 𝑛𝑜𝑤!
[ad_creative_link_title] DONATE NOW >> DEFEND THE SENATE
[ad_creative_link_description] 🗳People are voting NOW | Donate to keep the Senate blue
[aws_ocr_text_img] EMERGENCY MIDNIGHT DEADLINE! DONATE NOW!. Paid for by the DSCC, DSCC.org, and not authorized by any candidate or candidate's committee.. Contributions or gifts to the DSCC are not tax deductible.. SUPPORT THE. FLIPPABLE FIVE. BARNES (WI). BEASLEY (NC). FETTERMAN (PA). RYAN (OH). DEMINGS (FL). ""Whatever you've. done so far is not enough."". -PRESIDENT OBAMA",promote
x_644463447266799,Troy Balderson for Congress,Troy Balderson,"[ad_creative_body] We need to teach America’s young people to build things, create things, and fix things again. Let’s get shop class back in our schools and restore the value of hard work and a job well done.. Join us!
[ad_creative_bodies] We need to teach America’s young people to build things, create things, and fix things again. Let’s get shop class back in our schools and restore the value of hard work and a job well done.. Join us!
[ad_creative_link_title] Balderson for Ohio
[ad_creative_link_description] Troy Balderson can fix it
[aws_ocr_text_img] FONTENKA. ......... LET'S BUILD THINGS AGAIN.. TROY BALDERSON. FOR CONGRESS. PAID FOR BY BALDERSON FOR CONGRESS",promote
x_644730017225824,Senator Jeff Golden,Down-ballot candidate/governor,"[ad_creative_body] Overturning Roe is not their end game. Our extremist opposition has made it known they want to pass a nation-wide abortion ban, and they’re going state by state.
[ad_creative_bodies] Overturning Roe is not their end game. Our extremist opposition has made it known they want to pass a nation-wide abortion ban, and they’re going state by state.
[aws_ocr_text_img] BANS. B. OFF OUR. O. BO. BODIES. PORTIONS. DON'T LET EXTREMISTS. TURN OREGON INTO. JEF. GOLDEN. THE NEXT TEXAS. FOR STATE SENATE",promote
x_644753687116346,Brian Mast,Brian Mast,"[ad_creative_body] Thank you for the opportunity to serve you in Congress. I fight tooth and nail to protect the values we as Americans hold so close to our hearts because America is worth the fight! I would be honored to have your vote.
[ad_creative_bodies] Thank you for the opportunity to serve you in Congress. I fight tooth and nail to protect the values we as Americans hold so close to our hearts because America is worth the fight! I would be honored to have your vote.
[ad_creative_link_title] THANK YOU
[ad_creative_link_description] Thank you for placing your trust in me
[google_asr_text] The reason for gratitude is changed, many times in my life, I'm grateful to my wife and children for giving me endless purpose. I'm grateful to my brothers and sisters in arms who fought by my side and who saved my life. I'm grateful to you, for honoring me with the opportunity to serve you in Congress. And most of all I'm grateful to God for being born in the greatest nation, in the history of mankind. The United States of America. Thank you. All from the bottom of my heart. I'm Brian Mast. And I approve this message.
[aws_ocr_text_vid] BRIAN MAST IN GOD WE TRUST ARMED UNITED AMERICA ALL AND ALL BRIAN MAST U.S. CONGRESS IN GOD WE TRUST OF AMERICA THE AND BRIAN MAST U.S. CONGRESS IN GOD WE TRUST AMERICA BRIAN MAST U.S. CONGRESS BRIAN MAST U.S. CONGRESS loved REP BRIAN MAST (R-FL) FOX HOUSE FOREIGN AFFAIRS COMMITTEE NEWS HANNITY channel BRIAN MAST U.S. CONGRESS BRIAN MAST U.S. CONGRESS APPROVED BY BRIAN MAST PAID FOR BY MAST FOR CONGRESS APPROVED BY BRIAN MAST. PAID FOR BY MAST FOR CONGRESS BRIAN MAST APPROVED BY BRIAN MAST. PAID FOR BY MAST FOR CONGRESS BRIAN MAST APPROVED BY BRIAN MAST. PAID FOR BY MAST FOR CONGRESS U.S. CONGRESS",promote
x_644848737199745,Ned Lamont,Down-ballot candidate/governor,"[ad_creative_body] Whether it’s used to take care of a loved one, or to help a newborn get off to a good start, Governor Lamont knows how important paid family leave is for Connecticut families. That’s why he signed twelve weeks of paid leave into law – so we can spend time with those that matter most, when they need us the most.
[ad_creative_bodies] Whether it’s used to take care of a loved one, or to help a newborn get off to a good start, Governor Lamont knows how important paid family leave is for Connecticut families. That’s why he signed twelve weeks of paid leave into law – so we can spend time with those that matter most, when they need us the most.
[ad_creative_link_title] Ned Lamont for Governor
[aws_ocr_text_vid] PAID FOR BY ELOISA MELENDEZ APPROVED BY NED LAMONT BE THERE FOR OUR LOVED ONES. PAID FOR BY ELOISA MELENDEZ APPROVED BY NED LAMONT PAID FOR BY NED FOR CT ELOISA MELENDEZ TREASURER APPROVED BY NED LAMONT GET OUR LITTLE ONES STARTED OFF RIGHT. BY NED FOR MELENDEZ TREASURER APPROVED BY NED LAMONT GET OUR LITTLE ONES STARTED OFF RIGHT. BY NED FOR ELOISA MELENDEZ TREASURER APPROVED BY NED LAMONT PAID FOR BY NED FOR ELOISA MELENDEZ TREASURER APPROVED BY NED LAMONT PAID FAMILY LEAVE MAKES IT POSSIBLE. PAID FOR BY NED FOR ELOISA MELENDEZ TREASURER APPROVED BY NED LAMONT PAID FAMILY LEAVE MAKES IT POSSIBLE. NED LAMONT PAID FOR BY NED FOR ELOISA MELENDEZ TREASURER. APPROVED BY NED LAMONT PAID FAMILY LEAVE MAKES IT POSSIBLE. NED LAMONT MADE IT HAPPEN. PAID FOR BY NED FOR ELOISA MELENDEZ TREASURER APPROVED BY NED LAMONT",promote
x_645077747267338,Friends of Doug Mastriano,Down-ballot candidate/governor,"[ad_creative_body] Vote for a BETTER FUTURE for Pennsylvania on November 8th!
[ad_creative_bodies] Vote for a BETTER FUTURE for Pennsylvania on November 8th!
[google_asr_text] Let's unleash freedom in Pennsylvania.
[aws_ocr_text_vid] MASTRIANO DELROSSO Visit Doug4gov.com MASTRIANO DELROSSO GOVERNOR Paid for by friends of Doug Mastriano",promote
x_6451136708246377,Captain Mark Kelly,Mark Kelly,"[ad_creative_body] There’s a lot riding on the 2022 midterm elections. The right to an abortion, voting rights, even the future of our democracy is on the ballot this election season. That’s why we need to turn out every single voter. If you’ve waited for the right moment to donate to Mark Kelly’s Senate re-election campaign, NOW is the time to give! Control of the Senate is riding on this race and Mark Kelly could really use your help. Please chip in today to not only show your support, but to help make sure every vote counts.
[ad_creative_bodies] [""There’s a lot riding on the 2022 midterm elections. The right to an abortion, voting rights, even the future of our democracy is on the ballot this election season. That’s why we need to turn out every single voter. If you’ve waited for the right moment to donate to Mark Kelly’s Senate re-election campaign, NOW is the time to give! Control of the Senate is riding on this race and Mark Kelly could really use your help. Please chip in today to not only show your support, but to help make sure every vote counts."",""Make. Every. Vote. Count. If you’ve been waiting to finally make a donation to Mark Kelly, now is the time. Every donation, every dollar will help us make sure every vote counts in the midterm elections. So please chip in to Mark’s re-election campaign before our midnight deadline."",""This election season, our democracy hangs in the balance. The Democratic Senate majority is riding on the 2022 midterm elections. That’s why we need to make every vote count. Can you chip in to Mark Kelly’s re-election campaign for Senate in Arizona?""]
[ad_creative_link_title] Every Vote Counts! Donate Today!
[aws_ocr_text_img] EVERY. DONATION. COUNTS. DONATE NOW. IF YOU'RE LOOKING. FOR A REASON TO. DONATE HERE'S ONE. DONATE NOW. DONATE NOW. EVERY. COUNTS. DONATION",promote
x_645528163748283,Catherine Cortez Masto,Adam Laxalt,"[ad_creative_body] Adam Laxalt called the end of Roe v. Wade a “historic victory.” Stop him and protect women’s rights. Make your plan to vote.
[ad_creative_bodies] Adam Laxalt called the end of Roe v. Wade a “historic victory.” Stop him and protect women’s rights. Make your plan to vote.
[ad_creative_link_title] Stop Adam Laxalt
[aws_ocr_text_img] STOP. ADAM. LAXA LT. FROM ROLLING BACK YOUR RIGHTS.. MAKE A PLAN TO VOTE. PAID FOR BY CATHERINE CORTEZ MASTO FOR SENATE",attack
x_645580940366474,Angie Craig,Angie Craig,"[ad_creative_body] Angie Craig is fighting for seniors, and protecting our benefits. Unlike her opponent, Angie’s not exploring raising the retirement age.
[ad_creative_bodies] Angie Craig is fighting for seniors, and protecting our benefits. Unlike her opponent, Angie’s not exploring raising the retirement age.
[ad_creative_link_title] Angie Craig for Congress
[ad_creative_link_description] I’ve prioritized listening to the concerns of the citizens I represent and working across the aisle to create stronger communities and an economy that works for every Minnesotan. That’s why I ran for Congress.
[aws_ocr_text_img] ANGIE CRAIG:. Protecting Social Security Benefits.. Protecting YOU.. PAID FOR BY ANGIE CRAIG FOR CONGRESS",promote
x_645669427076265,Jay Chen,Michelle Steel,"[ad_creative_body] Abortion rights are under attack across America. And Michelle Steel is all for it.\n\nShe urged the Supreme Court to overturn Roe v. Wade and sponsored a bill calling for a national law making abortion illegal in all circumstances, including in cases of rape, incest, and the mother’s life.
[ad_creative_bodies] Abortion rights are under attack across America. And Michelle Steel is all for it.\n\nShe urged the Supreme Court to overturn Roe v. Wade and sponsored a bill calling for a national law making abortion illegal in all circumstances, including in cases of rape, incest, and the mother’s life.
[aws_ocr_text_vid] MICHELLE STEEL SPONSORED A BILL THAT BANS ABORTION MICHELLE STEEL MICHELLE STEEL WITH NO EXCEPTION FOR RAPE OR INCEST.",attack
x_645855823585890,UFCW Votes,John Karl Fetterman,"[ad_creative_body] We need a Senator who will support hard working people like us. Click here to get the facts before you vote.
[ad_creative_bodies] We need a Senator who will support hard working people like us. Click here to get the facts before you vote.
[ad_creative_link_title] Pennsylvania Senate Candidate Comparison - UFCW Votes
[ad_creative_link_description] John Fetterman, accessed 5/18/2022; WPVI-TV, 1/31/2022; Twitter, @JohnFetterman, 12/31/2020; Twitter @JohnFetterman, 4/16/2021; Office of the Governor, 6/4/2019; Office of the Governor, 9/17/2020.
[aws_ocr_text_img] Mehmet Oz. John Fetterman. Workers Keep America Running. We Need. Politicians With Us When It Counts.. Find Out Where These. Candidates Stand",unclear
x_646082363593598,CA for Tony Thurmond for State Superintendent of Public Instruction,Down-ballot candidate/governor,"[ad_creative_body] Tony Thurmond is the ONLY Choice for parents, educators, and the California Democratic Party.
[ad_creative_bodies] Tony Thurmond is the ONLY Choice for parents, educators, and the California Democratic Party.
[ad_creative_link_title] VOTE FOR DEMOCRAT TONY THURMOND
[aws_ocr_text_img] TONY THURMOND. SUPERINTENDENT OF PUBLIC INSTRUCTION. VOTE ON OR BEFORE. NOVEMBER 8. ENDORSED. BY THE. CALIFORNIA. DEMOCRATIC. PARTY. RE-ELECT DEMOCRAT. TONY THURMOND. SUPERINTENDENT OF PUBLIC INSTRUCTION. RE-ELECT DEMOCRAT. TONY. THURMOND. SUPERINTENDENT OF PUBLIC INSTRUCTION",promote
x_646172407102020,Annette Glenn for State Senate,Down-ballot candidate/governor,"[ad_creative_body] Costs continue to rise, but Annette Glenn has a plan to help your family. She knows we must provide real tax relief to families and small businesses so that we can fight inflation and put money back where it belongs, with you.
[ad_creative_bodies] Costs continue to rise, but Annette Glenn has a plan to help your family. She knows we must provide real tax relief to families and small businesses so that we can fight inflation and put money back where it belongs, with you.
[ad_creative_link_title] Vote Annette Glenn for Senate
[aws_ocr_text_vid] Fighting Inflation FOR MICHIGAN FAMILIES Annette GLENN STATE SENATE PAID FOR BY ANNETTE GLENN FOR STATE SENATE, P.O. BOX 1128, MIDLAND, MI 48641 Fighting Inflation FOR MICHIGAN FAMILIES Annette GLENN STATE SENATE PAID FOR BY ANNETTE GLENN FOR STATE SENATE, P.O. BOX 1128, MIDLAND, MI 48641",promote
x_646327970139638,Dangerous Darren Bailey,Down-ballot candidate/governor,"[ad_creative_body] En este momento, Illinois es un refugio para el derecho al aborto en el medio oeste. Si Darren Bailey sale elegido, esto cambiará. Él se opone al aborto, incluso en casos de violación e incesto. Darren Bailey es demasiado extremo para Illinois.
[ad_creative_bodies] En este momento, Illinois es un refugio para el derecho al aborto en el medio oeste. Si Darren Bailey sale elegido, esto cambiará. Él se opone al aborto, incluso en casos de violación e incesto. Darren Bailey es demasiado extremo para Illinois.
[ad_creative_link_title] Dangerous Darren Bailey
[aws_ocr_text_img] PHOTO: CHICAGO TRIBUNE. PAID FOR BY JB FOR GOVERNOR. TICE UNDER LAW. DARREN BAILEY. OPPOSED ALLOWING. VICTIMS. OF RAPE OR INCEST TO. HAVE AN ABORTION",attack
x_646449533534457,Ellen Weaver for S.C. Superintendent of Education,Down-ballot candidate/governor,"[ad_creative_body] I am running for Superintendent of Education, and I want to hear from you. What are your thoughts on South Carolina's education system? Please take the poll.
[ad_creative_bodies] I am running for Superintendent of Education, and I want to hear from you. What are your thoughts on South Carolina's education system? Please take the poll.
[ad_creative_link_title] Take the Poll
[aws_ocr_text_img] WHAT ARE YOUR THOUGHTS. ON SOUTH CAROLINA'S. EDUCATION SYSTEM?. TAKE THE POLL AND. LET ME KNOW!. Ellen. for EDUCATION. Part for by",promote
x_646493930316881,Maryland Republican House Caucus Committee,Down-ballot candidate/governor,"[ad_creative_body] Brian Crosby taxes everything - even your health insurance premiums!
[ad_creative_bodies] Brian Crosby taxes everything - even your health insurance premiums!
[aws_ocr_text_img] The good news is. that you have. health insurance.... The bad news is that. I voted to tax it.. Brian Crosby voted to tax Netflix, paint,. and even health insurance premiums!",attack
x_646634250448961,Iowa House Republicans,Down-ballot candidate/governor,"[ad_creative_body] There is only one candidate for State House we can trust. Vote Tom Determann for State House!
[ad_creative_bodies] There is only one candidate for State House we can trust. Vote Tom Determann for State House!
[ad_creative_link_title] Vote Tom Determann for State House!
[aws_ocr_text_img] It's that time again.... 5. 4. 3. 2. 1. 10 11 12. 9. 7. 8. 6. 19. 18. 12. 17. 11. 1. 16. 15. 4. 2. 10. 3. 9. 26. 25. 24. 23. 4. 22. 8. 1. 7. 5. 6. 30. 29. 88. Cut reckless spending.. Lower taxes.. Protect lowa families.. Vote ТОМ DETERMANN. for Assembly Nov. 8th. PAID FOR BY THE REPUBLICAN PARTY OF IOWA",promote
