source_id,source_split,source_row_in_split,source_policy_area_num,source_policy_area_raw,source_ntoken,text,gt_policy_area
train_1379,train,1379,10,No policy area,15,＃2014-06-山形県-第1区-ｴﾝﾄﾞｳﾄｼｱｷ-遠藤利明,No Policy Area
train_1380,train,1380,5,Financial Affairs,32,私が最優先に取り組みたいのはデフレ脱却の為、「アベノミクス」を継続し、その効果を皆様に実感していただくことです,Financial Affairs
train_1381,train,1381,2,"Economy, Trade and Industry",14,地場産業を活性化し、地域経済を回復させます,"Economy, Trade and Industry"
train_1382,train,1382,9,"Land, Infrastructure, Transport, and Tourism",7,√河口湖IC-富士吉田IC-山中湖IC,"Land, Infrastructure, Transport, and Tourism"
train_1383,train,1383,10,No policy area,6,地域の夢をひとつひとつ実現,No Policy Area
train_1384,train,1384,10,No policy area,13,"「成長戦略」で経済の\好循環\""実現へ""",No Policy Area
train_1385,train,1385,10,No policy area,5,%國學院大學卒業,No Policy Area
train_1386,train,1386,1,Committees on Cabinet,29,被災地の思いはわが思いであり、あらゆる政策を総動員し、復興の加速化に誠心誠意取り組んで参ります,Committees on Cabinet
train_1387,train,1387,5,Financial Affairs,18,この数年で、ますます悪化している経済を立て直すことが最優先,Financial Affairs
train_1388,train,1388,0,"Agriculture, Forestry, and Fisheries",23,「食育」は料理研究家として、近年私が問題意識を持って取組んできました,"Agriculture, Forestry, and Fisheries"
train_1389,train,1389,10,No policy area,50,人間は皆尊敬に値し、自由に行動し自由に選択する自律的存在であるという確信の下に、国民の皆様の自律性と民主主義を大切にする「自律国家」の創造を基本政策とします,No Policy Area
train_1390,train,1390,10,No policy area,18,みなさまとの絆を力に、私が目指すのは「三つの絆」,No Policy Area
train_1391,train,1391,10,No policy area,29,両親や祖先を敬い、日本の文化や伝統など、これまで培ってきたものを大切に次の世代へ受け継ぎます,No Policy Area
train_1392,train,1392,10,No policy area,8,前進を止めてはなりません,No Policy Area
train_1393,train,1393,10,No policy area,5,歩みを、止めない,No Policy Area
train_1394,train,1394,10,No policy area,26,景気、雇用、財政再建、教育、治安、年金、医療、介護･福祉など、課題は山積しています,No Policy Area
train_1395,train,1395,6,Foreign Affairs,4,日米地位協定の全面改定,Foreign Affairs
train_1396,train,1396,10,No policy area,4,％【実績】,No Policy Area
train_1397,train,1397,10,No policy area,18,％2005年9月衆議院総選挙に鳥取2区から立候補、初当選,No Policy Area
train_1398,train,1398,9,"Land, Infrastructure, Transport, and Tourism",9,福田内閣で国土交通副大臣に再任,"Land, Infrastructure, Transport, and Tourism"
train_1399,train,1399,10,No policy area,14,次世代を担う、たくましい人材を育てます→（信念まっしぐら）,No Policy Area
train_1400,train,1400,10,No policy area,7,大岡としたかの政治姿勢,No Policy Area
train_1401,train,1401,2,"Economy, Trade and Industry",9,燃油価格高騰対策はただちにやります,"Economy, Trade and Industry"
train_1402,train,1402,11,Security,11,国民全体で日本の安全保障を考えるべき,Security
train_1403,train,1403,4,Environment,16,琵琶湖再生法の成立まで、あと一歩まで進めてきました,Environment
train_1404,train,1404,10,No policy area,11,＃2012静岡県第６区ｶﾂﾏﾀﾀｶｱｷかつまた孝明,No Policy Area
train_1405,train,1405,7,"Health, Labour, and Welfare",17,少子高齢化時代の年金、福祉、介護制度で公平安心な社会づくり,"Health, Labour, and Welfare"
train_1406,train,1406,10,No policy area,25,前回の選挙で歴史的敗北を喫した自民党の、落選した議員52名で結成した再生の会です,No Policy Area
train_1407,train,1407,2,"Economy, Trade and Industry",24,再生可能エネルギー導入拡大に向けて電力事業者への系統制約問題等の運用改善を図ります,"Economy, Trade and Industry"
train_1408,train,1408,0,"Agriculture, Forestry, and Fisheries",19,魚価対策、燃油高騰対策、資源管理等による持続可能な漁業を確立します,"Agriculture, Forestry, and Fisheries"
train_1409,train,1409,7,"Health, Labour, and Welfare",34,子育てのしやすい環境、高齢者の方が安心して暮らせる社会を作ることで、若者が将来に不安を感じない環境づくりに努めます,"Health, Labour, and Welfare"
train_1410,train,1410,11,Security,14,国土を守るための海上保安庁の能力強化、人員増強,Security
train_1411,train,1411,9,"Land, Infrastructure, Transport, and Tourism",16,本庄道路の国道462号線以東の早期事業化と全線の早期完成,"Land, Infrastructure, Transport, and Tourism"
train_1412,train,1412,10,No policy area,15,◆経済･外交･治安、「三つの安心｣を国民に,No Policy Area
train_1413,train,1413,5,Financial Affairs,30,そしてこの2年間でようやく日本はデフレ脱却のチャンスを掴み、景気回復の実感が地方に届くきざしを見せています,Financial Affairs
train_1414,train,1414,1,Committees on Cabinet,14,日本海国土軸の中で、新潟を「防災首都」に,Committees on Cabinet
train_1415,train,1415,6,Foreign Affairs,7,外交再生‡外交を、取り戻す,Foreign Affairs
train_1416,train,1416,8,Internal Affairs and Communications,19,今国会で不成立に終わった「郵政民営化法案」は改革の扉です,Internal Affairs and Communications
train_1417,train,1417,2,"Economy, Trade and Industry",3,中小企業の再生,"Economy, Trade and Industry"
train_1418,train,1418,7,"Health, Labour, and Welfare",10,（２）高齢者にやさしい「宮城」,"Health, Labour, and Welfare"
train_1419,train,1419,2,"Economy, Trade and Industry",20,3年間の再生可能エネルギーの最大限の導入と新たなエネルギーの安定供給構造を構築,"Economy, Trade and Industry"
train_1420,train,1420,0,"Agriculture, Forestry, and Fisheries",16,薬草や健康素材等の新たな資源開発により農業を拡大します,"Agriculture, Forestry, and Fisheries"
train_1421,train,1421,10,No policy area,6,％平成23年10月,No Policy Area
train_1422,train,1422,10,No policy area,13,%1954年(昭29年)9月21日生まれ,No Policy Area
train_1424,train,1424,7,"Health, Labour, and Welfare",16,さらに改革し、「100年安心な年金制度」を確立します,"Health, Labour, and Welfare"
train_1425,train,1425,10,No policy area,6,%あべ晋三略歴,No Policy Area
train_1426,train,1426,9,"Land, Infrastructure, Transport, and Tourism",7,水資源の確保に努めます,"Land, Infrastructure, Transport, and Tourism"
train_1427,train,1427,5,Financial Affairs,30,企業業績は過去最高を記録し、雇用情勢も十数年ぶりの改善を示し、名目賃金も上昇に転じました,Financial Affairs
train_1428,train,1428,2,"Economy, Trade and Industry",6,中小企業支援と雇用の確保,"Economy, Trade and Industry"
train_1429,train,1429,7,"Health, Labour, and Welfare",21,また全国どこにいても医療を受けられる仕組み＜国民皆保険制度＞を守ります,"Health, Labour, and Welfare"
train_1430,train,1430,2,"Economy, Trade and Industry",11,√企業(×長引く不況6重苦)→国,"Economy, Trade and Industry"
train_1431,train,1431,6,Foreign Affairs,9,日本の外交を立て直し、国民の生命,Foreign Affairs
train_1432,train,1432,0,"Agriculture, Forestry, and Fisheries",31,食の安全の確保を進めるためにも、青森県南地域の農林水産業の復興と更なる活性化を進めていきます,"Agriculture, Forestry, and Fisheries"
train_1433,train,1433,10,No policy area,5,静岡の各地で勤務,No Policy Area
train_1434,train,1434,10,No policy area,11,§★詳しくはホームページをごらんくだささい,No Policy Area
train_1435,train,1435,10,No policy area,9,]〒324-0047大田原市美原3丁目3365-15,No Policy Area
train_1436,train,1436,3,"Education, Culture, Sports, Science, and Technology",13,いじめなど子供の問題を一緒に考えるカウンセラー制度の導入,"Education, Culture, Sports, Science, and Technology"
train_1437,train,1437,8,Internal Affairs and Communications,8,地方のことは地方で決めよう,Internal Affairs and Communications
train_1438,train,1438,0,"Agriculture, Forestry, and Fisheries",3,林業の実現,"Agriculture, Forestry, and Fisheries"
train_1439,train,1439,0,"Agriculture, Forestry, and Fisheries",9,農業の足腰の強化と中小企業の育成,"Agriculture, Forestry, and Fisheries"
train_1440,train,1440,10,No policy area,22,私は、夢や希望を抱くことのできる都市を創造するために改革の旗手となります,No Policy Area
train_1441,train,1441,8,Internal Affairs and Communications,18,地方分権推進とNPO支援、PFI活用で民意が活かされる社会を創造,Internal Affairs and Communications
train_1442,train,1442,4,Environment,32,小杉隆の紹介‡／環境と教育を主なテーマに活動し、九一年に環境委員長として市民運動の先頭に立ち「鳥獣保護,Environment
train_1443,train,1443,10,No policy area,8,旭川、そして日本の為に 挑む,No Policy Area
train_1444,train,1444,8,Internal Affairs and Communications,9,島や山の郵便局は残します,Internal Affairs and Communications
train_1445,train,1445,3,"Education, Culture, Sports, Science, and Technology",21,拡大を図り、途上国の公衆衛生の向上に寄与する技術開発を進めます,"Education, Culture, Sports, Science, and Technology"
train_1446,train,1446,10,No policy area,13,＃2012兵庫県第１２区ｵｶｻﾞｷｱｷﾗおかざき晃,No Policy Area
train_1447,train,1447,10,No policy area,9,％昭和39年/名古屋市西区生,No Policy Area
train_1448,train,1448,10,No policy area,4,（７）政治,No Policy Area
train_1449,train,1449,7,"Health, Labour, and Welfare",34,安倍政権の大胆で次元の違う経済政策「アベノミクス」によって、雇用は100万人以上増え、この春は賃金も過去15年間で最高の伸び,"Health, Labour, and Welfare"
train_1450,train,1450,10,No policy area,7,秋田の再生は日本の再生,No Policy Area
train_1451,train,1451,6,Foreign Affairs,8,ロシアとの関係を改善します,Foreign Affairs
train_1452,train,1452,1,Committees on Cabinet,29,地方に光が当たるように、弱い立場の人々に光が当たるように皆様と一緒に私達の日本を立て直します,Committees on Cabinet
train_1453,train,1453,11,Security,4,この国の領土,Security
train_1454,train,1454,1,Committees on Cabinet,35,3市7町の各地域がそれぞれの特徴を活かして、自律的で持続的な地域社会を創生するために全力を尽くします,Committees on Cabinet
train_1455,train,1455,1,Committees on Cabinet,6,安全の地域を作ります,Committees on Cabinet
train_1456,train,1456,9,"Land, Infrastructure, Transport, and Tourism",27,八戸）早期開業、青森空港就航率向上の為の高カテゴリー化、津軽自動車道、西津軽能代沿岸道等）,"Land, Infrastructure, Transport, and Tourism"
train_1457,train,1457,10,No policy area,15,％兵庫県美方郡香美町村岡区生まれ(昭和27年),No Policy Area
train_1458,train,1458,9,"Land, Infrastructure, Transport, and Tourism",20,（７）北海道新幹線の16年度予算化に全力をあげ、実現させます,"Land, Infrastructure, Transport, and Tourism"
train_1459,train,1459,9,"Land, Infrastructure, Transport, and Tourism",6,交通網の整備、充実へ,"Land, Infrastructure, Transport, and Tourism"
train_1460,train,1460,2,"Economy, Trade and Industry",22,アべノミクスが地元の業者を大切にして皆さんの懐を温める事が最優先です,"Economy, Trade and Industry"
train_1461,train,1461,9,"Land, Infrastructure, Transport, and Tourism",6,国土強靭化総合調査会長,"Land, Infrastructure, Transport, and Tourism"
train_1462,train,1462,2,"Economy, Trade and Industry",29,地域にある知恵と資源を最大限に活かし、「科学技術」を軸にした地域経済の活性化を推進します,"Economy, Trade and Industry"
train_1463,train,1463,7,"Health, Labour, and Welfare",12,子育て不安のない環境を作り、地球規模で育てる,"Health, Labour, and Welfare"
train_1464,train,1464,8,Internal Affairs and Communications,7,(1)消防団基本法,Internal Affairs and Communications
train_1465,train,1465,10,No policy area,19,地元の医療体制、交通、治安問題など、身近な課題も一生懸命に取り組みます,No Policy Area
train_1466,train,1466,10,No policy area,4,支援策の拡充,No Policy Area
train_1467,train,1467,8,Internal Affairs and Communications,41,それは自由な経営ができる民営化によって、今後もよりよい郵便サービスが受けられ、これまで特殊法人や政府系金融機関に流れていた三百兆円を超える郵便貯金,Internal Affairs and Communications
train_1468,train,1468,9,"Land, Infrastructure, Transport, and Tourism",5,）社会資本の整備,"Land, Infrastructure, Transport, and Tourism"
train_1469,train,1469,2,"Economy, Trade and Industry",9,（３）中小企業支援体制を盤石に,"Economy, Trade and Industry"
train_1470,train,1470,0,"Agriculture, Forestry, and Fisheries",10,％平成18年自由民主党林政調査会長,"Agriculture, Forestry, and Fisheries"
train_1471,train,1471,4,Environment,5,循環型社会の構築,Environment
train_1472,train,1472,9,"Land, Infrastructure, Transport, and Tourism",10,瀬戸大橋の通行料金の抜本的引き下げに尽力,"Land, Infrastructure, Transport, and Tourism"
train_1473,train,1473,1,Committees on Cabinet,23,（昨年の台風被害には、洲本川の改修に２５５億円をはじめ、復旧予算を確保,Committees on Cabinet
train_1474,train,1474,8,Internal Affairs and Communications,8,警察以外はすべて地方へ権限委譲,Internal Affairs and Communications
train_1475,train,1475,10,No policy area,29,岡山で地縁はないですが、皆さんに教えていただきながら、私の経験をこの地域で生かして行きたいと思います,No Policy Area
train_1476,train,1476,2,"Economy, Trade and Industry",8,創業しやすい環境を整備します,"Economy, Trade and Industry"
train_1477,train,1477,8,Internal Affairs and Communications,10,郵政民営化を含む一連の改革の実現,Internal Affairs and Communications
train_1478,train,1478,0,"Agriculture, Forestry, and Fisheries",30,漁業‡新鮮で安全な水産物を安定供給できるよう、産業としての競争力を強化し、活力ある漁村づくりに努めます,"Agriculture, Forestry, and Fisheries"
train_1479,train,1479,9,"Land, Infrastructure, Transport, and Tourism",14,2027年の開業に向けてリニア中央新幹線が着工しました,"Land, Infrastructure, Transport, and Tourism"
train_1480,train,1480,0,"Agriculture, Forestry, and Fisheries",4,中山間地対策,"Agriculture, Forestry, and Fisheries"
train_1481,train,1481,9,"Land, Infrastructure, Transport, and Tourism",7,岩木川等の河川の整備改修,"Land, Infrastructure, Transport, and Tourism"
train_1482,train,1482,1,Committees on Cabinet,15,(3)【無人化防止のための離島対策の充実】,Committees on Cabinet
train_1483,train,1483,10,No policy area,11,θよしかわ貴盛(たかもり),No Policy Area
train_1484,train,1484,3,"Education, Culture, Sports, Science, and Technology",15,（２）文部科学大臣として、ゆとり教育からの脱却を指揮,"Education, Culture, Sports, Science, and Technology"
train_1485,train,1485,6,Foreign Affairs,10,安定した経済国家を確立し、堂々たる外交,Foreign Affairs
train_1486,train,1486,7,"Health, Labour, and Welfare",3,永続できる年金,"Health, Labour, and Welfare"
train_1487,train,1487,10,No policy area,13,＃2012兵庫県第４区ﾌｼﾞｲﾋｻﾕｷ藤井ひさゆき,No Policy Area
train_1488,train,1488,2,"Economy, Trade and Industry",9,地場産業、商店街を元気にする,"Economy, Trade and Industry"
train_1490,train,1490,1,Committees on Cabinet,15,また、防災は国レベルのみで成し得るものではありません,Committees on Cabinet
train_1491,train,1491,10,No policy area,25,悪習をうち破る勇気をもって現代の社会にマッチしたルールづくりを行い、活力のある日本を築きます,No Policy Area
train_1492,train,1492,9,"Land, Infrastructure, Transport, and Tourism",24,熊谷市の利便性、産業発展のため、国道17号バイパス延伸の早期実現に向けて取り組みます,"Land, Infrastructure, Transport, and Tourism"
train_1493,train,1493,10,No policy area,5,羽ばたけ、日本,No Policy Area
train_1494,train,1494,10,No policy area,3,√岐南町,No Policy Area
train_1495,train,1495,10,No policy area,6,今こそ、エースの証明,No Policy Area
train_1496,train,1496,9,"Land, Infrastructure, Transport, and Tourism",14,安全で安心な地域づくりの推進、地方基盤整備の確立,"Land, Infrastructure, Transport, and Tourism"
train_1497,train,1497,2,"Economy, Trade and Industry",17,企業の本社機能や工場、データセンターなどの地方移転を後押しします,"Economy, Trade and Industry"
train_1498,train,1498,10,No policy area,21,しかし、何から何まで変えようとすれば社会は混乱し、疲弊してしまいます,No Policy Area
train_1500,train,1500,7,"Health, Labour, and Welfare",7,福祉の充実を図ります,"Health, Labour, and Welfare"
train_1501,train,1501,2,"Economy, Trade and Industry",14,経済の活力を取り戻すため、商工業を支援し、医療,"Economy, Trade and Industry"
train_1502,train,1502,3,"Education, Culture, Sports, Science, and Technology",3,【文化】,"Education, Culture, Sports, Science, and Technology"
train_1503,train,1503,10,No policy area,18,%平成17年衆議院議員5期目当選(第44回総選挙),No Policy Area
train_1504,train,1504,5,Financial Affairs,17,日銀法を改正し、政治の指導力のもとでデフレから脱却,Financial Affairs
train_1505,train,1505,9,"Land, Infrastructure, Transport, and Tourism",8,エアポートを世界との交流拠点に,"Land, Infrastructure, Transport, and Tourism"
train_1506,train,1506,7,"Health, Labour, and Welfare",4,◎国民皆保険,"Health, Labour, and Welfare"
train_1507,train,1507,2,"Economy, Trade and Industry",30,地域経済の担い手である町工場や商店街が元気になるよう小規模企業税制を見直し、町の元気を取り戻します,"Economy, Trade and Industry"
train_1508,train,1508,3,"Education, Culture, Sports, Science, and Technology",18,◆「家庭」「学校」「地域」が三位一体で子供を教育しましょう,"Education, Culture, Sports, Science, and Technology"
train_1509,train,1509,10,No policy area,5,^宮城県知事村井嘉浩,No Policy Area
train_1510,train,1510,10,No policy area,10,＃2012山形県第３区ｶﾄｳｺｳｲﾁかとう紘一,No Policy Area
train_1511,train,1511,0,"Agriculture, Forestry, and Fisheries",21,ＮＰＯなどとも協力しながら、自然再生の声を広げていくことが大切でしょう,"Agriculture, Forestry, and Fisheries"
train_1512,train,1512,7,"Health, Labour, and Welfare",28,また、育児休暇の円滑化、若年保育や夜間保育の充実に努め、夫婦別姓の推進と併せ、出産,"Health, Labour, and Welfare"
train_1513,train,1513,9,"Land, Infrastructure, Transport, and Tourism",14,茨城県には魅力的な観光資源が多く存在します,"Land, Infrastructure, Transport, and Tourism"
train_1514,train,1514,10,No policy area,3,日本を立て直す,No Policy Area
train_1515,train,1515,10,No policy area,6,§http://www,No Policy Area
train_1516,train,1516,10,No policy area,3,景気回復前,No Policy Area
train_1517,train,1517,1,Committees on Cabinet,12,効率の良い小さな政府をめざす構造改革の実現を,Committees on Cabinet
train_1518,train,1518,1,Committees on Cabinet,31,官から民へ、中央から地方への原則のもと、官のムダを排し、スリムでしなやかな行政機構をつくります,Committees on Cabinet
train_1519,train,1519,8,Internal Affairs and Communications,7,道州制の導入推進/,Internal Affairs and Communications
train_1520,train,1520,7,"Health, Labour, and Welfare",4,待機児童ゼロ,"Health, Labour, and Welfare"
train_1521,train,1521,10,No policy area,11,（４）地域の力と笑顔を次世代へ,No Policy Area
train_1522,train,1522,10,No policy area,8,(1)力強い日本経済の再生,No Policy Area
train_1523,train,1523,6,Foreign Affairs,7,アジア諸国との密接な連携,Foreign Affairs
train_1524,train,1524,10,No policy area,8,美しい日本を創（つく）ろう,No Policy Area
train_1525,train,1525,10,No policy area,14,＃2005京都府第２区ﾔﾏﾓﾄﾄﾓﾋﾛ山本ともひろ,No Policy Area
train_1526,train,1526,10,No policy area,7,できない事は言いません,No Policy Area
train_1527,train,1527,2,"Economy, Trade and Industry",9,日本産品の輸出拡大に努めます,"Economy, Trade and Industry"
train_1528,train,1528,10,No policy area,6,竹本直一７つの約束,No Policy Area
train_1529,train,1529,1,Committees on Cabinet,7,国家戦略特区担当大臣石破茂,Committees on Cabinet
train_1530,train,1530,10,No policy area,19,皆様の貴重な一票で私を引き続き国政の場で働かせてください,No Policy Area
train_1531,train,1531,7,"Health, Labour, and Welfare",6,√低負担→高負担,"Health, Labour, and Welfare"
train_1532,train,1532,10,No policy area,9,(1)安心できる未来のために,No Policy Area
train_1533,train,1533,0,"Agriculture, Forestry, and Fisheries",6,食の安全を守ります,"Agriculture, Forestry, and Fisheries"
train_1534,train,1534,7,"Health, Labour, and Welfare",6,練馬西部地域に病院増設,"Health, Labour, and Welfare"
train_1535,train,1535,3,"Education, Culture, Sports, Science, and Technology",20,望む人が誰でも国際社会に挑戦できる「教育の機会均等」を実現します,"Education, Culture, Sports, Science, and Technology"
train_1536,train,1536,0,"Agriculture, Forestry, and Fisheries",6,酪農の経営安定支援対策,"Agriculture, Forestry, and Fisheries"
train_1537,train,1537,3,"Education, Culture, Sports, Science, and Technology",19,障がい者スポーツへの支援を通じて、障がい者にあたたかい社会を創ります,"Education, Culture, Sports, Science, and Technology"
train_1538,train,1538,10,No policy area,7,景気の回復と雇用の創出,No Policy Area
train_1539,train,1539,9,"Land, Infrastructure, Transport, and Tourism",4,国道201号バイパス,"Land, Infrastructure, Transport, and Tourism"
train_1540,train,1540,10,No policy area,8,ぜひ国会に送り出してください,No Policy Area
train_1541,train,1541,3,"Education, Culture, Sports, Science, and Technology",4,採択制度の見直し,"Education, Culture, Sports, Science, and Technology"
train_1542,train,1542,10,No policy area,11,％昭和63年/衆議院議員海部俊樹秘書,No Policy Area
train_1543,train,1543,7,"Health, Labour, and Welfare",20,定年制を見直し、いつまでも人生経験を活かせる新たな国家モデルを作ります,"Health, Labour, and Welfare"
train_1544,train,1544,3,"Education, Culture, Sports, Science, and Technology",8,３、立派な日本人を育てる教育,"Education, Culture, Sports, Science, and Technology"
train_1545,train,1545,8,Internal Affairs and Communications,9,東京を情報ネットワーク社会の中心にします,Internal Affairs and Communications
train_1546,train,1546,0,"Agriculture, Forestry, and Fisheries",21,農林水産予算を政権交代前の水準まで復活するほか、新規就農、経営承継を支援,"Agriculture, Forestry, and Fisheries"
train_1547,train,1547,11,Security,16,我が国の領土と主権を守る国内法の整備や組織機関の強化,Security
train_1548,train,1548,10,No policy area,42,北朝鮮の核開発疑惑･拉致問題は単に対話路線を進めるだけではなく、六カ国協議等各国と連携しての圧力も含め、毅然とした日本の立場を貫きます,No Policy Area
train_1549,train,1549,0,"Agriculture, Forestry, and Fisheries",32,農村が果たしている多面的機能の発揮を促進するため、法制化された「日本型直接支払い制度」を着実に推進します,"Agriculture, Forestry, and Fisheries"
train_1550,train,1550,10,No policy area,12,＃2012山口県第４区ｱﾍﾞｼﾝｿﾞｳあべ晋三,No Policy Area
train_1551,train,1551,5,Financial Affairs,7,景気回復への決断と実行,Financial Affairs
train_1552,train,1552,7,"Health, Labour, and Welfare",23,(2)労働者の最低限の生活を守るための総労働時間規制と強制休暇制度の導入,"Health, Labour, and Welfare"
train_1553,train,1553,10,No policy area,3,√美濃市,No Policy Area
train_1554,train,1554,6,Foreign Affairs,11,国家的な危機管理体制を構築し、外交,Foreign Affairs
train_1555,train,1555,7,"Health, Labour, and Welfare",16,負担を軽く、社会の中核たる中高年サラリーマン勤労者を元気に,"Health, Labour, and Welfare"
train_1556,train,1556,8,Internal Affairs and Communications,18,郵政事業のジリ貧を防ぐため、郵政公社総裁も強く望んでいます,Internal Affairs and Communications
train_1557,train,1557,10,No policy area,6,％読書、ジョギング、サッカー,No Policy Area
train_1558,train,1558,2,"Economy, Trade and Industry",8,住民生活の向上、地元産業維持,"Economy, Trade and Industry"
train_1559,train,1559,2,"Economy, Trade and Industry",9,熊本は中小企業が元気でなければなりません,"Economy, Trade and Industry"
train_1560,train,1560,10,No policy area,4,(3)国会,No Policy Area
train_1561,train,1561,4,Environment,7,環境先進国日本をつくります,Environment
train_1562,train,1562,6,Foreign Affairs,15,◆日米同盟の信頼回復と、国防の強化による平和維持,Foreign Affairs
train_1563,train,1563,2,"Economy, Trade and Industry",29,持続的な社会の発展に必要なエネルギーを確保するために、国民の皆様のご理解を得ながら、丁寧に資源,"Economy, Trade and Industry"
train_1564,train,1564,0,"Agriculture, Forestry, and Fisheries",8,食料自給率を向上させます,"Agriculture, Forestry, and Fisheries"
train_1565,train,1565,10,No policy area,4,自民党広報戦略局長,No Policy Area
train_1566,train,1566,2,"Economy, Trade and Industry",31,技術の中枢圏域をリードするため、高度なモノづくり、創造的な産業が活発に展開される地域づくりを進めます,"Economy, Trade and Industry"
train_1567,train,1567,7,"Health, Labour, and Welfare",8,児童手当、子育て支援税制の検討,"Health, Labour, and Welfare"
train_1568,train,1568,10,No policy area,17,宮崎の政治力にいささかも空白を置くことは許されません,No Policy Area
train_1569,train,1569,1,Committees on Cabinet,18,最近国民が最も不安に感じていることは犯罪の著しい増加であります,Committees on Cabinet
train_1571,train,1571,10,No policy area,11,未来に夢を描ける日本を復活させます,No Policy Area
train_1572,train,1572,10,No policy area,4,％星野つよしProfile,No Policy Area
train_1573,train,1573,10,No policy area,9,更なる意欲で改革に前進します,No Policy Area
train_1574,train,1574,10,No policy area,4,公平性ある政党へ,No Policy Area
train_1575,train,1575,10,No policy area,9,信頼と責任感でこの日本を、取り戻す,No Policy Area
train_1576,train,1576,10,No policy area,17,経済、教育、外交、暮らし、4つの再生の向こうにあるもの,No Policy Area
train_1577,train,1577,10,No policy area,9,%平成26年自民党青年局長に就任,No Policy Area
train_1578,train,1578,10,No policy area,8,日本と北海道の再生のために,No Policy Area
train_1579,train,1579,10,No policy area,38,地元の皆様からいただいた多くのご期待、ご声援を力に、「日本の改革」「自民党の改革」に向け全身全霊でぶつかって参ります,No Policy Area
train_1580,train,1580,10,No policy area,7,経済を、取り戻す‾経済再生,No Policy Area
train_1581,train,1581,1,Committees on Cabinet,8,‡省庁のムダを徹底的に撲滅,Committees on Cabinet
train_1582,train,1582,3,"Education, Culture, Sports, Science, and Technology",10,%自民党幹事長代理、文部科学大臣政務官,"Education, Culture, Sports, Science, and Technology"
train_1583,train,1583,10,No policy area,12,関谷りきは５つの改革をお約束します,No Policy Area
train_1584,train,1584,5,Financial Affairs,4,円高対策」,Financial Affairs
train_1585,train,1585,2,"Economy, Trade and Industry",13,→新たなビジネスチャンスの創出で競争力のある日本へ,"Economy, Trade and Industry"
train_1586,train,1586,10,No policy area,4,平和な未来を,No Policy Area
train_1587,train,1587,7,"Health, Labour, and Welfare",21,就職難や低賃金のため結婚できない、子どもをつくれない若者が増えている,"Health, Labour, and Welfare"
train_1588,train,1588,5,Financial Affairs,9,地域金融機関への検査マニュアルを改善,Financial Affairs
train_1590,train,1590,1,Committees on Cabinet,10,犯罪やテロリズム、災害などから国民の生命,Committees on Cabinet
train_1591,train,1591,10,No policy area,4,％所属委員会,No Policy Area
train_1592,train,1592,3,"Education, Culture, Sports, Science, and Technology",17,NPO等の活用により地域社会に貢献できる人材育成に努めるべきです,"Education, Culture, Sports, Science, and Technology"
train_1593,train,1593,10,No policy area,10,＃2003熊本県第５区ｶﾈｺﾔｽｼ金子やすし,No Policy Area
train_1594,train,1594,2,"Economy, Trade and Industry",15,◎ヨーロッパやアジア諸国との二国間でのFTAを推進,"Economy, Trade and Industry"
train_1595,train,1595,10,No policy area,14,＃2014-13-東京都-第3区-ｲｼﾊﾗﾋﾛﾀｶ-石原宏高,No Policy Area
train_1596,train,1596,10,No policy area,18,祖父や父の威光に頼ったり名前を利用する気は毛頭ありません,No Policy Area
train_1597,train,1597,5,Financial Affairs,13,挑戦を続け、バラマキから経済成長路線へ転換する,Financial Affairs
train_1599,train,1599,10,No policy area,8,創（つく）ろう、つよい日本,No Policy Area
train_1600,train,1600,2,"Economy, Trade and Industry",23,すなわち、地方や中小企業の役割を明確に位置づけ、それらを大切にする政治を行うべきです,"Economy, Trade and Industry"
train_1601,train,1601,10,No policy area,12,それが私の考える「芯のある政治」です,No Policy Area
train_1602,train,1602,7,"Health, Labour, and Welfare",23,また、高齢社会における社会保障制度等の整備を図り、心配なく暮らせる社会を約束します,"Health, Labour, and Welfare"
train_1603,train,1603,7,"Health, Labour, and Welfare",14,医療福祉の充実を図り、安全安心な郷土を構築,"Health, Labour, and Welfare"
train_1604,train,1604,3,"Education, Culture, Sports, Science, and Technology",8,（６）科学技術政策の推進,"Education, Culture, Sports, Science, and Technology"
train_1606,train,1606,10,No policy area,4,％國學院大学卒,No Policy Area
train_1607,train,1607,10,No policy area,9,生年月日/昭和51年7月18日,No Policy Area
train_1608,train,1608,10,No policy area,20,しかし、国民生活や、企業活動に与える打撃、雇用の喪失は無視できません,No Policy Area
train_1609,train,1609,5,Financial Affairs,15,円高からの脱却で、名目3％以上の経済成長へ,Financial Affairs
train_1610,train,1610,0,"Agriculture, Forestry, and Fisheries",6,TPPの聖域なき関税,"Agriculture, Forestry, and Fisheries"
train_1611,train,1611,1,Committees on Cabinet,9,◎福島県内すべての原発の廃炉,Committees on Cabinet
train_1612,train,1612,10,No policy area,7,慶應義塾大学法学部卒業,No Policy Area
train_1613,train,1613,7,"Health, Labour, and Welfare",7,厚生関係団体委員会副委員長,"Health, Labour, and Welfare"
train_1614,train,1614,5,Financial Affairs,6,（１）経済回復プラン,Financial Affairs
train_1615,train,1615,2,"Economy, Trade and Industry",17,産学官の連携を強化し、新たな産業の創出も目指します,"Economy, Trade and Industry"
train_1617,train,1617,11,Security,6,国の主権を守ります,Security
train_1618,train,1618,10,No policy area,6,潜在力が確実に発揮,No Policy Area
train_1619,train,1619,7,"Health, Labour, and Welfare",3,安心できる育児,"Health, Labour, and Welfare"
