source_id,source_split,source_index,text,gt_causal_relation
politicause_train_1229,train,1229,"It contains updated analysis on Omicron hospitalisation risk, vaccine efficacy against symptomatic disease from Omicron, and the COVID-19 reinfection rate.",0
politicause_train_14980,train,14980,"The challenges are many, but not insurmountable, in the face of our collective will and unremitting effort.",0
politicause_train_15111,train,15111,What we have received is completely disproportionate to what has been provided to other States facing migration-related problems that are far less intense than Libya’s.,0
politicause_train_4776,train,4776,"Vaccines are the best protection we have against this virus, so please do your bit to protect yourself and others.",0
politicause_train_6125,train,6125,Three Central Asian informal summits — the latest one held last month — are leading to a more cooperative and resilient region.,1
politicause_train_12471,train,12471,"My government offers its full support to you as you lead our collective efforts to recover, rebuild sustainably, respond to the needs of our planet, and most importantly, respect the rights of the people of our United Nations.",0
politicause_train_3205,train,3205,"I believe that we will continue at this pace, and that we will work dedicatedly to mobilize the widest possible range of partners in order to address the multiple consequences of the COVID-19 crisis on countries, communities and people.",0
politicause_train_2236,train,2236,I thank his predecessor for his valuable work during the seventy-fifth session and also take this opportunity to congratulate Secretary-General Antonio Guterres on securing a second term.,0
politicause_train_5177,train,5177,The UK is helping other countries most in need.,0
politicause_train_11758,train,11758,"Today, our most important duty is to save jobs.",0
politicause_train_13109,train,13109,"While developed countries may be more resilient to climate change and better able to adapt to it, developing countries, particularly the least-developed countries — including my own country — remain very vulnerable.",0
politicause_train_13744,train,13744,"My Government has taken steps in that regard to ensure that there is equitable access to quality education for all Zambians, by providing universal basic education within the shortest realistic time frame.",1
politicause_train_398,train,398,"So, we’re embarking on the biggest catch-up plan in the history of the NHS.",0
politicause_train_12816,train,12816,"Cote expresses the hope that the upcoming fifteenth session Conference of the Parties to the United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought andor Desertification, particularly in Africa, and the twenty-sixth session of the Conference of the Parties to the United Nations Framework Convention on Climate Change, which will be held in Cote d’Ivoire and Scotland, respectively, will offer excellent opportunities to renew our common commitments and propose concrete and urgent actions to save our planet.",0
politicause_train_4010,train,4010,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 20.58.,0
politicause_train_15828,train,15828,"Climate change has become an existential threat, not only to the lives of people in island States but to the world as a whole.",0
politicause_train_4694,train,4694,"But we suggest that they are worn in enclosed, crowded places, especially where you come into contact with people who you don’t normally meet.",0
politicause_train_5240,train,5240,"With the rate of infection doubling every 2 to 3 days, government and medical experts are urging people to come forward for their jab as soon as they are eligible, so they can protect themselves and their loved ones.",1
politicause_train_17759,train,17759,"This includes the ongoing cut to VAT, furlough and 100 per cent business rates relief for leisure, retail and hospitality businesses which have saved thousands of jobs and prevented many business closures.",1
politicause_train_7266,train,7266,"In January of this year, Kazakhstan ratified the Second Optional Protocol to the International Covenant on Civil and Political Rights, abolishing the death penalty.",0
politicause_train_10467,train,10467,"Yet our efforts and progress are far from being sufficient to avert the obvious adverse effects of this global crisis, a crisis that no country can solve alone.",0
politicause_train_10700,train,10700,That all leads to the fragmentation of the global economic arena and has a negative impact on people’s lives.,0
politicause_train_2388,train,2388,Already global the temperature has increased above preindustrial level to 1.1 °C.,0
politicause_train_12766,train,12766,"As a matter of fact, any violation of the rights of nations will, more than anything, endanger global peace and security.",1
politicause_train_15945,train,15945,"However, the exclusion of as genuine and durable a partner as Taiwan from the United Nations systems denied its 23 million people their fundamental rights to participate in, benefit from and contribute to the Sustainable Development Goals.",0
politicause_train_12435,train,12435,"In order to strengthen democratic governance and establish a more balanced system of decision-making in the United Nations, we believe that the role of the General Assembly should be strengthened and the reform of the functioning of the Security Council should be considered.",1
politicause_train_1453,train,1453,"The latest figures take the total number of pregnant women who received at least one dose of the COVID-19 vaccine prior to delivery, between January 2021 and January 2022, to 125,365.",0
politicause_train_16205,train,16205,Climate funding is a necessity for us to be able to fully implement the Paris Agreement.,0
politicause_train_16467,train,16467,"Those bold infrastructure projects highlight our ownership of our development challenges in co-investing our own funds, owing to our atolls’ scattered geography, which makes infrastructure more expensive, due to the high logistical costs, risks and challenges.",1
politicause_train_734,train,734,"If you have any symptoms of a respiratory infection, and a high temperature or feel unwell, try to stay at home or away from others – especially those who are elderly or vulnerable.",1
politicause_train_17328,train,17328,"Throughout the COVID-19 period, we have done more to improve human capital development, support the most vulnerable of our citizens and communities, build strong institutions, create more inclusive democratic spaces, build infrastructure and ensure public service delivery.",1
politicause_train_13182,train,13182,Nations have no choice but to put our heads together — not against one another — so as to get through this latest round of trials and tribulations and come out ahead.,0
politicause_train_17708,train,17708,"It is an unfortunate fact that the COVID-19 pandemic has slowed our efforts to meet several Sustainable Development Goals, including in the areas of health, hunger and decent work.",1
politicause_train_8233,train,8233,"This pandemic has seen so much shared solidarity on physical health, like the vaccine distribution that’s getting jabs in arms all across the world, and now we must do the same for mental health too.",0
politicause_train_17096,train,17096,The situation of persistent political and military instability in the Central African Republic represents a great challenge for us and requires that we undertake concerted efforts to silence the guns in order to enable a negotiated solution through permanent dialogue with a view to ending the suffering of the Central African people.,1
politicause_train_14823,train,14823,"Dates that are raising awareness of our strong bonds with the world and of our people’s eyes turned outward and to the future — the Rugby World Cup, the fierce contests of which continue to be played out at this very moment; the Olympic and Paralympic Games that will be held next year in Tokyo; and World Expo 2025 that Osaka and the surrounding region will host — are written large on Japan’s calendar as landmark events.",0
politicause_train_8501,train,8501,This is the highest recorded figure since the beginning of the study in May 2020 and significantly up on the 2.88% recorded in round 18 (8 February to 1 March 2022).,0
politicause_train_10111,train,10111,"The fight for gender equality is crucial, because we have not won it within our societies, as evidenced by the persistence of feminicide in France and many other countries.",0
politicause_train_11397,train,11397,"Only through collective efforts that transform our present economic model into one that truly fosters social and environmental cohesion, can we truly and effectively respond to the needs of our planet responsibly, by building networks at all levels to foster a change in mind set across all strata of society.",1
politicause_train_16296,train,16296,"When it is enacted by our Parliament within the next few months, the decisions of the Government and the private sector will have to factor in climate change and other laws will be amended to fall into line with the Act.",0
politicause_train_16670,train,16670,"As Lebanon strives to tackle this difficult economic situation, it is also relying on a set of drastic structural measures and reforms to its economic and financial system, in cooperation with the relevant international institutions.",0
politicause_train_13981,train,13981,"Those public policies have been critical for the Government to fulfil its social inclusion goals, which it has done with such remarkable success that, at the most recent International Labour Conference of the International Labour Organization, a private-sector representative complained that, in its view, the Government has granted workers too many rights.",0
politicause_train_10867,train,10867,"Therefore, the United Nations should monitor the situation and demand full compliance with the Court’s decisions, so that both peoples continue negotiating in good faith to close open wounds.",1
politicause_train_17327,train,17327,"We must harness this positive momentum to build long-term pandemic resilience, where it is needed most.",1
politicause_train_3533,train,3533,It has created exceptional conditions to the extent that we are forced to address each other today remotely and through pre-recorded statements.,1
politicause_train_9971,train,9971,"With regard to the implementation of the 2030 Agenda for Sustainable Development, in addition to integrating the SDGs into our national development plans and programmes and aligning them with our national frameworks, the Government of Burundi has undertaken other practices to localize the SDGs by initiating a process of integrating them into our communes’ plans for community development, as well as through monitoring the community dynamics observed in the implementation of the SDGs.",1
politicause_train_4452,train,4452,"While vaccines provide high levels of protection, they are not 100% effective and will not stop everyone catching COVID-19.",0
politicause_train_13205,train,13205,"Throughout time, Thailand has conscientiously maintained its centrality, while promoting partnership via regionalism and multilateralism.",0
politicause_train_6358,train,6358,"Although Montenegro’s share of global emissions is tiny, in December 2020 we increased our climate goals, thereby affirming our strong and constant commitment to tackling climate challenges adequately.",0
politicause_train_2187,train,2187,Steps were taken to allow political parties and civil society to operate freely.,0
politicause_train_6906,train,6906,My delegation considers that there is no alternative to democracy and multilateralism in overcoming the stresses and strains of the times.,0
politicause_train_7409,train,7409,The United Nations is the place where knowledge and resources are pooled.,0
politicause_train_17425,train,17425,We have also long recognized that our sustainable development efforts will be in vain if we do not safeguard the human rights of our women and girls and the preservation of their dignity and provide them opportunities to be equal development partners for nation-building.,1
politicause_train_7375,train,7375,"Unfortunately, economic globalization does not work in the interests of all the people on the planet.",0
politicause_train_6092,train,6092,Armenia was intentionally opening the floodgates during the winter months to cause flooding in the surrounding areas and closing them in summer to deprive people and farms from water in the former frontline region.,1
politicause_train_17064,train,17064,"Research has, in fact, shown that humans are so inclined to form natural tribes, that if one were to put a completely unconnected diverse group of people into a room and flip a coin for each person, two groups will automatically form a suspicion of one another based on nothing more than heads versus tails.",0
politicause_train_10798,train,10798,"It is therefore imperative that together we strengthen the United Nations and make its work more effective as, thus far, even with its limitations, the Organization has proved to be the most valuable tool in the search for solutions to the important challenges facing humankind.",0
politicause_train_14746,train,14746,"It appears that they are not, and we must therefore continue to fight for a fairer world economic order.",0
politicause_train_554,train,554,"Simon Venn, Mitie Chief Government & Strategy Officer, said: Our priority during the pandemic is to support the nation’s efforts to fight COVID-19 and help keep the country running.",0
politicause_train_17547,train,17547,"Those significant efforts notwithstanding, there is a growing divide between vaccinated countries in the north and non-vaccinated countries in the South, which will only set back efforts to eradicate the pandemic and achieve a return to normal life for all.",1
politicause_train_2554,train,2554,We must take concrete steps to make regional and international cooperation on Ocean Affairs stronger.,0
politicause_train_5492,train,5492,"As a result of well-planned measures, the situation with pandemic has been kept under control and the quarantine regime has been gradually eased in our country.",1
politicause_train_15456,train,15456,"Support for the upcoming Fifth Conference on Least Developed Countries (LDC-5), to be held in Doha, Qatar in January 2022; and the new Program of Action for Least Developed Countries for the coming decade, will also provide the basis for sustainable recovery, and the timely implementation of the Sustainable Development Goals.",0
politicause_train_15637,train,15637,"That noble fight will continue until all Syrian territories are freed from the scourge of terrorism, State authority is re-established and security and stability are restored nationwide.",0
politicause_train_1990,train,1990,With prayers from Bhutan to the rest of the world I thank you all for listening.,0
politicause_train_4364,train,4364,The government confirmed the extension of free testing as part of the Winter Plan outlined by the Prime Minister last week.,0
politicause_train_14644,train,14644,"Sadly, it could lead to the demise of some sovereign nations that are low-lying atolls and small island States.",0
politicause_train_9722,train,9722,It is an existential threat to our countries.,0
politicause_train_11585,train,11585,"And, to protect us against the risk of as yet unidentified new strains, we will also temporarily close all travel corridors from 0400 on Monday.",1
politicause_train_9462,train,9462,"Our troops discharge their responsibilities with the highest levels of professionalism, dedication and courage.",0
politicause_train_3107,train,3107,"The latter need to double their financial contributions, and provide direct assistance to Lebanese governmental institutions and host communities, in line with Lebanon’s response plan adopted in collaboration with the United Nations.",0
politicause_train_4239,train,4239,"In doing so, we protect ourselves, our families and the most vulnerable.",1
politicause_train_13337,train,13337,The Kingdom of Bahrain is this year celebrating the twentieth anniversary of the accession to the throne of His Majesty King Hamad bin Isa Al Khalifa — an era that began with reforms and inclusive renaissance as well as pioneering achievements at all levels in a State of law and institutions built on the cultural heritage of a society of coexistence with solid foundations guaranteeing rights and freedoms while seeking to promote peace among peoples and cultures.,0
politicause_train_5873,train,5873,"Timor-Leste therefore continues to be deeply concerned about the prolonged economic, commercial and financial embargo that has been imposed on Cuba for more than six decades and has had damaging effects on the lives of the Cuban people and the country’s development, including Cuba’s efforts to effectively deal with the COVID-19 pandemic.",1
politicause_train_7807,train,7807,Government scientists will continue to closely monitor variants of concern in order to ensure the UK’s approach remains proportionate.,1
politicause_train_16993,train,16993,"The revision of the SIDS Accelerated Modalities of Action (SAMOA) Pathway currently under way is an opportunity for us to step up actions that may help island nations to develop their economic competitiveness, promote social inclusion, foster resilience in their exposure to climate change and other extreme events, as well as access and judicious and sustainable financing.",0
politicause_train_7454,train,7454,"Five million is not a figure to be sneered at, particularly when we consider the situation in many other African countries.",0
politicause_train_15480,train,15480,"The new Administration in Zambia is cognizant that a conducive governance environment is a precursor for the country’s political stability, security, economic growth and sustainable development.",1
politicause_train_17753,train,17753,"To stop new animal-borne diseases before they put people at risk, the UK will establish a UK Animal Vaccine Manufacturing and Innovation Centre at The Pirbright Institute in Surrey.",1
politicause_train_672,train,672,"We know immunity begins to wane after 6 months, and booster jabs will ensure our most vulnerable are protected over the winter.",1
politicause_train_16289,train,16289,"We started building back better after Cyclone Winston and we will continue to build back better so that homes, schools and public infrastructure are more resilient.",1
politicause_train_5728,train,5728,"To address the risks of economic collapse, Governments invested nearly $12,000 billion in the fall of 2020 to counter the economic effects of COVID-19.",1
politicause_train_8784,train,8784,"Dr Mary Ross-Davie, Director for Professional Midwifery at the Royal College Of Midwives, said: All the evidence is showing that having the vaccine is safe for you and your baby and is the best way to protect you both against this potentially serious, and deadly, virus.",0
politicause_train_93,train,93,"If we all come together once again, then we can keep this virus at bay and protect the progress that we have made.",1
politicause_train_5007,train,5007,"Chief Executive of UKHSA, Dr Jenny Harries, said: While cases of COVID-19 continue to rise, this tried-and-tested approach means that LFDs can be used confidently to indicate COVID-19 infection without the need for PCR confirmation.",0
politicause_train_3336,train,3336,"We appreciate the support provided by the United Nations Office for Counter- Terrorism and other partners, to enhance the capacity of Botswana’s newly established Counter Terrorism Analysis and Fusion Agency in order to enable us to mitigate the exposure to this menace.",0
politicause_train_17448,train,17448,"Ladies and Gentlemen, Twenty years ago, a few miles from the headquarters, the largest terrorist operation struck the heart of New York, causing thousands of victims and leaving deep marks in the world’s conscience.",1
politicause_train_4953,train,4953,Eligible fully vaccinated passengers and under 18s will no longer need to take a pre-departure test or self-isolate on arrival in England from 4am on Friday 7 January but must continue to take their post-arrival tests.,0
politicause_train_788,train,788,"Case rates remain highest in those aged 30 to 39, with a weekly rate of 1,122.1 per 100,000 population.",0
politicause_train_9492,train,9492,"Ethiopia strongly believes that the use of the Nile River should be based on the principles of international law, namely, the principles of the equitable and reasonable use of natural resources and the importance of causing no significant harm.",0
politicause_train_8359,train,8359,"Case rates were highest in those aged 10 to 19, with a 7-day rate of 616.5 per 100,000 population.",0
politicause_train_6211,train,6211,"It is not my intention to question the modus operandi of this honourable institution, because the evidence confirming the good work of the United Nations, is undeniable.",0
politicause_train_6672,train,6672,"With the African Union at the table, the Group would suddenly have representation for an additional 54 countries, 1.3 billion people and $2.3 trillion in output.",0
politicause_train_14987,train,14987,"Please allow me, in my address today, my last one in this Hall, not to elaborate on the details of our challenges, but to start with a more general reflection inspired by words that were spoken here two days ago, words suggesting an immanent conflict between patriotism and globalism.",0
politicause_train_11601,train,11601,"Rather than simply plugging the gaps, new, innovative practices must be pushed forward so patients continue to receive the best possible care.",1
politicause_train_4393,train,4393,"Thousands of vulnerable NHS patients in hospital due to COVID-19 are set to benefit from a groundbreaking new antibody treatment, the government has announced today (17 September 2021).",1
politicause_train_11934,train,11934,"The Kingdom of Bahrain, under the directives of His Majesty the King and based on its belief in the principle of human solidarity, has taken the initiative to contribute to efforts to evacuate American citizens and Afghan nationals from Afghanistan and to send numerous humanitarian assistance and relief shipments to alleviate the suffering of the brotherly Afghan people.",1
politicause_train_1554,train,1554,The entire world is currently facing a pandemic that has brought us to our knees.,1
politicause_train_574,train,574,Almost 8 in every 10 people over the age of 12 have chosen to be double jabbed and over 10 million people have now received their boosters or third jabs.,0
politicause_train_17300,train,17300,"Yet in the light of the tremendous impact of the crisis, Africa needs additional financing of at least $252 billion by 2025 to mitigate the fallout and launch its economic recovery.",1
politicause_train_17674,train,17674,"Against all odds, Greece was extremely successful in dealing with the first wave of the pandemic.",0
politicause_train_11227,train,11227,That will ensure a smooth transition to the next phase of the peace process.,0
politicause_train_13786,train,13786,"Together with our partners in the international community, we want to ensure that we move forward together, because we know that the road is often long and sometimes difficult.",0
politicause_train_5441,train,5441,PF-07321332ritonavir reduced the relative risk of COVID-19-associated hospitalisation or death by 89% in those who received treatment within 3 days of symptoms appearing.,0
politicause_train_3732,train,3732,You need both vaccine doses to have the maximum protection.,1
politicause_train_5959,train,5959,"the Prime Minister will address the UN General Assembly today Saturday He will call on world leaders to overcome growing divisions and set out a five-point plan to prevent future pandemics the Prime Minister will also announce significant new funding to the COVAX vaccines procurement pool and the WHO The world must overcome the extraordinary divisions created by coronavirus and unite to defeat the pandemic, the Prime Minister will tell the United Nations General Assembly (UNGA) today Saturday.",0
politicause_train_7088,train,7088,"And as host to the United Nations Headquarters in Vienna, we spared no effort in keeping United Nations personnel and their families safe, including through vaccination.",0
politicause_train_15819,train,15819,"We need to be better prepared for the challenge of algocracy, including by regulating the impact of artificial intelligence on human rights protection.",0
politicause_train_13747,train,13747,"Together, let us help to improve the lives of our peoples.",0
politicause_train_1661,train,1661,We have worshipped the surrounding mountains and waters with deep love and respect and been recharged by their vital energy.,0
politicause_train_11958,train,11958,The robust management of the crisis and consistent support for Monaco’s population and businesses has enabled the Principality to weather this unprecedented storm.,1
politicause_train_2812,train,2812,"Clearly, achieving those goals demands strong and stable democratic institutions, effective public policies, good governance and regional integration.",0
politicause_train_2534,train,2534,"With that understanding, we continue our efforts to hold the third Turkey-Africa Partnership Summit in Turkey in the upcoming period.",0
politicause_train_17763,train,17763,The vaccines reduce the danger of Covid: they save lives and they keep people out of hospital.,1
politicause_train_10967,train,10967,"We seek the support of our development partners in order to achieve these objectives, in partnership with multilateral bodies.",1
politicause_train_8575,train,8575,"From 1 April, updated guidance will advise people with symptoms of a respiratory infection, including COVID-19, and a high temperature or who feel unwell, to try to stay at home and avoid contact with other people until they feel well enough to resume normal activities and they no longer have a high temperature.",0
politicause_train_1412,train,1412,"Sunday 28 November 2021 A further case of Omicron variant confirmed Following the first 2 confirmed cases of the SARS-CoV-2 variant known as B.1.1.529 on 27 November, the UK Health Security Agency (UKHSA) has identified one further case of COVID-19 with mutations consistent with B.1.1.529 in the UK.",0
politicause_train_4259,train,4259,"Friday 15 October 2020 The main points from the weekly national influenza and COVID-19 surveillance report for week 42 (data up to week 41) are: COVID-19 Highest case rates continue to be observed among those aged 10 to 29, with a rate of 245.2 per 100,000 population for the 10 to 19 age group and 252.6 per 100,000 for those aged 20 to 29.",0
politicause_train_6976,train,6976,"If we see again any danger to our sovereignty, territorial integrity and security of our people we will exercise our legitimate right to self-defence without any hesitation.",0
politicause_train_15710,train,15710,"With five summits this week alone in addition to our general debate, we are grateful for his particular attention to enabling smaller delegations to participate fully.",0
politicause_train_918,train,918,"Case rates per 100,000 were lowest in the South West with a weekly rate of 1,172.1.",0
politicause_train_17074,train,17074,"Based on a broad public consultation, the Strategy mirrors the expectations of our society and maps the policies needed to meet the 17 Sustainable Development Goals.",0
politicause_train_10237,train,10237,"Richer countries, the countries that are mainly responsible for greenhouse-gas emissions, must be pushed to do more, because our country contributes a minuscule amount to greenhouse gas emissions.",0
politicause_train_3356,train,3356,"We need clean and affordable energy for all through energy efficiency, more renewables and electrification.",0
politicause_train_14954,train,14954,"The sovereign equality of all States, respect for the territorial integrity of every State, the peaceful resolution of disputes between all States, respect for international rule of law — these are among the most effective guarantees of a world at peace.",0
politicause_train_9952,train,9952,"That massive voluntary return movement clearly demonstrates the restoration of peace, tranquillity, trust and stability in the country despite the comments of some foreign actors who continue to deliberately exaggerate the number of refugees still in exile in order to keep Burundi in the state of a protracted crisis.",1
politicause_train_8327,train,8327,It is important to keep following the simple steps to help protect yourself and others.,1
politicause_train_11301,train,11301,"Unilateral attempts to deal with this menace are largely futile without corresponding global coordination, which is why the United Nations remains so relevant in today’s world.",1
politicause_train_113,train,113,This further strengthens our ability to ensure people are protected against COVID-19 and saves lives.,0
politicause_train_15604,train,15604,"The experience of the last 18 months has clearly demonstrated that now, more than ever, we need an effective United Nations to mobilize our collective efforts, to propel urgent actions, in order to effectively address these problems.",1
politicause_train_13723,train,13723,"I would like to assure him of our full cooperation in the discharge of his responsibilities, and I am confident that his wealth of experience and wisdom will prove invaluable in guiding us successfully through the current session.",0
politicause_train_15546,train,15546,It is my firm belief that this initiative will help to attract more attention of the world community to the water and climate issues and the melting of glaciers.,1
politicause_train_16472,train,16472,"In 2016, we also introduced our new free education policy, ending the national quota system and for the first time enabling all I-Kiribati students who achieve a pass grade to pursue their full studies with Government’s support.",1
politicause_train_16594,train,16594,"In particular, we have also stepped up our humanitarian and development assistance in response to the crisis in Yemen, which has worsened as a result of the fact that the Houthis have been obstructing people’s access to assistance and even stealing aid supplies and equipment to finance their criminal acts.",1
politicause_train_11749,train,11749,"This means unless we re-tool ourselves in keeping with the change, it will be difficult to find gainful employment and other opportunities for many.",0
politicause_train_3661,train,3661,"We strongly support the Secretary General’s call for a global ceasefire during the current pandemic, in order to give diplomacy a chance and create conditions for delivering humanitarian aid and support to the most vulnerable population.",1
politicause_train_11818,train,11818,We are helping people to reduce their own households’ carbon-dioxide emissions by retrofitting their homes and going for new sources of heating.,1
politicause_train_8983,train,8983,"Able Services Supplies Ltd AEFO Technical Services Ltd Aiya Technology Hk Limited Arco Ascot Signs Ltd Ashfield Health Asia Pacific Distributors PTY Aventis Solutions Ltd Ayanda Capital Limited Beijing Union Glory Investment Co., Ltd Beijing Yuanlong Yato BELLAGIO GLOBAL Biosana Health BIOSPECTRUM LTD Blueleaf Care Bluetree Design & Print Ltd Blyth Group BOLLE BRANDS UK Brandology British Packaging BRYSON PRODUCTS LTD Bunzl Burberry Cambodian Textiles Worldwide Phnom Penh Works Co., Ltd Cannagrow biosciences ltd CARDIATIS Worldlink Resources Cargo Services Far East CCS McClays Central National Gottesman CH AND L LTD Chart One Automotive Ltd Chemical Intelligence CHINA MEHECO CO.,LTD China National Instruments Import & Export Group Corporation China National Pharmaceutical Foreign Trade Corporation China Sinopharm International Corporation CLANDEBOYE AGENCIES LTD Clearmask Community Pharma Company Ltd Cooneen (MOD) Crown Salvage Limited Deflecto-Europe (Yearntree) Direct Corporate Clothing PLC Doja Limited Don and Low LTD Double Dragon International Ltd Draeger Safety UK Ltd DTC Consulting Ltd DTR Medical Dunlop BTL LTD Duraweld Dylan Imports Ltd Elite Creations ELITE Plastics EUMAR TECHNOLOGY LTD EURO PACKAGING UK LTD Euthenia Investments Ltd Excalibur Healthcare Services Eyespace Eyewear Limited Fannin Fillcare Fareva FirstAid4sport Fluid Branding Ltd Fonebox Assets Ltd Forever Young International Ltd Forward Industrial Products Ltd Fourds Ltd Trading As Bloc Blinds GBUK LTD GEMINI SURGICAL UK LTD GL Oil and Gas Services Global Manufacturing Asia Limited Global Unite Trading & Sourcing GLSI Guangdong Kingfa Science & Technology Headwind China Ltd HLP KLEARFOLD Honeywell Hotel Logistics Ltd Ideal Medical Solutions Imperial Polythene Initia Ventures Ltd Invios Invisio Pharmaceuticals Jason Offshore Equipment Jingdong e-commerce Kau Media Group KINGSBURY PRESS KPM Marine L J A MIERS AND COMPANY LTD Leagues Commercial Co Ltd LIAONING ZHONGQIAO OVERSEAS EXCHANGE CO., LTD. Linc Medical Systems Ltd Lincoln Polythene Ltd Love Cosmetics Ltd LUXE LIFESTYLE LTD Macdonald & Taylor Healthcare Maxima Markets Limited Mayfair Global (UK) Ltd MDS Healthcare MEDCO SOLUTIONS LTD Medicine Box Ltd Medicom MELLER DESIGNS LTD MGP ADVISORY LTD MI HUB TA ALEXANDRA MIHUB TA ALEXANDRA MIP UK LIMITED Monarch Acoustics Limited MYSHIPPER LTD Network Medical Products New Asia Logistic Services Pte Ltd Nine United NKD INTERNATIONAL LIMITED Numatic International Limited Ocean Footprint Omni-ID Ltd Opalion P14 MEDICAL LTD P1F Limited Pakan Medical Pestfix PFF PACKAGING GROUP LTD Pharmaceuticals Direct Ltd Photocentric Planet Aid POLYSTAR PLASTICS LTD Potter & Moore Innovations PPE Medpro Limited Prime Group PRIVATE WHITE VC LTD Protechnique Huons Medicare Protecting Heroes Community Interest Co (Si Freedman) Purple surgical Qingzhou Yaowang Pharmaceutical RAMFOAM Rawbridge Ltd RBW Consultancy Ltd Weihai Dishang Medical Technology CO Ltd Red E Med REDWOOD TTM LTD Regal Polythene Rehear Lab Robert Housely Limited Saiger Llc Sanaclis Schaefer-Global SEAGO YACHTING LTD SG Recruitment SGH Global Shanghai Sunwin Industry Group Co., Ltd Shenzhen DJ Medical Equipment Co., Ltd Sino Greatwall Healthcare Co., Ltd SIVA Group Skinny Dip SMC Premier Cleaning Ltd Southgate Sovereign Springfield Supplies STAEGER CLEAR PACKAGING LTD Summit Medical Ltd Super 7 Wholesale SURVITEC GROUP LTD TA RFD BEAUFORT Sustainable Criminal Justice Solutions Community Interest Company Swish Dental Limited TA Biosana Health TAEG Energy Tara Mobile Uk & Huav Technologies Co Ltd, China TIK Films China Technicare Ltd, trading as Blyth Group Ltd The Paper Drinking Straw Co Ltd.",0
politicause_train_3441,train,3441,"Excellencies, Ladies and Gentlemen, Madagascar has addressed the pandemic to the best of its ability and with all means available in terms of awareness raising and taking action in order to optimally safeguard its population and strengthen national resilience in responding to the COVID-19 crisis.",1
politicause_train_759,train,759,"Thursday 7 April 2022 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that at a national level coronavirus (COVID-19) there were increases in some COVID-19 indicators but others decreased, suggesting that the rate of increase in activity seen in recent weeks may be slowing in week 13 of 2022.",0
politicause_train_5693,train,5693,"The pathogen surveillance network will save lives and protect health systems by spotting diseases before they cause future pandemics and enabling the rapid development of vaccines, treatments and tests.",1
politicause_train_10622,train,10622,"Technological advancements, not least in the private sector, have provided extraordinary tools and possibilities.",0
politicause_train_15487,train,15487,"More than a year and a half after the country was hit by Cyclone Idai, efforts aimed at rebuilding and recovering from the social and economic damages caused by it are still ongoing.",1
politicause_train_11551,train,11551,"The transitional Government is clearly aware that such stabilization also requires the implementation of the Agreement on Peace and Reconciliation in Mali, emanating from the Algiers process.",1
politicause_train_14428,train,14428,The most recent estimates show that change is accelerating and that the efforts made to date are not enough.,0
politicause_train_1431,train,1431,"The original Delta variant remains overwhelmingly dominant in the UK, making up approximately 99.8% of all cases.",0
politicause_train_5963,train,5963,"The Prime Minister has today set out that the NHS will be given everything it needs to boost jabbing capacity, which will include: New vaccination sites set up across the country, including mobile pop up sites Increasing opening times for vaccination sites, to 7 days a week with more appointments early in the morning, in the evening and at weekends 50 military planning experts will help coordinate the national effort by supporting the NHS with logistics of the rollout Reprioritising the NHS workforce to deliver as many jabs as possible A national call for thousands more NHS volunteers If Omicron is left unchecked the NHS is at risk of being quickly overwhelmed.",1
politicause_train_262,train,262,Efforts must be strengthened to support and encourage these groups – who are already at the highest risk of adverse pregnancy outcomes – to accept the offer of vaccination.,0
politicause_train_11510,train,11510,We remain keenly engaged to ensure that the Treaty fully achieves its objectives.,1
politicause_train_6360,train,6360,"It is particularly important to ensure equitable access to vaccines in every corner of the world, which is the decisive factor in the fight against the pandemic.",0
politicause_train_15548,train,15548,"We will continue to uphold the long-standing rules and norms that have formed the guardrails of international engagement for decades and that have been essential to the development of nations around the world — bedrock commitments like freedom of navigation, adherence to international laws and treaties, and support for arms control measures that reduce risk and enhance transparency.",1
politicause_train_785,train,785,The NHS vaccine programme is there to help you and the sooner you are vaccinated the sooner you and your family and friends will be protected.,1
politicause_train_7180,train,7180,"The nations of the world must act like the surgeon fish and come together, including Taiwan.",0
politicause_train_5197,train,5197,"All procured, regulated doses are either used rapidly by our domestic programme or shared internationally with countries in need, meaning the domestic booster rollout is not impacted by donations Media enquiries Email newsdeskfcdo.gov.uk Telephone 020 7008 3100 Contact the FCDO Communication Team via email (monitored 24 hours a day) in the first instance, and we will respond as soon as possible.",0
politicause_train_2986,train,2986,"From the outset, let me also, on behalf of the Government and People of Sierra Leone, express heartfelt and deep condolences to all Member States of the United Nations for the loss of lives due to the COVID-19 pandemics.",1
politicause_train_14742,train,14742,The modernization of agriculture through the application of technology could well turn out to be the fastest way to make the turnaround we seek.,1
politicause_train_6944,train,6944,"Faithful to its historical traditions, the Republic of Haiti reiterates its commitment and willingness to continue working alongside the members of the international community, eager to build a more just and equitable world order.",0
politicause_train_14555,train,14555,"The Armenian Government is determined to continue its institutional reforms, but we also count on the support of the international community to stand with the young Armenian democracy to address its challenges.",0
politicause_train_6893,train,6893,It is about action for survival and we all need to shoulder our responsibilities and play our part.,0
politicause_train_535,train,535,"More than 11.4 million booster and third jabs have been administered in the UK, with over 532,000 reported in the last 24 hours.",0
