source_id,text,gt_Activities,gt_Budget,gt_Evaluation,gt_External Contracts,gt_Institutional Structure,gt_Other,gt_Regulatory
2787,¿Cuántas denuncias por robo de arte sacro ha habido en los últimos años? ¿Cuántas piezas han sido robadas en ese periodo? ¿En qué estados se han registrado casos de este tipo y que piezas han sustraído? ¿Cuántos casos por estado se han registrado?,0,0,1,0,0,0,0
2788,PLAZAS DE BASE DEFINITIVA DE LAS CATEGORIA DE ENFERMERIA MEDICINA ADMINISTRATIVO QUE SE HAN OTORGADO DEL 1 DE ENERO 2009 AL 22 DE ABRIL 2009 A QUIENES SE LES OTORGO LA ADSCRIPCION LA CATEGORIA Y EL TURNO DE LAS PLAZAS,0,0,0,0,1,0,0
2789,Solicito: 1.- Saber la cantidad de vehículos blindados artesanalmente asegurados por personal de la Sedena a los distintos grupos del crimen organziado en todo el país durante la actual administración. 2.- Saber la cantidad de vehículos blindados de fábrica tipo camioneta pick up Suburban Jeep Cherokee Cheyenne Ford Lobo Durango Sonora Escalade Avalanche Ford 450 Yukon Lincoln Ram asegurados por personal de la Sedena a los distintos grupos del crimen organizado en todo el país drante la actual administración. 3.- En que estados de la república han sido asegurados cuantos por entidad y por año. 4.- De acuerdo con los datos de la Sedena a que cárteles o grupos de la delincuencia organizada peretecían los vehículos blindados acondicionados como tales usando carrocerias y chasises de camiones y camionetas. 5.- De acuerdo con los datos de la Sedena a que cárteles o grupos de la delincuencia organizada peretecían los vehículos blindados tipo pick up como los mencionados en la pregunta numero dos. 6.- ¿Cuantos de estos vehículos bindados artesanalmente con placas de acero servían o estaban en condiciones de ser usados a momento de su aseguramiento. 7.- ¿Cuál es el cálculo que ha hecho la Sedena sobre a cantidad de dinero que los grupos de la delincuencia organizada han gastado para blindar esta clase de vehiculos? 8.- De acuerdo con la Sedena ¿que nivel y de blindaje tienen estos vehiculos y que tipo de disparos pueden soportar? (calibres y tipo de armamento). 9.- ¿En cuantas ocasiones han enfrentado tropas de la Sedena a grupos de la delincuencia organizada que utilizaban esta clase de vehículos? 10.- ¿Cula fue el saldo de estos enfrentamientos? ¿cuanos militares han muerto en estos enfrentamientos y cuantos han resutado heridos en qué estados ciudades y municpios del país y en que años? 11.- Solicito copia digital de todas las fotos que el personal de la Sedena le ha tomado a estos vehículos blindados (ya sea a los artesanamente blindados y a los que están blindados de fábrica) durante la actual administración dle presidente Felipe Calderón. 12..- De acuerdo con cálculos de expertos en el arma blindada y en construcción militar en la Sedena ¿cuánto cuesta blindar artesanalmente este tipo de vehículos y cuanto tiempo tardan y cuanta gente necesitan los grupos de la delincuencia organizada para hacerlo?,1,0,1,0,1,0,0
2790,informacion del proyecto carretero la venta colegio militar 2014 en adelante,1,0,0,0,0,0,0
2791,Sobre programas sociales federales conforme a la Ley Federal de de Presupuesto y Resonsabilidad Hacendaria en el Artículo 75 se establece Los subsidios deberán sujetarse a los criterios de objetividad equidad transparencia publicidad selectividad y temporalidad... 1. ¿Existe alguna disposición normativa en la dependencia que defina o determine estos principios? 2. ¿Cómo conceptualizan o que significado le dan a cada uno de estos principios para realizar los proyectos de Reglas de Operación de los diferentes programas sociales correspondientes a la dependencia?,0,0,0,0,0,0,1
2792,Expediente reporte estudio acta resolución oficio correspondencia acuerdos directriz directiva circular contrato convenio instructivo nota memorando y/o cualquier otro registro que documente la adjudicación directa que se hizo a Química Apollo SA de CV y derivo el contrato número SDSE-SRO83-057/2003,0,0,0,1,0,0,0
2793,¿Esta dependencia pidió algún estudio al INAH para descartar daño arqueológico o paleontológico en la zona donde se construye el Nuevo Aeropuerto de la Ciudad de México antes o después del anuncio de la construcción de esta obra? Si se pidió algún estudio ¿cuál es?,0,0,1,0,0,0,1
2794,1.- solicito informacion relativa a las vacantes que existen en la dependencia para el estado de yucatan: nombre del puesto salario mensual bruto y neto ubicacion del puesto requisitos y contactos para el puesto. 2.- solicito informacion relativa a la proveeduria de productos y servicios que se puedan dar por adjudicacion directa tambien requiero saber los productos y servicios que son mas demandados; los productos y servicios en donde se tienen mayores oportunidades de que los adquieran; y en general deseo saber todas las oportunidades que puedan existir para que les pueda proveer productos y servicios a su dependencia. 3.- Solicito saber informacion relativa a los servicios que se puedan trabajar de manera independiente y se les pueda entregar el servicio ya sea via internet u otro medio.,0,0,0,1,1,0,0
2795,en relacion a la solicitud numero de folio 1857200104814 ya me dijiste el fundamento legal a hora quiero saber la narracion de los hechos motivaron la recision de los dos ultimos casos de la Subdireccion de Salvaguarda y Estrategia.,0,0,0,0,0,0,1
2796,Información anual de producción de petroleo de los siguientes campos Ebano- Pánuco Naranjos-Cerro Azul Poza Rica Cactus Sitio Grande Samaria Cunduacán Cárdenas Jujo-Tecominoacán Akal Nohoch Abkatún Kú Maloob Pol Chuc Caan Zaap Sihil Ayatsil,0,0,1,0,0,0,0
2797,Reactivos que formaron parte de la Evaluación Técnica aplicados en el concurso 40677 de la Secretaria de Agricultura Ganadería Desarrollo Rural Pesca y Alimentacion para ocupar el puesto de Auditor. Unicamente los reactivos y sus opciones de respuesta.,0,0,1,0,0,0,0
2798,Requiero el presupuesto anual que el IMSS ha tenido en los últimos 16 años (1994-2009),0,1,0,0,0,0,0
2799,Cuanto gastó esta dependencia en la contratación de asesores durante el 2003,0,0,0,1,1,0,0
2800,Actualmente con cuantos empleados (sin importar si son de confienza) cuenta la Admistración Fedral de servicios Educativos en el Distrito Federal.,0,0,0,0,1,0,0
2801,recursos destinados a Chiapas programas etc.,0,1,1,0,1,0,0
2802,Indicadores Estratégicos 2008 evaluacion del Instituto mexicano del petroleo,0,0,1,0,0,0,0
2803,Quiero conocer los estudios restricciones NOM y demas informacion aprobado por la Secretaria de Salud en trono al uso del Concreto Profesional Antibac fabricado por CEMEX. En Aguascalientes lo estan utilizando en casas habitación La informacion que me proporciono el Instituto de la Vivienda en Aguascalientes proviene de www cemexconcretos.com y delInstituto Mexicano del Cemento y del Concreto A.C.,0,0,0,0,0,0,1
2804,soy empleado de confianza en la profepa con nivel 8 y tengo entendido que en las condiciones de trabajo el horario es de 09:00 a 15:00. a mi se me obliga a laborar hasta las 6 de la tarde. Quiero saber el horario que me corresponde en caso de haber una diferencia en el mismo solicito la correccion del mismo. Gracias laboro en oficinas de la DELEGACION QUERETARO CONSTITUYENTES 102 TEL 442 2134212. EN EL AREA ADMINISTRATIVA(CONFIANZA NIVEL8 ),0,0,0,0,1,0,0
2805,Razón de Mortalidad Materna nacional y por entidad federativa año 2006 a marzo 2007. Porcentaje y número de muertes maternas según causas seleccionadas México 2002-2006 total nacional y por entidad federativa. Estos datos compilados fueron dados a conocer en el 5 Foro Nacional y 2 Foro Internacional por la Calidad en Salud organizado por la Secretaría de Salud. Los días 20 y 21 de septiembre del 2007.,0,0,1,0,0,0,0
2806,SOLICITO DE MANERA RESPETUOSA LOS CRITERIOS LINEAMIENTOS Y EN SU CASO EL PROCEDIMIENTO ESPECIFICO QUE UTILIZA LA DIRECCIÓN GENERAL DEL BACHILLERATO LA DIRECCIÓN GENERAL DE EDUCACIÓN SUPERIOR UNIVERSITARIA DE LA SECRETARIA DE EDUCACIÓN PUBLICA PARA PROGRAMAR VISITAS DE SUPERVISOR E INSPECCIÓN A LAS INSTITUCIONES EDUCATIVAS PUBLICAS Y PARTICULARES. ESTO ES PARA VERIFICAR QUE SE REALIZAN BAJO NORMALIDAD Y NO DE MANERA DISCRECIONAL POR PARTE DE LAS AUTORIDADES. DEBEN CONTENER UN MANUAL DE PROCEDIMIIENTOS EN CADA AREA,0,0,0,0,0,0,1
2807,Solicito del Hospital Juárez de México O.P.D. como un organismo obligado en materia de trasparencia y con fines de calidad en el servicio y para fines personales con fundamento en lo dispuesto en el Artículo 1 4 Fcc I y Articulo 41 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental y con fundamento en la obligatoriedad de reporte al Sistema Nacional de Indicadores de Calidad en Salud la siguiente información: Porcentaje de pacientes con registro de factor de riesgo para úlceras por presión Método de obtención Años 2015 2014 y si existiesen datos: 2013 2012 2011 y 2010 Gracias. Para mejor localización se incluye la identificación de la variable en el sistema INDICAS II: Entidad.- Distrito Federal Jurisdicción.- Hospitales Federales de Referencia Unidad.- Hospital Juárez de México Indice: 8.- Atención de Enfermería Hospitalización. Indicador: 8.6. Prevención de Ulceras por presión a Pacientes Hospitalizados (PUPPPH). Variable: 8.6.1. Porcentaje de pacientes con registro de factor de riesgo para úlceras por presión Gracias.,0,0,1,0,0,0,0
2808,Se me proporcione la información concerniente a Los estudios técnicos realizados que determinaron la necesidad de operación de la Estaciones Cuarentenaria de Tratamiento Garrapaticida En el punto ESTACION DON ubicado el Km 70 Carretera Federal 15 tramo Novojoa Sonora. - Los Mochis Sinaloa. poblado Estación Don Municipio Huatabampo La declaratoria o resolución administrativa en la que se determinó la necesidad de instalar la Estación Cuarentenaria antes identificada La convocatoria que se lazó para el establecimiento de la estación cuarentenaria antes identificada así como el medio de publicación de dicha convocatoria. Además las solicitudes de autorización que se presentaron El dictamen que se formuló para la autorización que se expidió a quien actualmente opera la Estación Cuarentenaria Estación Don antes identificada La publicación del inicio de operaciones que se realizó en la página web del SENASICA en el dominio www.senasica.gob.mx en las que se establecieron con precisión las condiciones de operación de la Estación Cuarentenaria antes identificada La vigencia de autorización de la Estación cuarentenaria antes mencionada así como sus contribuciones. Conforme a los artículo 18 19 20 21 y 22 del ACUERDO por el que se establece la Campaña Nacional para el control de la garrapata Boophilus spp. publicado el 10 de septiembre de 2012 en el DOF y el AVISO POR EL QUE SE DAN A CONOCER LOS PUNTOS DE VERIFICACION E INSPECCION INTERNA AUTORIZADOS EN MATERIA ZOOSANITARIA,0,0,1,1,0,0,1
2809,¿Cual es el presupuesto anual ala educación del país? administración federal,0,1,0,0,0,0,0
2810,Deseo saber sobre cuantos procedimientos administrativos existen en contra de la Empresa Distribuidora Garabana de Combustibles y Lubricantes S.A. de C. V.y porque motivos. Delegacion de la Profepa en Quintana Roo.,1,0,0,0,0,0,0
2811,copia de 1 los permisos que DGAC autorizo a todas y cada una de las naves de PFP 2 licencias y revalidadciones de los Mecanicos de PFP / 3 copia de inspecciones relizadas al taller de PFP 4 verificaciones y capacitaciones a los responsables de PFP en el taller PFP,0,0,1,0,1,0,1
2812,Quien asesoró al Estado en el caso Castañeda? Quien elaboró la respuesta a la demnada en el caso Castañeda? Que participación tuvo el Subsecretario de Derechos Humanos en la elaboración de las excepciones preliminares y respuesta de demanda en el caso Castañeda? Participó el Poder Judicial en la elaboración de la respuesta de México a la Corte Interamericana? Participó el Legislativo federal? Porque el Estado no ofreció un perito?,1,0,0,0,1,0,0
2813,¿En qué fecha se comenzó a extraer hidrocarburos del Pozo ARROYO PRIETO 11 en el Activo de Producción Cinco Presidentes en el estado de Tabasco mediante la técnica de fractura hidráulica?,1,0,0,0,0,0,0
2814,Copia de los Convenios de Revisión Salarial del 2012 del Servicio de Administración y Enajenación de Bienes así como de los escritos con los cuales quedaron debidamente depositados y registrados ante la Junta Federal de Conciliación y Arbitraje.,0,0,0,0,1,0,1
2815,Quiero saber el sueldo de los líderes sindicales de la SNTE CROC FSTSE CTM del Sindicacto de Electricistas y del IMSS. También saber con cuánto presupuesto cuentan estos sindicatos cuántos agremiados tienen y el costo total de la nómina de cada uno.,0,0,1,0,0,0,0
2816,yo quisiera saber en que se basan para elegir a sus empleados que incentivos tienen para ellos y que beneficios podria tener siendo empleada de Financiera Rural.,0,0,0,0,1,0,1
2817,solicito saber cual es el fundamento legal que utiliza la cofaa para recibir donativos en dinero de los alumnos aspirantes padres de familia etc. en los procesos de las inscripciones y reinscripciones que realiza el ipn durante el año y que son depositados en cuentas bancarias de la cofaa. La información toda es publica,1,0,0,0,0,0,1
2818,QUE EFECTO LEGAL TIENE LA AUTORIZACION DE FECHA 12 DE JUUNIO DE 2002 DE NUMERO 366-IV-2695 EN SU RELACION A EL TESIMONIO 7.065 SU RETROACTIVIDAD VIGENCIA Y TERMINO EN RELACION A LO PUBLICADO POR SEGUROS GENESIS EN EL DOF DE FCHA 4 Y 5 DE DICIEMBRE DE 2001,0,0,0,0,0,0,1
2819,Copia simple de los contratos de venta de productos celebrados entre Pemex Reinación y los organismos subsidiarios de Pemex así como los de Comision Federal de Electricidad y Luz y Fuerza del Centro durante el año 2004 - 2005,1,0,0,1,0,0,1
2820,Por este medio solicito se me proporcione copia certificada del nombramiento del C. Roberto Alvaro Nuñez Jaramillo como Administrador Local de Auditoria Fiscal del Norte del Distrito Federal.,0,0,0,0,1,0,0
2821,Población servida (miles) años 2005 y 2006.,0,0,1,0,0,0,0
2822,si estan otorgando creditos cofinavit para menos de 11 salarios minimos y si no existen cuando tendran creditos para este rubro.,1,0,0,0,0,0,0
2823,QUE EXHIBA LA SFP TODO LO RELATIVO A CUALQUIER PROCEDIMIENTO SEGUIDO A LA TRABAJADORA NORMA KARINA CUEVAS MARIN DE LA CFE AGUASCALIENTES RPE 9EC9C QUE DIGA SI DENUNCIO ANTE LA PGR LO ENCONTRADO A DICHA TRABAJADORA,0,0,0,0,1,0,0
2824,Agradecere que se me proporcione información respecto al motivo por el que en el Centro S.C.T. Chiapas el día 5 de Abril de 2007 no hubieron labores toda vez que el edificio de esa dependencia ese día permaneció cerrado.,1,0,0,0,0,0,0
2825,Licencia Federal Num. JAL23557 Informacion sobre la misma? Por medio del presente en relación con la Licencia Federal Num. JAL23557 tipo B solicito si dicha Licencia obra en sus expedientes a nombre de quien esta si se encuentra vigente y con que refrendos cuenta.,0,0,0,0,0,0,1
2826,Esta Contraloría Social le solicita a la COFEPRIS la información documental que consigne y/o evidencie las visitas de verificación que se efectuaron o llevaron acabo en el periodo de tiempo comprendido entre el 1 de Enero de 2008 y el 31 de Diciembre de 2009 para muestrear los lotes de condón femenino que se importaron al país. Por favor solicito que la información contenga lo siguiente: 1) El nombre de cada importador de los condones femeninos. 2) La marca de los condones femeninos que fueron muestreados. 3) El fabricante de los condones femeninos que fueron muestreados. Cada vez que determinada empresa/persona importa condones femeninos la COFEPRIS realiza visitas de verificación con el fin de muestrear los lotes importados. Lo que solicito son los documentos que constaten todas y cada una de las visitas de verificación que se efectuaron en el periodo de tiempo señalado para muestrear los lotes de condón femenino importado de tal forma que se aprecie el nombre de las empresas/personas importadoras las marcas de los condones y el fabricante de dichos condones. Muy importante: Favor de entregar la información a través del INFOMEX. NO SOLICITO COPIA SIMPLE. PUBLICIDAD DEL SOLICITANTE: CRUZADA ANTICORRUPCIÓN A.C. TU MOVIMIENTO TE INVITA A QUE ADOPTES UNA ENTIDAD O DEPENDENCIA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL. TU PRIMER OBLIGACIÓN COMO MENTOR ES LA DE LLEVAR POR EL CAMINO DEL BIEN AL SUJETO OBLIGADO QUE TU ADOPTES Y QUE MEDIANTE TUS INVESTIGACIONES HAGAS PÚBLICOS EN EL INFOMEX LOS ACTOS DE CORRUPCIÓN QUE DESCUBRAS ASÍ COMO LA NEGLIGENCIA Y LAS OMISIONES DE LOS SERVIDORES PÚBLICOS ADSCRITOS AL SUJETO OBLIGADO QUE HAYAS ADOPTADO. TU SEGUNDA OBLIGACIÓN COMO MENTOR ES LA DE DAR DE ALTA TU INVESTIGACIÓN EN CRUZADA ANTICORRUPCIÓN PARA QUE CONSECUENTEMENTE SE LE DE UN SEGUIMIENTO INSTITUCIONAL A DICHA INVESTIGACIÓN. RECUERDA QUE TODOS SOMOS CRUZADA ANTICORRUPCIÓN ÚNETE A TU MOVIMIENTO CONTÁCTANOS EN EL SIGUIENTE CORREO: [EMAIL] (inserción aprobada en la asamblea 10-04).,1,0,0,0,0,0,1
2827,Solicito los nombres de las empresas negocios y/o establecimientos que tienen demandas entre 50 KW y 300 KW de los estados de Nuevo León Coahuila y Tamaulipas Con el Motivo de saber los nombres y saber a que estado pertenecen. Muchas Gracias. Ya una vez se me proporciono información similar sobre nombres de empresas y estados pido que sea de la misma manera.Muchas Gracias.,0,0,1,0,0,0,0
2828,Le solicito a la Delegación Estatal PUEBLA del Instituto Mexicano del Seguro Social los documentos que constan lo siguiente: a) Que defectos desviaciones incongruencias o inconsistencias se han encontrado en los tubos endotraqueales ( Claves 060 168 2446 11 01 060 168 2537 11 01 060 168 2552 11 01 060 168 2560 11 01 y 060 168 2594 11 01) que ha entregado DISTROMED S.A. DE C.V al cumplir con sus obligaciones contractuales derivadas de la licitación LA-019GYR047-T71-2012; b) Los motivos por los cuales a DISTROMED S.A. DE C.V. se le ha solicitado el canje de los tubos endotraqueales cuyas claves se señalan en el inciso anterior; c) La fecha en la que se le solicitó a DISTROMED S.A. DE C.V. el canje de los tubos endotraqueales señalados; d) La fecha en la que DISTROMED S.A. DE C.V. realizo el canje de los tubos endotraqueales en cuestión; e) Que los tubos endotraqueales que entregó DISTROMED S.A. DE C.V. atendiendo al canje solicitado efectivamente CORRIGEN la inconsistencia los defectos o desviaciones que se advirtieron y que motivaron la solicitud de canje del producto. A todo lo anterior se requiere la información respecto a ésta delegación que de respuesta a todos y a cada uno de los incisos que integran la necesidad de información. Me refiero a los tubos endotraqueales Claves 060 168 2446 11 01 060 168 2537 11 01 060 168 2552 11 01 060 168 2560 11 01 y 060 168 2594 11 01 que ha entregado DISTROMED S.A. DE C.V cumpliendo sus obligaciones derivadas de la adjudicación que tuvo en la licitación LA-019GYR047-T71-2012 y de los cuales se han solicitado canjes. En caso de que en la presente delegación solo haya entregado alguno (o algunos) de los bienes solicito que se entregue la información correspondiente.,0,0,0,1,1,0,0
2829,la dir. de la propiedad rural de la s.r.a. me rechazo la contancia de tipo de suelo otorgada por el inifap ya que la coordinacion gerenal juridica de la sagarpa modifico segun oficio del 21 de abril de 2005 el criterio la delegacion de la sagarpa me va a cambiar dicha constancia o que hago. solicitud de tipo de suelo que apeticion de la .s.r.a. de la dir. de ord. de la prop. rural tramite ante el inifap y ahora lo recibieron pero como no es el de la sagarpa me informaron que no tiene valor que hago.,1,0,0,0,0,0,0
2830,EN ENERO DEL 2003 CUMPLI 13 AÑOS LABORANDO PARA LA EDUCACION PUBLICA EN EL TRANSCURSO DE ESOS 13 AÑOS HE ESTADO SOLICITANDO UN CREDITO PARA VIVIENDA Y HASTA LA FECHA NUNCA SE ME HA AUTORIZADO MI SOLICITUD ES: A DONDE PUEDO DIRIGIRME PARA OBTENER UN CREDITO DE VIVIENDA O QUIEN ME PUDIERA AYUDAR. MI TRABAJO ES COMO JEFE DE LA OFICINA DE CONTROL ESCOLAR EN EL INSTITUTO TECNOLOGICO DE OCOTLAN EN DONDE LABORO DE 8 A 15: HRS EL TELEFONO ES 01 392 92 24630 EXT. 27 MI CLAVE DE COBRO ES 110071402P0753900.0000309 LA CLAVE DEL TECNOLOGICO ES 14DIT0002C,1,0,0,0,0,0,0
2831,Esta Contraloría Social le solicita A LA COORDINACIÓN TÉCNICA DE BIENES Y SERVICIOS TERAPEUTICOS del IMSS a nivel central la información documental (de la naturaleza que sea) que consigne y/o evidencie los números de las adjudicaciones directas llevadas acabo en el periodo de tiempo comprendido entre el 1 de Enero de 2008 y el 31 de Diciembre de 2008 mediante las cuales esta coordinación adquirió SERVICIOS INTEGRALES. MUY IMPORTANTE: Solicito la información que contenga ÚNICA Y EXCLUSIVAMENTE los números de adjudicaciones directas mediante las cuales ESTA COORDINACIÓN adquirió servicios integrales. Requiero los documentos que contengan solo los números de adjudicación directa mediante las cuales se adquirieron SERVICIOS INTEGRALES. Al mencionar un documento de la naturaleza que sea me refiero a que solicito el listado el oficio la pantalla de computadora la relación la tabla etc. que contenga la información solicitada. PUBLICIDAD DEL SOLICITANTE: CRUZADA ANTICORRUPCIÓN A.C. TU MOVIMIENTO TE INVITA A QUE ADOPTES UNA ENTIDAD O DEPENDENCIA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL. TU PRIMER OBLIGACIÓN COMO MENTOR ES LA DE LLEVAR POR EL CAMINO DEL BIEN AL SUJETO OBLIGADO QUE TU ADOPTES Y QUE MEDIANTE TUS INVESTIGACIONES HAGAS PÚBLICOS EN EL INFOMEX LOS ACTOS DE CORRUPCIÓN QUE DESCUBRAS ASÍ COMO LA NEGLIGENCIA Y LAS OMISIONES DE LOS SERVIDORES PÚBLICOS ADSCRITOS AL SUJETO OBLIGADO QUE HAYAS ADOPTADO. TU SEGUNDA OBLIGACIÓN COMO MENTOR ES LA DE DAR DE ALTA TU INVESTIGACIÓN EN CRUZADA ANTICORRUPCIÓN PARA QUE CONSECUENTEMENTE SE LE DE UN SEGUIMIENTO INSTITUCIONAL A DICHA INVESTIGACIÓN. RECUERDA QUE TODOS SOMOS CRUZADA ANTICORRUPCIÓN ÚNETE A TU MOVIMIENTO CONTÁCTANOS EN EL SIGUIENTE CORREO: [EMAIL] (inserción aprobada en la asamblea 10-04),0,0,0,1,0,0,0
2832,Esta Contraloría Social le solicita a la Secretaría de Economía la información documental de la naturaleza que sea que consigne y/o evidencie si la norma NOM-051-SCFI-1994 está vigente al día de hoy. En dado caso de que la norma señalada NO este vigente solicito que así se me indique. Al mencionar información de la naturaleza que sea me refiero a que solicito el oficio el comunicado el fax el correo electrónico la pantalla de computadora el documento etc. etc. que responda a lo solicitado. Gracias. PUBLICIDAD DE CRUZADA ANTICORRUPCIÓN A.C.: CONCIUDADANOS:- NO VACILÉIS PUES UN MOMENTO: TOMAD LAS ARMAS DEL ACCESO A LA INFORMACIÓN PÚBLICA GUBERNAMENTAL ARROJAD DEL PODER A LOS USURPADORES A LOS CORRUPTOS A LOS PARÁSITOS Y A LOS VIVIDORES RECOBRAD VUESTROS DERECHOS DE MUJERES Y HOMBRES LIBRES Y RECORDAD QUE NUESTROS ANTEPASADOS NOS LEGARON UNA HERENCIA DE GLORIA QUE NO PODEMOS MANCILLAR. SED COMO ELLOS FUERON: INVENCIBLES EN LA GUERRA MAGNÁNIMOS EN LA VICTORIA . @ TRANSPARENCIA EFECTIVA NO MÁS CORRUPCIÓN @ LA PRESENTE CONVOCATORIA ES UNA ADAPTACIÓN PARA EL AÑO 2010 DEL PLAN DE SAN LUÍS REDACTADO POR DON FRANCISCO I. MADERO Y SUS COLABORADORES EL 5 DE OCTUBRE DE 1910. CRUZADA ANTICORRUPCIÓN A.C. CONVOCA A LAS MEXICANAS Y A LOS MEXICANOS A HONRAR A NUESTROS ANTEPASADOS Y A NUESTRA HISTORIA ESTANDO A LA ALTURA DE NUESTRO PRESENTE Y FUTURO. LLEGÓ EL MOMENTO DE INICIAR LA REVOLUCIÓN DE LA TRANSPARENCIA. CONTÁCTANOS EN EL SIGUIENTE CORREO: [EMAIL] (inserción aprobada en la asamblea 10-08).,1,0,0,0,0,0,0
2833,Requiero se me informe la lista de todas y cada una de las garantías en formato electrónico bajo escaneado para el cumplimiento de las obligaciones de los concesionarios entregadas como depósito o garantía a que se refiere el artículo 17 de la Ley de Vías Generales de Comunicación. Así como aquellos otorgados conforme a la Ley Federal de Telecomunicaciones y la Ley Federal de Radio y Televisión.,0,0,0,1,0,0,0
2834,Que tal me podrían proporcionar que presupuesto les dan para medicamentos a los servicios de hematología esto por hospital y estado de los años 2010 y 2011.,0,1,0,0,0,0,0
2835,Solicito que la Dirección de Administración y Evaluación de Delegaciones me envíe copia del oficio 0698 en el que se instruye a no aceptar las bonificaciones de los productos patentados negociados por la Comisión Ngeociadora de Precios. Solicito se me informe los argumentos que dieron lugar a este cambio de criterio,0,0,0,1,0,0,0
2837,Que vengo a solicitar a ese H. Instituto se sirva confirmar si ha sido interpuesto algún medio de impugnación en contra de la resolución de fecha 19 de febrero de 2015 contenida en el oficio de folio 7851 emitida por medio de la Subdirección Divisional de Procesos de ese H. Instituto declarando administrativamente la caducidad del registro marcario No. 1345007 BOTULAX Y DISEÑO y por ende si dicha resolución ha quedado firme. ALLERGAN INC. VS MEDICINA ESTETICA INTEGRAL S.A. DE C.V. P.C. 2038/2013(N-545)21055,0,0,0,0,0,0,1
2838,cuantas plazas de docente se asignaron al campus de la upn en atizapan en el 2009 y cual fue el criterio para otorgarlas. si los porfesores participan en la asignacion. si existe un comite quien lo preside,0,0,0,0,1,0,0
2839,De conformidad con la ley orgánica políticas bases y lineamientos emitidos por SAGARPA ¿Cuál es la unidad administrativa responsable de la vigilancia y cumplimiento de la norma oficial mexicana NOM-044-ZOO-1995 Campaña Nacional contra la Influenza Aviar publicada en el diario oficial de la federación el día 14 de agosto de 1996 en SAGARPA? ¿Quienes integran el comité de la Dirección General de Normalización de SAGARPA? ¿Cuándo fue la última sesión? ¿Cuál fue el quórum de ese comité? ¿Cuál fue el objeto de dicho comité? ¿Cuál fue la última revisión a la norma? ¿Cuándo fue la última revisión quinquenal? si de acuerdo a la Ley Federal de Metrología y normalización la norma oficial mexicana NOM-044-ZOO-1995 Campaña Nacional contra la Influenza Aviar publicada en el diario oficial de la federación el día 14 de agosto de 1996 ¿si dicha norma está vigente? y ¿cuál es su fundamento? Se me proporcione copia de la convocatoria a los miembros del comité a efecto de sesionar la revisión de la norma. Se me proporcione copia del acta o minuta del Comité con la firma de todos los miembros. Direccion General de Normas,1,0,0,0,1,0,0
2840,Estimados visite el siguiente sitio accesando desde su página principal: http://cdcarmen.asa.gob.mx/wb/webasa/cdcarmen_aeropuertos En el recuadro que tienen publicado denominado Estadisticas pregunta me pueden proporcionar las de 2010 y 2011,0,0,1,0,0,0,0
2841,Todos los contratos de CFE para la compra de carbón en los Estados de Sonora; Oaxaca; Nuevo León; Chihuahua; Colima; Hidalgo; Jalisco; Guerrero; Puebla; Veracruz; San Luis Potosí; Chiapas; Durango y Tamaulipas. Que contenga nombre de la empresa tipo de contrato volumen de compra precio de compra vigencia forma de pago; forma de entrega desde el año 2000 y hasta junio de 2010. Así como: nombre de las empresas sancionadas por el incumplimiento del contrato desde el año 2000 y hasta junio de 2010; Requisitos impuestos por CFE a las empresas para la compra de carbón; un formato de contrato de CFE con empresas interesadas en vender carbón. Quiero saber también cuales son los mecanismo que utiliza CFE para verificar la información proporcionada por las empresas; si CFE notifica a la STPS de las empresas proveedoras de carbón y si se le solicita a STPS la inspección de las empresas para asegurarse de que cumplen con las normas de seguridad e higiene; Quiero saber si CFE notifica a la SE y/o Dirección General de Minas de las empresas interesadas en contratarse con CFE para verificar que sus minas sean legales; Quiero saber si la CFE notifica a Secretaria de Medio Ambiente y Recursos Naturales de las empresas interesadas en contratarse para CFE para verificar que cumplen con las normas ambientales.,0,0,0,1,0,0,0
2842,Solicito documentos que indiquen ubicación superficie y situación jurídica o de tenencia de la tierra de los terrenos en donde se construirá en Aeropuerto de la Riviera Maya en la zona norte de Quintana Roo así como el costo del proyecto y en qué consiste. El proyecto es impulsado por la Secretaría de Comunicaciones y Transportes (SCT) y el gobierno de Quintana Roo.,0,1,0,1,0,0,0
